project_id,product_name,final_object_type,route,required_source_roles,observed_source_roles,prior_binding_missing_roles,application_assigned_roles,unassigned_source_roles,prior_binding_role_coverage_ratio,application_role_coverage_ratio,source_count,strong_source_examples,source_utilization_status,source_application_priority,distinctive_component_to_bolster,how_sources_should_bolster_project,claim_boundary,next_source_application_step
trilogy,Book Trilogy Manuscript Governance System,manuscript governance and chapter-upgrade system,trilogy,method authority | domain grounding | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,domain grounding | technical mechanism | adversarial model | counter-source or limitation | source-to-output bridge,method authority | evaluation standard | close-read requirement,method authority | domain grounding | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.571,1.0,7,"Clausewitz in the Twenty-First Century | The Guatemalan Military Project: A Violence Called Democracy | Divergent Memories: Opinion Leaders and the Asia-Pacific War | National, European and Human Security: From Co-Existence to Convergence | The Routledge Handbook of Gender and Security | Return to the Motherland: Displaced Soviets in WWII and the Cold War | Carl von Clausewitz's On War",application-complete; prior binding gaps now assigned,high,Chapter dossier and visual-title governance demonstrator,"Use sources to govern chapter argument, voice register, public title, source burden, and cross-chapter handoff. Each source should either thicken the chapter claim, sharpen a counterclaim, or constrain the public formulation.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
native-trilogy-showcase,Book Trilogy Showcase,manuscript or editorial governance system,trilogy,method authority | domain grounding | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority,domain grounding | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | domain grounding | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.143,1.0,1,Cultural Histories of Democracy Studies in Political Culture Since the 19th Century - Germany and Beyond Thomas Mergel,application-complete; prior binding gaps now assigned,high,Chapter dossier demonstrator,"Use sources to govern chapter argument, voice register, public title, source burden, and cross-chapter handoff. Each source should either thicken the chapter claim, sharpen a counterclaim, or constrain the public formulation.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
cognitive-firewall-instruments,Cognitive Firewall Instruments - authoring defensive instruments against AI-mediated analytic corruption,source governance or packet-routing system,master_bundle,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority,technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.143,1.0,1,"The Routledge Handbook of Anti Corruption Research and Practice Joseph Pozsgai Alvarez, Roxana Bratu",application-complete; prior binding gaps now assigned,high,Cognitive-firewall instrument proof: Cognitive Firewall Instruments - authoring defensive instruments agai...,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
native-capstone-defense,Cognitive Firewalls Capstone Defense,source governance or packet-routing system,master_bundle,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority,technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.143,1.0,1,War changes everything Russia after Ukraine NATO Defense College Research Division Edited by Marc Ozawa,application-complete; prior binding gaps now assigned,high,Cognitive-firewall instrument proof: Cognitive Firewalls Capstone Defense,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
native-capstone-defense-noland,Cognitive Firewalls Defense Room,source governance or packet-routing system,master_bundle,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority,technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.143,1.0,1,War changes everything Russia after Ukraine NATO Defense College Research Division Edited by Marc Ozawa,application-complete; prior binding gaps now assigned,high,Cognitive-firewall instrument proof: Cognitive Firewalls Defense Room,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
native-cmanalysis,Collection Management Analysis,analytic method or human-AI evaluation module,analyst_assurance,method authority | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.2,1.0,1,Pherso Counterintelligence Structured Analytic Techniques,application-complete; prior binding gaps now assigned,high,Packet promotion decision proof: Collection Management Analysis,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
genocide-lab,Comparative Genocide Lab - comparative analysis of mass political violence across ten canonical dimensions,analytic method or human-AI evaluation module,analyst_assurance,method authority | domain grounding | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority,domain grounding | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | domain grounding | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.167,1.0,1,Pherso Counterintelligence Structured Analytic Techniques,application-complete; prior binding gaps now assigned,high,Comparative atrocity-analysis matrix: Comparative Genocide Lab - comparative analysis of mass political vio...,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
row8,Counter-Terror Analysis - 13-page counter-terror analytical narrative arc,analytic method or human-AI evaluation module,analyst_assurance,method authority | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.2,1.0,1,Pherso Counterintelligence Structured Analytic Techniques,application-complete; prior binding gaps now assigned,high,Packet promotion decision proof: Counter-Terror Analysis - 13-page counter-terror analytical narrative...,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
native-cianalysis,Counterintelligence Analysis,analytic method or human-AI evaluation module,analyst_assurance,method authority | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.2,1.0,1,Pherso Counterintelligence Structured Analytic Techniques,application-complete; prior binding gaps now assigned,high,Counterintelligence analytic-variable proof: Counterintelligence Analysis,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
native-coanalysis,Counterintelligence Operations Analysis,analytic method or human-AI evaluation module,analyst_assurance,method authority | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.2,1.0,1,Pherso Counterintelligence Structured Analytic Techniques,application-complete; prior binding gaps now assigned,high,Counterintelligence analytic-variable proof: Counterintelligence Operations Analysis,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,research workflow software module,master_bundle,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism,evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,,0.4,1.0,2,"Gancels Culinary Encyclopedia of Modern Cooking 1920 Gancel, Joseph. [from old catalog] | Baking and Pastry Mastering the Art and Craft Culinary Institute Of America",application-complete; prior binding gaps now assigned,high,Packet promotion decision proof: Culinary Atelier,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
native-cyanalysis,Cyber Analysis,analytic method or human-AI evaluation module,analyst_assurance,method authority | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.2,1.0,1,Pherso Counterintelligence Structured Analytic Techniques,application-complete; prior binding gaps now assigned,high,Packet promotion decision proof: Cyber Analysis,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
planning,"Development Process - how projects move from idea to built, reviewed work",source governance or packet-routing system,master_bundle,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority,technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.167,1.0,1,American Political Development and Poli,application-complete; prior binding gaps now assigned,high,"Packet promotion decision proof: Development Process - how projects move from idea to built, reviewed...","Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
native-ddianalysis,Directorate Analysis Method,analytic method or human-AI evaluation module,analyst_assurance,method authority | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.2,1.0,1,Pherso Counterintelligence Structured Analytic Techniques,application-complete; prior binding gaps now assigned,high,Packet promotion decision proof: Directorate Analysis Method,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
native-etanalysis,Emerging Technology Analysis,analytic method or human-AI evaluation module,analyst_assurance,method authority | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.2,1.0,1,Pherso Counterintelligence Structured Analytic Techniques,application-complete; prior binding gaps now assigned,high,Packet promotion decision proof: Emerging Technology Analysis,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
native-fwanalysis,Foreign Warning Analysis,analytic method or human-AI evaluation module,analyst_assurance,method authority | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.2,1.0,1,Pherso Counterintelligence Structured Analytic Techniques,application-complete; prior binding gaps now assigned,high,Packet promotion decision proof: Foreign Warning Analysis,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
historical-studies,"Historical Studies - eleven historical and operational case studies, including the manuscript Trilogy",research workflow software module,trilogy,method authority | domain grounding | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,technical mechanism | close-read requirement,method authority | domain grounding | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | domain grounding | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.286,1.0,2,Cultural Histories of Democracy Studies in Political Culture Since the 19th Century - Germany and Beyond Thomas Mergel | The SAGE Handbook of Research Methods in Political Science and International Relations Luigi Curini et al,application-complete; prior binding gaps now assigned,high,"Packet promotion decision proof: Historical Studies - eleven historical and operational case studies,...",Use sources to strengthen cross-field mechanism transfer and academic-stage dependency. Sources should not merely answer a query; they should help move a mechanism from one field into another while marking downstream stages stale when upstream assumptions change.,"This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
native-hsanalysis,Homeland Security Analysis,analytic method or human-AI evaluation module,analyst_assurance,method authority | domain grounding | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority,domain grounding | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | domain grounding | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.167,1.0,1,Pherso Counterintelligence Structured Analytic Techniques,application-complete; prior binding gaps now assigned,high,Packet promotion decision proof: Homeland Security Analysis,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
native-icanalysis,Intelligence Community Analysis,analytic method or human-AI evaluation module,analyst_assurance,method authority | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.2,1.0,1,Pherso Counterintelligence Structured Analytic Techniques,application-complete; prior binding gaps now assigned,high,Counterintelligence analytic-variable proof: Intelligence Community Analysis,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
native-magnum-opus,Magnum Opus Scholarly Retrieval And Warrant System,local scholarly retrieval and evidence-warrant software,magnum_opus,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,domain grounding | technical mechanism | adversarial model | evaluation standard | counter-source or limitation,method authority | source-to-output bridge | close-read requirement,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.5,1.0,7,"Computational Techniques for Intelligence Analysis: A Cognitive Approach | Artificial Intelligence for Business Creativity | Intelligence and Information Policy for National Security: Key Terms and Concepts | The Oxford Companion to Classical Civilization | Bridging the Gap between Collection and Analysis: Intelligence Information Processing and Data Governance | The SAGE Handbook of Research Methods in Political Science and International Relations | Artificial Intelligence, Management and Trust",application-complete; prior binding gaps now assigned,high,Scholarly retrieval warrant and abstention trace,"Use sources to test retrieval as scholarly warrant rather than as fluent search. The proof must show corpus boundary, retrieved passage, evidence score, negative-space finding, abstention case, and claim boundary.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
master-bundle-atlas,Master Bundle Packet Promotion Atlas,source packet governance and project-routing system,master_bundle,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | technical mechanism | close-read requirement,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.429,1.0,11,Encyclopedia of World History | The SAGE Handbook of Research Methods in Political Science and International Relations | Encyclopedia of GIS | On the History of Film Style | Hybrid Intelligence for Image Analysis and Understanding | Critical Thinking Skills | Principles of Microeconomics | Libraries of the Mind,application-complete; prior binding gaps now assigned,high,Master Bundle packet promotion router,"Use sources to govern packet promotion: identity, provenance, extraction status, authority level, project route, duplicate risk, and the next build decision for each bundle item.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
native-murano,MuranoOS Research Operating Environment,local research operating system / workstation builder,muranoos,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,technical mechanism,method authority | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,,0.2,1.0,9,"The Oxford Handbook of Critical Management Studies | Artificial Intelligence, Management and Trust | Routledge Handbook of International Organization | The Oxford Handbook of Phenomenologies and Organization Studies | Corporate Security Management: Challenges, Risks, and Strategies | The Oxford Handbook of Cyberpsychology | Historical Dictionary of Signals Intelligence | The Handbook of Communication Skills",application-complete; prior binding gaps now assigned,high,Room-state operating loop demonstrator,"Use sources to make the operating environment professionally legible: rooms, instruments, records, agents, review gates, and export limits should map to recognized research, organizational, or human-computer workflow principles.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
row7,Nexus Research Pipeline,reusable research-pipeline software,nexus,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,method authority,technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,,0.2,1.0,12,"The Oxford Handbook of Creative Industries | The Promise of Reason: Studies in the New Rhetoric | Routledge Handbook of Psychoanalytic Political Theory | Intelligence Analysis: A Target-Centric Approach | Challenges in Intelligence Analysis: Lessons From 1300 BCE to the Present | Libraries of the Mind | Analyzing Intelligence: Origins, Obstacles, and Innovations | The Oxford Handbook of Political Methodology",application-complete; prior binding gaps now assigned,high,Cross-field mechanism transfer and dependency stale-state demonstrator,Use sources to strengthen cross-field mechanism transfer and academic-stage dependency. Sources should not merely answer a query; they should help move a mechanism from one field into another while marking downstream stages stale when upstream assumptions change.,"This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-muranoos-red-team-proper-handoff-archive-2026-04-11,Only one with 99_Preserved_Source_Archives/ + CURRENT_TRUTH_AT_A_GLANCE.md,research workflow software module,master_bundle,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | technical mechanism,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.286,1.0,2,"Wartime Captivity in the 20th Century Archives, Stories, Memories Anne Marie Pathé et al",application-complete; prior binding gaps now assigned,high,Packet promotion decision proof: Only one with 99_Preserved_Source_Archives/ + CURRENT_TRUTH_AT_A_GLAN...,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
personal-os,"Personal OS - MuranoOS, a personal operating system, local workbench, and project foundation",research workflow software module,muranoos,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,technical mechanism,method authority | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,,0.2,1.0,1,A Companion to Andrei Platonov's the Foundation Pit Thomas Seifrid,application-complete; prior binding gaps now assigned,high,"Packet promotion decision proof: Personal OS - MuranoOS, a personal operating system, local workbench,...","Use sources to make the operating environment professionally legible: rooms, instruments, records, agents, review gates, and export limits should map to recognized research, organizational, or human-computer workflow principles.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
native-psanalysis,Political Strategy Analysis,analytic method or human-AI evaluation module,analyst_assurance,method authority | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.2,1.0,1,Pherso Counterintelligence Structured Analytic Techniques,application-complete; prior binding gaps now assigned,high,Packet promotion decision proof: Political Strategy Analysis,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
capstone-orig,Qualitative Capstone - qualitative analysis of analyst response to AI-introduced corruption,analytic method or human-AI evaluation module,analyst_assurance,method authority | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.2,1.0,1,Pherso Counterintelligence Structured Analytic Techniques,application-complete; prior binding gaps now assigned,high,Cognitive-firewall instrument proof: Qualitative Capstone - qualitative analysis of analyst response to AI...,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
native-capstone-quantitative,Quantitative Capstone Workbench,source governance or packet-routing system,master_bundle,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority,technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.167,1.0,1,Cooking as a Chemical Reaction Culinary Science With Experiments Z. Sibel Ozilgen,application-complete; prior binding gaps now assigned,high,Source-to-output distinctiveness demonstrator,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-capstone-handoff-package,Red Cell CI analysis of Russian cognitive deception; 12 COA dossiers,source governance or packet-routing system,master_bundle,method authority | domain grounding | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority,domain grounding | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | domain grounding | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.125,1.0,1,Russian Energy Policy and Military Power Putin's quest for greatness Pavel K. Baev,application-complete; prior binding gaps now assigned,high,Red-cell scenario evaluation: Red Cell CI analysis of Russian cognitive deception; 12 COA dossiers,"Use sources to convert regional knowledge into bounded analytic variables: actor interests, institutional constraints, strategic culture, deception patterns, force posture, and uncertainty limits.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
reflexive-control-chamber,Reflexive Control Chamber - Russian reflexive-control & strategic-deception research chamber,source governance or packet-routing system,master_bundle,method authority | domain grounding | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority,domain grounding | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | domain grounding | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.125,1.0,1,Russian Energy Policy and Military Power Putin's quest for greatness Pavel K. Baev,application-complete; prior binding gaps now assigned,high,Counterintelligence analytic-variable proof: Reflexive Control Chamber - Russian reflexive-control & strategic-dec...,"Use sources to convert regional knowledge into bounded analytic variables: actor interests, institutional constraints, strategic culture, deception patterns, force posture, and uncertainty limits.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
regional-studies,"Regional Studies - eight place-based analytical pages (Africa, Berlin, East Asia, London, Mideast, Mongol, Russia, Western)",research workflow software module,russia_desk,method authority | domain grounding | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,method authority,domain grounding | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | domain grounding | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,,0.167,1.0,1,War changes everything Russia after Ukraine NATO Defense College Research Division Edited by Marc Ozawa,application-complete; prior binding gaps now assigned,high,"Counterintelligence analytic-variable proof: Regional Studies - eight place-based analytical pages (Africa, Berlin...",Use sources to strengthen cross-field mechanism transfer and academic-stage dependency. Sources should not merely answer a query; they should help move a mechanism from one field into another while marking downstream stages stale when upstream assumptions change.,"This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
native-poison-rag,Retrieval Integrity And Poison-RAG Evaluation Harness,adversarial retrieval-security evaluation platform,poison_rag,method authority | domain grounding | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,domain grounding | technical mechanism | adversarial model | evaluation standard | close-read requirement,method authority | counter-source or limitation | source-to-output bridge,method authority | domain grounding | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.571,1.0,7,"The Oxford Handbook of Ethics of AI | By Way of Deception | The Oxford Handbook of AI Governance | Intelligence and Information Policy for National Security: Key Terms and Concepts | The Palgrave Handbook of Malicious Use of AI and Psychological Security | The Oxford Handbook of Propaganda Studies | Artificial Intelligence, Management and Trust",application-complete; prior binding gaps now assigned,high,Mixed-speed Poison-RAG replay harness,"Use sources to define retrieval threat models, poisoning pathways, evidence-chain failure points, and evaluation gates. The proof must show trace movement from source admission through retrieval, answer formation, human review, and release decision.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
russia-desk,Russia Source-To-Judgment Desk,regional analytic workstation,russia_desk,method authority | domain grounding | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority,domain grounding | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | domain grounding | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.143,1.0,7,Propaganda - Made - to - Measure - How - Our - Vulnerabilities - Facilitate - Russian - Influence | Armies of Russia's War in Ukraine | 1601017 Conley KremlinPlaybook Web | Killer in the Kremlin | War Changes Everything: Russia After Ukraine | Russian Grand Strategy: Rhetoric and Reality | Putin Takes Crimea 2014: Grey-Zone Warfare Opens the Russia-Ukraine Conflict,application-complete; prior binding gaps now assigned,high,Russia source-to-judgment analytic variable board,"Use sources to convert regional knowledge into bounded analytic variables: actor interests, institutional constraints, strategic culture, deception patterns, force posture, and uncertainty limits.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
warrant-chamber,Source & Evidence Review - tracking what supports each claim and what still needs review,research workflow software module,magnum_opus,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,technical mechanism,method authority | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.167,1.0,1,A Companion to Environmental Thought Peter Hay,application-complete; prior binding gaps now assigned,high,Structured-analytic technique replay: Source & Evidence Review - tracking what supports each claim and what...,"Use sources to make the operating environment professionally legible: rooms, instruments, records, agents, review gates, and export limits should map to recognized research, organizational, or human-computer workflow principles.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
