project_id,product_name,source_candidate,priority,required_close_read_output,blocked_claim_type
mb-internal-operating-support-007,Internal Operating Support Packet 007,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-007,Internal Operating Support Packet 007,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-007,Internal Operating Support Packet 007,"God, Time, and Knowledge William Hasker",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-008,Internal Operating Support Packet 008,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-008,Internal Operating Support Packet 008,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-008,Internal Operating Support Packet 008,"God, Time, and Knowledge William Hasker",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-009,Internal Operating Support Packet 009,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-009,Internal Operating Support Packet 009,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-009,Internal Operating Support Packet 009,Documents on the Rape of Nanking Timothy Brook,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-010,Internal Operating Support Packet 010,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-010,Internal Operating Support Packet 010,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-010,Internal Operating Support Packet 010,Documents on the Rape of Nanking Timothy Brook,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-011,Internal Operating Support Packet 011,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-011,Internal Operating Support Packet 011,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-011,Internal Operating Support Packet 011,"God, Time, and Knowledge William Hasker",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-012,Internal Operating Support Packet 012,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-012,Internal Operating Support Packet 012,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-012,Internal Operating Support Packet 012,"God, Time, and Knowledge William Hasker",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-013,Internal Operating Support Packet 013,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-013,Internal Operating Support Packet 013,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-013,Internal Operating Support Packet 013,Documents on the Rape of Nanking Timothy Brook,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-014,Internal Operating Support Packet 014,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-014,Internal Operating Support Packet 014,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-014,Internal Operating Support Packet 014,Documents on the Rape of Nanking Timothy Brook,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-015,Internal Operating Support Packet 015,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-015,Internal Operating Support Packet 015,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-015,Internal Operating Support Packet 015,"God, Time, and Knowledge William Hasker",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-016,Internal Operating Support Packet 016,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-016,Internal Operating Support Packet 016,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-016,Internal Operating Support Packet 016,"God, Time, and Knowledge William Hasker",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-017,Internal Operating Support Packet 017,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-017,Internal Operating Support Packet 017,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-017,Internal Operating Support Packet 017,Documents on the Rape of Nanking Timothy Brook,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-018,Internal Operating Support Packet 018,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-018,Internal Operating Support Packet 018,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-018,Internal Operating Support Packet 018,Documents on the Rape of Nanking Timothy Brook,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-019,Internal Operating Support Packet 019,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-019,Internal Operating Support Packet 019,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-019,Internal Operating Support Packet 019,"God, Time, and Knowledge William Hasker",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-020,Internal Operating Support Packet 020,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-020,Internal Operating Support Packet 020,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-020,Internal Operating Support Packet 020,"God, Time, and Knowledge William Hasker",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-021,Internal Operating Support Packet 021,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-021,Internal Operating Support Packet 021,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-021,Internal Operating Support Packet 021,Documents on the Rape of Nanking Timothy Brook,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-022,Internal Operating Support Packet 022,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-022,Internal Operating Support Packet 022,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-022,Internal Operating Support Packet 022,Documents on the Rape of Nanking Timothy Brook,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-023,Internal Operating Support Packet 023,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-023,Internal Operating Support Packet 023,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-023,Internal Operating Support Packet 023,"God, Time, and Knowledge William Hasker",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-024,Internal Operating Support Packet 024,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-024,Internal Operating Support Packet 024,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-024,Internal Operating Support Packet 024,"God, Time, and Knowledge William Hasker",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-025,Internal Operating Support Packet 025,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-025,Internal Operating Support Packet 025,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-025,Internal Operating Support Packet 025,Documents on the Rape of Nanking Timothy Brook,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-026,Internal Operating Support Packet 026,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-026,Internal Operating Support Packet 026,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-026,Internal Operating Support Packet 026,Documents on the Rape of Nanking Timothy Brook,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-027,Internal Operating Support Packet 027,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-027,Internal Operating Support Packet 027,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-027,Internal Operating Support Packet 027,"God, Time, and Knowledge William Hasker",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-028,Internal Operating Support Packet 028,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-028,Internal Operating Support Packet 028,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-028,Internal Operating Support Packet 028,"God, Time, and Knowledge William Hasker",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-029,Internal Operating Support Packet 029,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-029,Internal Operating Support Packet 029,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-029,Internal Operating Support Packet 029,Documents on the Rape of Nanking Timothy Brook,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-030,Internal Operating Support Packet 030,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-030,Internal Operating Support Packet 030,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-030,Internal Operating Support Packet 030,Documents on the Rape of Nanking Timothy Brook,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-031,Internal Operating Support Packet 031,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-031,Internal Operating Support Packet 031,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-031,Internal Operating Support Packet 031,"God, Time, and Knowledge William Hasker",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-032,Internal Operating Support Packet 032,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-032,Internal Operating Support Packet 032,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-032,Internal Operating Support Packet 032,"God, Time, and Knowledge William Hasker",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-033,Internal Operating Support Packet 033,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-033,Internal Operating Support Packet 033,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-033,Internal Operating Support Packet 033,Documents on the Rape of Nanking Timothy Brook,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-034,Internal Operating Support Packet 034,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-034,Internal Operating Support Packet 034,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-034,Internal Operating Support Packet 034,Documents on the Rape of Nanking Timothy Brook,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-035,Internal Operating Support Packet 035,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-035,Internal Operating Support Packet 035,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-035,Internal Operating Support Packet 035,"God, Time, and Knowledge William Hasker",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-036,Internal Operating Support Packet 036,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-036,Internal Operating Support Packet 036,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-036,Internal Operating Support Packet 036,"God, Time, and Knowledge William Hasker",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-comparative-rhetoric-final,Warning Misleading name: all 24 files are 1-line title stubs (466 bytes total),043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-comparative-rhetoric-final,Warning Misleading name: all 24 files are 1-line title stubs (466 bytes total),Documents on the Rape of Nanking Timothy Brook,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
project-hardening,"Quality Review - checking project claims against evidence, scope, and readiness",American Spies Espionage against the United States from the Cold War to the Present ( PDFDrive ) PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
isc-proposals,Counterintelligence Surveillance Framework - Beyond Surveillance Maximalism: a Smart Surveillance Scaling (S3) proposal,National Security and Counterintelligence in the Era of Cyber Espionage ( PDFDrive ) PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
isc-proposals,Counterintelligence Surveillance Framework - Beyond Surveillance Maximalism: a Smart Surveillance Scaling (S3) proposal,National Security and Counterintelligence in the Era of Cyber Espionage Eugenie de Silva,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
isc-proposals,Counterintelligence Surveillance Framework - Beyond Surveillance Maximalism: a Smart Surveillance Scaling (S3) proposal,"No Place for Russia European Security Institutions Since 1989 Hill, William H",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
isc-proposals,Counterintelligence Surveillance Framework - Beyond Surveillance Maximalism: a Smart Surveillance Scaling (S3) proposal,The Routledge Handbook of European Security Law and Policy Elena Conde et al,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-analyst-assurance-desk,Analyst Assurance Desk,OceanofPDF.com Security Assurances and Nuclear Nonproliferation Jeffrey W Knopf PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-ci-red-cell-handoff,CI red-cell methods reference architecture (post-integrity-correction rebuild),043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-iscproposals,Counterintelligence Surveillance Framework,National Security and Counterintelligence in the Era of Cyber Espionage Eugenie de Silva,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-iscproposals,Counterintelligence Surveillance Framework,"No Place for Russia European Security Institutions Since 1989 Hill, William H",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-iscproposals,Counterintelligence Surveillance Framework,The Routledge Handbook of European Security Law and Policy Elena Conde et al,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-iscproposals,Counterintelligence Surveillance Framework,National Security and Counterintelligence in the Era of Cyber Espionage ( PDFDrive ) PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-crusades,Crusades and Mediterranean Order,The Routledge Handbook of European Security Law and Policy Elena Conde et al,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-crusades,Crusades and Mediterranean Order,"No Place for Russia European Security Institutions Since 1989 Hill, William H",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-crusades,Crusades and Mediterranean Order,"Routledge Handbook on Cooperation, Interdependencies and Security in the Mediterranean Elena Calandri, Karolina Golemo, Jesús Ventura Fernández",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-crusades,Crusades and Mediterranean Order,The Routledge Handbook of European Security Law and Policy Elena Conde et al (2),normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
