project_id,product_name,role,role_plain_name,role_status,source_candidate_to_apply,source_assignment_status,application_rule,project_specific_application,output_it_must_change,test_or_check_it_must_govern,claim_ceiling,next_artifact_to_create,public_claim_allowed_now
native-cianalysis,Counterintelligence Analysis,counter-source or limitation,Counter-source or limitation,missing - assigned as next application need,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.","Use Pherso Counterintelligence Structured Analytic Techniques as counter-source or limitation for Counterintelligence Analysis: Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims. The immediate application target is Counterintelligence analytic-variable proof: Counterintelligence Analysis.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-cianalysis,Counterintelligence Analysis,source-to-output bridge,Source-to-output bridge,missing - assigned as next application need,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.","Use Pherso Counterintelligence Structured Analytic Techniques as source-to-output bridge for Counterintelligence Analysis: State exactly which page, chapter, module, output, decision, or sentence the source changes. The immediate application target is Counterintelligence analytic-variable proof: Counterintelligence Analysis.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-cicc,ICC Complementarity Case Room,method authority,Method authority,observed,"No Place for Russia European Security Institutions Since 1989 Hill, William H",observed_project_binding,"Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule.","Use No Place for Russia European Security Institutions Since 1989 Hill, William H as method authority for ICC Complementarity Case Room: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is review gate.","method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,"The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-cicc,ICC Complementarity Case Room,domain grounding,Domain grounding,observed,The Routledge Handbook of European Security Law and Policy Elena Conde et al,observed_project_binding,"Extract actor logic, historical constraint, domain vocabulary, empirical pattern, or case condition; then prevent generic page language.","Use The Routledge Handbook of European Security Law and Policy Elena Conde et al as domain grounding for ICC Complementarity Case Room: Extract actor logic, historical constraint, domain vocabulary, empirical pattern, or case condition; then prevent generic page language. The immediate application target is input fixture.","domain variables, case framing, project examples, terminology, or scenario fixtures",source test: metadata-routed sources require close reading before citation or quotation,"The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-cicc,ICC Complementarity Case Room,adversarial model,Adversarial model,missing - assigned as next application need,"Corporate Security Management: Challenges, Risks, and Strategies",route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.","Use Corporate Security Management: Challenges, Risks, and Strategies as adversarial model for ICC Complementarity Case Room: Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure. The immediate application target is Room instrument transition proof: ICC Complementarity Case Room.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.",Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-cicc,ICC Complementarity Case Room,evaluation standard,Evaluation standard,observed,The Routledge Handbook of European Security Law and Policy Elena Conde et al (2),observed_project_binding,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.","Use The Routledge Handbook of European Security Law and Policy Elena Conde et al (2) as evaluation standard for ICC Complementarity Case Room: Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate. The immediate application target is review gate.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",claim ceiling test: public claims cannot exceed built evidence,The source may define a candidate test gate after close reading; until then the page should call it a planned check rather than a completed validation.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-cicc,ICC Complementarity Case Room,counter-source or limitation,Counter-source or limitation,missing - assigned as next application need,The Routledge Handbook of European Security Law and Policy Elena Conde et al,repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.","Use The Routledge Handbook of European Security Law and Policy Elena Conde et al as counter-source or limitation for ICC Complementarity Case Room: Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims. The immediate application target is Room instrument transition proof: ICC Complementarity Case Room.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-cicc,ICC Complementarity Case Room,source-to-output bridge,Source-to-output bridge,missing - assigned as next application need,The Routledge Handbook of European Security Law and Policy Elena Conde et al (2),repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.","Use The Routledge Handbook of European Security Law and Policy Elena Conde et al (2) as source-to-output bridge for ICC Complementarity Case Room: State exactly which page, chapter, module, output, decision, or sentence the source changes. The immediate application target is Room instrument transition proof: ICC Complementarity Case Room.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-cicc,ICC Complementarity Case Room,close-read requirement,Close-read requirement,observed,the routledge handbook of european security law and policy 9781138609990 9780429465918 compress,observed_project_binding,"Identify which passages, pages, or concepts must be read before quotation, citation, or stronger literature-positioning is allowed.","Use the routledge handbook of european security law and policy 9781138609990 9780429465918 compress as close-read requirement for ICC Complementarity Case Room: Identify which passages, pages, or concepts must be read before quotation, citation, or stronger literature-positioning is allowed. The immediate application target is input fixture.","close-read note, citation record, passage ledger, or blocked-claim release condition",source test: metadata-routed sources require close reading before citation or quotation,"Metadata can justify routing and a close-read task only; it cannot support quotation, page-specific claims, or asserted findings.",one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-cmanalysis,Collection Management Analysis,method authority,Method authority,observed,Pherso Counterintelligence Structured Analytic Techniques,observed_project_binding,"Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule.","Use Pherso Counterintelligence Structured Analytic Techniques as method authority for Collection Management Analysis: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is structured review.","method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,"The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-cmanalysis,Collection Management Analysis,adversarial model,Adversarial model,missing - assigned as next application need,Article - Zulauf - SafeguardingObjectivityInIntelligenceAnalysis,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.","Use Article - Zulauf - SafeguardingObjectivityInIntelligenceAnalysis as adversarial model for Collection Management Analysis: Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure. The immediate application target is Packet promotion decision proof: Collection Management Analysis.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.",Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-cmanalysis,Collection Management Analysis,evaluation standard,Evaluation standard,missing - assigned as next application need,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.","Use Pherso Counterintelligence Structured Analytic Techniques as evaluation standard for Collection Management Analysis: Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate. The immediate application target is Packet promotion decision proof: Collection Management Analysis.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-cmanalysis,Collection Management Analysis,counter-source or limitation,Counter-source or limitation,missing - assigned as next application need,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.","Use Pherso Counterintelligence Structured Analytic Techniques as counter-source or limitation for Collection Management Analysis: Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims. The immediate application target is Packet promotion decision proof: Collection Management Analysis.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-cmanalysis,Collection Management Analysis,source-to-output bridge,Source-to-output bridge,missing - assigned as next application need,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.","Use Pherso Counterintelligence Structured Analytic Techniques as source-to-output bridge for Collection Management Analysis: State exactly which page, chapter, module, output, decision, or sentence the source changes. The immediate application target is Packet promotion decision proof: Collection Management Analysis.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-coanalysis,Counterintelligence Operations Analysis,method authority,Method authority,observed,Pherso Counterintelligence Structured Analytic Techniques,observed_project_binding,"Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule.","Use Pherso Counterintelligence Structured Analytic Techniques as method authority for Counterintelligence Operations Analysis: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is structured review.","method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,"The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-coanalysis,Counterintelligence Operations Analysis,adversarial model,Adversarial model,missing - assigned as next application need,Computational Techniques for Intelligence Analysis: A Cognitive Approach,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.","Use Computational Techniques for Intelligence Analysis: A Cognitive Approach as adversarial model for Counterintelligence Operations Analysis: Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure. The immediate application target is Counterintelligence analytic-variable proof: Counterintelligence Operations Analysis.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.",Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-coanalysis,Counterintelligence Operations Analysis,evaluation standard,Evaluation standard,missing - assigned as next application need,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.","Use Pherso Counterintelligence Structured Analytic Techniques as evaluation standard for Counterintelligence Operations Analysis: Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate. The immediate application target is Counterintelligence analytic-variable proof: Counterintelligence Operations Analysis.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-coanalysis,Counterintelligence Operations Analysis,counter-source or limitation,Counter-source or limitation,missing - assigned as next application need,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.","Use Pherso Counterintelligence Structured Analytic Techniques as counter-source or limitation for Counterintelligence Operations Analysis: Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims. The immediate application target is Counterintelligence analytic-variable proof: Counterintelligence Operations Analysis.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-coanalysis,Counterintelligence Operations Analysis,source-to-output bridge,Source-to-output bridge,missing - assigned as next application need,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.","Use Pherso Counterintelligence Structured Analytic Techniques as source-to-output bridge for Counterintelligence Operations Analysis: State exactly which page, chapter, module, output, decision, or sentence the source changes. The immediate application target is Counterintelligence analytic-variable proof: Counterintelligence Operations Analysis.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-crusades,Crusades and Mediterranean Order,method authority,Method authority,observed,"No Place for Russia European Security Institutions Since 1989 Hill, William H",observed_project_binding,"Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule.","Use No Place for Russia European Security Institutions Since 1989 Hill, William H as method authority for Crusades and Mediterranean Order: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is review gate.","method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,"The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-crusades,Crusades and Mediterranean Order,domain grounding,Domain grounding,observed,"Routledge Handbook on Cooperation, Interdependencies and Security in the Mediterranean Elena Calandri, Karolina Golemo, Jesús Ventura Fernández",observed_project_binding,"Extract actor logic, historical constraint, domain vocabulary, empirical pattern, or case condition; then prevent generic page language.","Use Routledge Handbook on Cooperation, Interdependencies and Security in the Mediterranean Elena Calandri, Karolina Golemo, Jesús Ventura Fernández as domain grounding for Crusades and Mediterranean Order: Extract actor logic, historical constraint, domain vocabulary, empirical pattern, or case condition; then prevent generic page language. The immediate application target is input fixture.","domain variables, case framing, project examples, terminology, or scenario fixtures",source test: metadata-routed sources require close reading before citation or quotation,"The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-crusades,Crusades and Mediterranean Order,adversarial model,Adversarial model,missing - assigned as next application need,"The Oxford Handbook of Work Engagement, Motivation, and Self-Determination Theory",route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.","Use The Oxford Handbook of Work Engagement, Motivation, and Self-Determination Theory as adversarial model for Crusades and Mediterranean Order: Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure. The immediate application target is Packet promotion decision proof: Crusades and Mediterranean Order.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.",Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-crusades,Crusades and Mediterranean Order,evaluation standard,Evaluation standard,observed,The Routledge Handbook of European Security Law and Policy Elena Conde et al,observed_project_binding,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.","Use The Routledge Handbook of European Security Law and Policy Elena Conde et al as evaluation standard for Crusades and Mediterranean Order: Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate. The immediate application target is review gate.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",claim ceiling test: public claims cannot exceed built evidence,The source may define a candidate test gate after close reading; until then the page should call it a planned check rather than a completed validation.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-crusades,Crusades and Mediterranean Order,counter-source or limitation,Counter-source or limitation,missing - assigned as next application need,The Routledge Handbook of European Security Law and Policy Elena Conde et al,repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.","Use The Routledge Handbook of European Security Law and Policy Elena Conde et al as counter-source or limitation for Crusades and Mediterranean Order: Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims. The immediate application target is Packet promotion decision proof: Crusades and Mediterranean Order.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-crusades,Crusades and Mediterranean Order,source-to-output bridge,Source-to-output bridge,missing - assigned as next application need,The Routledge Handbook of European Security Law and Policy Elena Conde et al,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.","Use The Routledge Handbook of European Security Law and Policy Elena Conde et al as source-to-output bridge for Crusades and Mediterranean Order: State exactly which page, chapter, module, output, decision, or sentence the source changes. The immediate application target is Packet promotion decision proof: Crusades and Mediterranean Order.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-crusades,Crusades and Mediterranean Order,close-read requirement,Close-read requirement,observed,The Routledge Handbook of European Security Law and Policy Elena Conde et al (2),observed_project_binding,"Identify which passages, pages, or concepts must be read before quotation, citation, or stronger literature-positioning is allowed.","Use The Routledge Handbook of European Security Law and Policy Elena Conde et al (2) as close-read requirement for Crusades and Mediterranean Order: Identify which passages, pages, or concepts must be read before quotation, citation, or stronger literature-positioning is allowed. The immediate application target is input fixture.","close-read note, citation record, passage ledger, or blocked-claim release condition",source test: metadata-routed sources require close reading before citation or quotation,"Metadata can justify routing and a close-read task only; it cannot support quotation, page-specific claims, or asserted findings.",one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-cyanalysis,Cyber Analysis,method authority,Method authority,observed,Pherso Counterintelligence Structured Analytic Techniques,observed_project_binding,"Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule.","Use Pherso Counterintelligence Structured Analytic Techniques as method authority for Cyber Analysis: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is structured review.","method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,"The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-cyanalysis,Cyber Analysis,adversarial model,Adversarial model,missing - assigned as next application need,Computational Techniques for Intelligence Analysis: A Cognitive Approach,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.","Use Computational Techniques for Intelligence Analysis: A Cognitive Approach as adversarial model for Cyber Analysis: Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure. The immediate application target is Packet promotion decision proof: Cyber Analysis.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.",Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-cyanalysis,Cyber Analysis,evaluation standard,Evaluation standard,missing - assigned as next application need,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.","Use Pherso Counterintelligence Structured Analytic Techniques as evaluation standard for Cyber Analysis: Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate. The immediate application target is Packet promotion decision proof: Cyber Analysis.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-cyanalysis,Cyber Analysis,counter-source or limitation,Counter-source or limitation,missing - assigned as next application need,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.","Use Pherso Counterintelligence Structured Analytic Techniques as counter-source or limitation for Cyber Analysis: Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims. The immediate application target is Packet promotion decision proof: Cyber Analysis.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-cyanalysis,Cyber Analysis,source-to-output bridge,Source-to-output bridge,missing - assigned as next application need,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.","Use Pherso Counterintelligence Structured Analytic Techniques as source-to-output bridge for Cyber Analysis: State exactly which page, chapter, module, output, decision, or sentence the source changes. The immediate application target is Packet promotion decision proof: Cyber Analysis.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-ddianalysis,Directorate Analysis Method,method authority,Method authority,observed,Pherso Counterintelligence Structured Analytic Techniques,observed_project_binding,"Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule.","Use Pherso Counterintelligence Structured Analytic Techniques as method authority for Directorate Analysis Method: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is structured review.","method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,"The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-ddianalysis,Directorate Analysis Method,adversarial model,Adversarial model,missing - assigned as next application need,"America's Strategic Blunders: Intelligence Analysis and National Security Policy, 1936-1991",route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.","Use America's Strategic Blunders: Intelligence Analysis and National Security Policy, 1936-1991 as adversarial model for Directorate Analysis Method: Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure. The immediate application target is Packet promotion decision proof: Directorate Analysis Method.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.",Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-ddianalysis,Directorate Analysis Method,evaluation standard,Evaluation standard,missing - assigned as next application need,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.","Use Pherso Counterintelligence Structured Analytic Techniques as evaluation standard for Directorate Analysis Method: Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate. The immediate application target is Packet promotion decision proof: Directorate Analysis Method.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-ddianalysis,Directorate Analysis Method,counter-source or limitation,Counter-source or limitation,missing - assigned as next application need,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.","Use Pherso Counterintelligence Structured Analytic Techniques as counter-source or limitation for Directorate Analysis Method: Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims. The immediate application target is Packet promotion decision proof: Directorate Analysis Method.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-ddianalysis,Directorate Analysis Method,source-to-output bridge,Source-to-output bridge,missing - assigned as next application need,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.","Use Pherso Counterintelligence Structured Analytic Techniques as source-to-output bridge for Directorate Analysis Method: State exactly which page, chapter, module, output, decision, or sentence the source changes. The immediate application target is Packet promotion decision proof: Directorate Analysis Method.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
native-east-asia,East Asian War and Strategic Tradition,method authority,Method authority,missing - assigned as next application need,The Oxford Handbook of Political Methodology,route_pack_candidate,"Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule.","Use The Oxford Handbook of Political Methodology as method authority for East Asian War and Strategic Tradition: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: East Asian War and Strategic Tradition.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
