project_id,product_name,prior_missing_role,candidate_source,source_assignment_status,why_it_matters,proof_component_to_strengthen,required_output,claim_risk_if_missing
native-cmanalysis,Collection Management Analysis,evaluation standard,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Collection Management Analysis,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
native-cmanalysis,Collection Management Analysis,source-to-output bridge,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Collection Management Analysis,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
native-coanalysis,Counterintelligence Operations Analysis,adversarial model,Computational Techniques for Intelligence Analysis: A Cognitive Approach,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.",Counterintelligence analytic-variable proof: Counterintelligence Operations Analysis,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
native-coanalysis,Counterintelligence Operations Analysis,counter-source or limitation,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Counterintelligence analytic-variable proof: Counterintelligence Operations Analysis,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
native-coanalysis,Counterintelligence Operations Analysis,evaluation standard,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Counterintelligence analytic-variable proof: Counterintelligence Operations Analysis,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
native-coanalysis,Counterintelligence Operations Analysis,source-to-output bridge,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Counterintelligence analytic-variable proof: Counterintelligence Operations Analysis,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
native-crusades,Crusades and Mediterranean Order,adversarial model,"The Oxford Handbook of Work Engagement, Motivation, and Self-Determination Theory",route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.",Packet promotion decision proof: Crusades and Mediterranean Order,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
native-crusades,Crusades and Mediterranean Order,counter-source or limitation,The Routledge Handbook of European Security Law and Policy Elena Conde et al,repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Crusades and Mediterranean Order,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
native-crusades,Crusades and Mediterranean Order,source-to-output bridge,The Routledge Handbook of European Security Law and Policy Elena Conde et al,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Crusades and Mediterranean Order,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
native-cyanalysis,Cyber Analysis,adversarial model,Computational Techniques for Intelligence Analysis: A Cognitive Approach,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.",Packet promotion decision proof: Cyber Analysis,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
native-cyanalysis,Cyber Analysis,counter-source or limitation,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Cyber Analysis,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
native-cyanalysis,Cyber Analysis,evaluation standard,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Cyber Analysis,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
native-cyanalysis,Cyber Analysis,source-to-output bridge,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Cyber Analysis,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
native-ddianalysis,Directorate Analysis Method,adversarial model,"America's Strategic Blunders: Intelligence Analysis and National Security Policy, 1936-1991",route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.",Packet promotion decision proof: Directorate Analysis Method,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
native-ddianalysis,Directorate Analysis Method,counter-source or limitation,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Directorate Analysis Method,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
native-ddianalysis,Directorate Analysis Method,evaluation standard,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Directorate Analysis Method,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
native-ddianalysis,Directorate Analysis Method,source-to-output bridge,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Directorate Analysis Method,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
native-east-asia,East Asian War and Strategic Tradition,counter-source or limitation,(Contemporary Military Strategic and Security Issues) Lawrence J. Morris Military Justice A Guide to the Issues Praeger (2010),repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: East Asian War and Strategic Tradition,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
native-east-asia,East Asian War and Strategic Tradition,evaluation standard,(Contemporary Military Strategic and Security Issues) Lawrence J. Morris Military Justice A Guide to the Issues Praeger (2010),repurposed_existing_project_source,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: East Asian War and Strategic Tradition,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
native-east-asia,East Asian War and Strategic Tradition,method authority,The Oxford Handbook of Political Methodology,route_pack_candidate,"Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule.",Packet promotion decision proof: East Asian War and Strategic Tradition,"method rule, stage design, instrument behavior, or analytic procedure","project may look impressive but under-supported, over-general, or untestable on this role"
native-east-asia,East Asian War and Strategic Tradition,source-to-output bridge,(Contemporary Military Strategic and Security Issues) Lawrence J. Morris Military Justice A Guide to the Issues Praeger (2010),repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: East Asian War and Strategic Tradition,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
native-emt,Emergency Triage Simulator,adversarial model,Routledge Handbook of Psychoanalytic Political Theory,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.",Packet promotion decision proof: Emergency Triage Simulator,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
native-emt,Emergency Triage Simulator,close-read requirement,The Promise of Reason: Studies in the New Rhetoric,route_pack_candidate,"Identify which passages, pages, or concepts must be read before quotation, citation, or stronger literature-positioning is allowed.",Packet promotion decision proof: Emergency Triage Simulator,"close-read note, citation record, passage ledger, or blocked-claim release condition","project may look impressive but under-supported, over-general, or untestable on this role"
native-emt,Emergency Triage Simulator,counter-source or limitation,The Oxford Handbook of Sociolinguistics,route_pack_candidate,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Emergency Triage Simulator,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
native-emt,Emergency Triage Simulator,evaluation standard,The Palgrave Handbook of Animals and Literature,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Emergency Triage Simulator,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
native-emt,Emergency Triage Simulator,source-to-output bridge,Critical Thinking Skills,route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Emergency Triage Simulator,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
native-etanalysis,Emerging Technology Analysis,adversarial model,Deception: Counterdeception and Counterintelligence,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.",Packet promotion decision proof: Emerging Technology Analysis,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
native-etanalysis,Emerging Technology Analysis,counter-source or limitation,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Emerging Technology Analysis,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
native-etanalysis,Emerging Technology Analysis,evaluation standard,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Emerging Technology Analysis,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
native-etanalysis,Emerging Technology Analysis,source-to-output bridge,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Emerging Technology Analysis,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
native-fwanalysis,Foreign Warning Analysis,adversarial model,Psychology of Intelligence Analysis,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.",Packet promotion decision proof: Foreign Warning Analysis,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
native-fwanalysis,Foreign Warning Analysis,counter-source or limitation,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Foreign Warning Analysis,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
native-fwanalysis,Foreign Warning Analysis,evaluation standard,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Foreign Warning Analysis,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
native-fwanalysis,Foreign Warning Analysis,source-to-output bridge,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Foreign Warning Analysis,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
native-habitat,Volunteer Build-Day Coordination,adversarial model,"Analyzing Intelligence: Origins, Obstacles, and Innovations",route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.",Packet promotion decision proof: Volunteer Build-Day Coordination,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
native-habitat,Volunteer Build-Day Coordination,close-read requirement,The Palgrave Handbook of Animals and Literature,route_pack_candidate,"Identify which passages, pages, or concepts must be read before quotation, citation, or stronger literature-positioning is allowed.",Packet promotion decision proof: Volunteer Build-Day Coordination,"close-read note, citation record, passage ledger, or blocked-claim release condition","project may look impressive but under-supported, over-general, or untestable on this role"
native-habitat,Volunteer Build-Day Coordination,counter-source or limitation,The Palgrave Handbook of Animals and Literature,route_pack_candidate,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Volunteer Build-Day Coordination,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
native-habitat,Volunteer Build-Day Coordination,evaluation standard,The Oxford Handbook of Political Methodology,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Volunteer Build-Day Coordination,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
native-habitat,Volunteer Build-Day Coordination,source-to-output bridge,"Analyzing Intelligence: Origins, Obstacles, and Innovations",route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Volunteer Build-Day Coordination,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
native-hsanalysis,Homeland Security Analysis,adversarial model,Article - Zulauf - SafeguardingObjectivityInIntelligenceAnalysis,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.",Packet promotion decision proof: Homeland Security Analysis,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
native-hsanalysis,Homeland Security Analysis,counter-source or limitation,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Homeland Security Analysis,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
native-hsanalysis,Homeland Security Analysis,domain grounding,"Artificial Intelligence, Management and Trust",route_pack_candidate,"Extract actor logic, historical constraint, domain vocabulary, empirical pattern, or case condition; then prevent generic page language.",Packet promotion decision proof: Homeland Security Analysis,"domain variables, case framing, project examples, terminology, or scenario fixtures","project may look impressive but under-supported, over-general, or untestable on this role"
native-hsanalysis,Homeland Security Analysis,evaluation standard,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Homeland Security Analysis,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
native-hsanalysis,Homeland Security Analysis,source-to-output bridge,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Homeland Security Analysis,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
native-icanalysis,Intelligence Community Analysis,adversarial model,Bridging the Gap between Collection and Analysis: Intelligence Information Processing and Data Governance,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.",Counterintelligence analytic-variable proof: Intelligence Community Analysis,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
native-icanalysis,Intelligence Community Analysis,counter-source or limitation,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Counterintelligence analytic-variable proof: Intelligence Community Analysis,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
native-icanalysis,Intelligence Community Analysis,evaluation standard,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Counterintelligence analytic-variable proof: Intelligence Community Analysis,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
native-icanalysis,Intelligence Community Analysis,source-to-output bridge,Pherso Counterintelligence Structured Analytic Techniques,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Counterintelligence analytic-variable proof: Intelligence Community Analysis,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
native-iscproposals,Counterintelligence Surveillance Framework,evaluation standard,"No Place for Russia European Security Institutions Since 1989 Hill, William H",repurposed_existing_project_source,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Counterintelligence analytic-variable proof: Counterintelligence Surveillance Framework,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
native-iscproposals,Counterintelligence Surveillance Framework,method authority,"Handbook of Attachment: Theory, Research, and Clinical Applications",route_pack_candidate,"Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule.",Counterintelligence analytic-variable proof: Counterintelligence Surveillance Framework,"method rule, stage design, instrument behavior, or analytic procedure","project may look impressive but under-supported, over-general, or untestable on this role"
native-iscproposals,Counterintelligence Surveillance Framework,source-to-output bridge,National Security and Counterintelligence in the Era of Cyber Espionage Eugenie de Silva,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Counterintelligence analytic-variable proof: Counterintelligence Surveillance Framework,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
native-london,Colonial Archive Explorer,close-read requirement,Encyclopedia of GIS,route_pack_candidate,"Identify which passages, pages, or concepts must be read before quotation, citation, or stronger literature-positioning is allowed.",Packet promotion decision proof: Colonial Archive Explorer,"close-read note, citation record, passage ledger, or blocked-claim release condition","project may look impressive but under-supported, over-general, or untestable on this role"
native-london,Colonial Archive Explorer,counter-source or limitation,A Historical Companion to Postcolonial Literatures Continental Europe and Its Empires Prem Poddar,repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Colonial Archive Explorer,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
native-london,Colonial Archive Explorer,evaluation standard,A Historical Companion to Postcolonial Literatures Continental Europe and Its Empires Prem Poddar,repurposed_existing_project_source,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Colonial Archive Explorer,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
native-london,Colonial Archive Explorer,source-to-output bridge,A Historical Companion to Postcolonial Literatures Continental Europe and Its Empires Prem Poddar,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Colonial Archive Explorer,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
native-magnum-opus,Magnum Opus Scholarly Retrieval And Warrant System,close-read requirement,Intelligence and Information Policy for National Security: Key Terms and Concepts,route_pack_candidate,"Identify which passages, pages, or concepts must be read before quotation, citation, or stronger literature-positioning is allowed.",Scholarly retrieval warrant and abstention trace,"close-read note, citation record, passage ledger, or blocked-claim release condition","project may look impressive but under-supported, over-general, or untestable on this role"
native-magnum-opus,Magnum Opus Scholarly Retrieval And Warrant System,method authority,Computational Techniques for Intelligence Analysis: A Cognitive Approach,route_pack_candidate,"Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule.",Scholarly retrieval warrant and abstention trace,"method rule, stage design, instrument behavior, or analytic procedure","project may look impressive but under-supported, over-general, or untestable on this role"
native-magnum-opus,Magnum Opus Scholarly Retrieval And Warrant System,source-to-output bridge,Intelligence and Information Policy for National Security: Key Terms and Concepts,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Scholarly retrieval warrant and abstention trace,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
native-master-bundle-pages,Master Bundle Pages,close-read requirement,Principles of Microeconomics,route_pack_candidate,"Identify which passages, pages, or concepts must be read before quotation, citation, or stronger literature-positioning is allowed.",Packet promotion decision proof: Master Bundle Pages,"close-read note, citation record, passage ledger, or blocked-claim release condition","project may look impressive but under-supported, over-general, or untestable on this role"
native-master-bundle-pages,Master Bundle Pages,counter-source or limitation,Encyclopedia of GIS,route_pack_candidate,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Master Bundle Pages,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
native-master-bundle-pages,Master Bundle Pages,evaluation standard,Encyclopedia of GIS,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Master Bundle Pages,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
native-master-bundle-pages,Master Bundle Pages,source-to-output bridge,Libraries of the Mind,route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Master Bundle Pages,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
native-mideast,Ottoman Palestine and Early Zionism,counter-source or limitation,(Handbooks of Sociology and Social Research) Giuseppe Caforio Handbook of the Sociology of the Military Springer (2006) PDOC,repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Ottoman Palestine and Early Zionism,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
native-mideast,Ottoman Palestine and Early Zionism,evaluation standard,(Handbooks of Sociology and Social Research) Giuseppe Caforio Handbook of the Sociology of the Military Springer (2006) PDOC,repurposed_existing_project_source,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Ottoman Palestine and Early Zionism,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
native-mideast,Ottoman Palestine and Early Zionism,method authority,"Literacy as Involvement: The Acts of Writers, Readers, and Texts",route_pack_candidate,"Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule.",Packet promotion decision proof: Ottoman Palestine and Early Zionism,"method rule, stage design, instrument behavior, or analytic procedure","project may look impressive but under-supported, over-general, or untestable on this role"
native-mideast,Ottoman Palestine and Early Zionism,source-to-output bridge,(Handbooks of Sociology and Social Research) Giuseppe Caforio Handbook of the Sociology of the Military Springer (2006) PDOC,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Ottoman Palestine and Early Zionism,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
native-mongol,Mongol Empire Military Systems,evaluation standard,"Statebuilding and Counterinsurgency in Oman Political, Military and Diplomatic Relations at the End of Empire James Worrall",repurposed_existing_project_source,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Mongol Empire Military Systems,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
native-mongol,Mongol Empire Military Systems,method authority,Critical Thinking Skills,route_pack_candidate,"Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule.",Packet promotion decision proof: Mongol Empire Military Systems,"method rule, stage design, instrument behavior, or analytic procedure","project may look impressive but under-supported, over-general, or untestable on this role"
native-mongol,Mongol Empire Military Systems,source-to-output bridge,(Handbooks of Sociology and Social Research) Giuseppe Caforio Handbook of the Sociology of the Military Springer (2006) PDOC,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Mongol Empire Military Systems,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
native-murano,MuranoOS Research Operating Environment,counter-source or limitation,"Corporate Security Management: Challenges, Risks, and Strategies",repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Room-state operating loop demonstrator,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
native-murano,MuranoOS Research Operating Environment,evaluation standard,Historical Dictionary of Signals Intelligence,repurposed_existing_project_source,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Room-state operating loop demonstrator,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
native-murano,MuranoOS Research Operating Environment,method authority,The Oxford Handbook of Critical Management Studies,route_pack_candidate,"Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule.",Room-state operating loop demonstrator,"method rule, stage design, instrument behavior, or analytic procedure","project may look impressive but under-supported, over-general, or untestable on this role"
native-murano,MuranoOS Research Operating Environment,source-to-output bridge,"Artificial Intelligence, Management and Trust",repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Room-state operating loop demonstrator,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
native-peace,Track II Diplomacy and Peacebuilding,adversarial model,The Oxford Handbook of Cyberpsychology,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.",Packet promotion decision proof: Track II Diplomacy and Peacebuilding,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
native-peace,Track II Diplomacy and Peacebuilding,counter-source or limitation,The Routledge Handbook of European Security Law and Policy Elena Conde et al,repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Track II Diplomacy and Peacebuilding,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
native-peace,Track II Diplomacy and Peacebuilding,source-to-output bridge,The Routledge Handbook of European Security Law and Policy Elena Conde et al,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Track II Diplomacy and Peacebuilding,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
