project_id,product_name,project_class,final_object_type,owner_lane,closure_lane,production_state,production_complete,public_proof_surface_operational,harness_executes,regression_case_count,residual_required_slots,residual_present_slots,residual_missing_slots,residual_missing_files,blocking_gate_count,blocking_gates,blocking_gate_names,exclusion_reason,next_production_action
mb-muranoos-the-interval-handoff-v0-1,The Interval (remote violence),external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-tradecraft-foundry-handoff-package-2026-04-11,Tradecraft Foundry,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-western-myth-codex-phase-i-stub-pack,Western Myth Codex,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-sat-handoff-v1,Canonical SAT dedup: 106 techniques normalized across 11 catalogues,external_owner_track,source governance or packet-routing system,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,SAT Studio,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
native-aisatvis,AI Structured Analysis Visualization,external_owner_track,source governance or packet-routing system,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,SAT Studio,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
native-capstone-defense,Cognitive Firewalls Capstone Defense,external_owner_track,source governance or packet-routing system,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
native-capstone-defense-noland,Cognitive Firewalls Defense Room,external_owner_track,source governance or packet-routing system,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
native-capstone-quantitative,Quantitative Capstone Workbench,external_owner_track,source governance or packet-routing system,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
native-cianalysis,Counterintelligence Analysis,external_owner_track,analytic method or human-AI evaluation module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
native-coanalysis,Counterintelligence Operations Analysis,external_owner_track,analytic method or human-AI evaluation module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
native-iscproposals,Counterintelligence Surveillance Framework,external_owner_track,research project or professional workbench,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,CI / CT family,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
native-magnum-opus,Magnum Opus Scholarly Retrieval And Warrant System,external_owner_track,local scholarly retrieval and evidence-warrant software,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
native-murano,MuranoOS Research Operating Environment,external_owner_track,local research operating system / workstation builder,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
native-poison-rag,Retrieval Integrity And Poison-RAG Evaluation Harness,external_owner_track,adversarial retrieval-security evaluation platform,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
native-portfolio-index,Full Project Catalogue,external_owner_track,source governance or packet-routing system,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
personal-os,"Personal OS - MuranoOS, a personal operating system, local workbench, and project foundation",external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
planning,"Development Process - how projects move from idea to built, reviewed work",external_owner_track,source governance or packet-routing system,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
poison-rag-defense-annex,Adversarial Evidence Corruption Technical Annex Harness,external_owner_track,future-work technical evaluation architecture,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
project-hardening,"Quality Review - checking project claims against evidence, scope, and readiness",external_owner_track,source governance or packet-routing system,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
row1,Quantitative Capstone - quantitative arm of the AI-corruption capstone study,external_owner_track,source governance or packet-routing system,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
row10,Structured Human-AI Analyst Workstation,external_owner_track,human-in-the-loop analytic workstation,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
row11,Retrieval Integrity Evaluation - testing Retrieval-Augmented Generation (RAG) against retrieval poisoning and false-source failure,external_owner_track,retrieval or evidence-evaluation platform,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
row14,Defensive Retrieval Research - future study on retrieval-augmented-generation poisoning,external_owner_track,retrieval or evidence-evaluation platform,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
row3,"AI Extraction Defense - five-layer architecture protecting proprietary AI models from being extracted, copied, or distilled by adversaries",external_owner_track,source governance or packet-routing system,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
row5,Defense Doctrine - defensive retrieval governance laboratory (claim-limit discipline),external_owner_track,retrieval or evidence-evaluation platform,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,Poison-RAG / defensive retrieval,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
row7,Nexus Research Pipeline,external_owner_track,reusable research-pipeline software,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
row8,Counter-Terror Analysis - 13-page counter-terror analytical narrative arc,external_owner_track,analytic method or human-AI evaluation module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
structured-analysis-toolkit,Structured Techniques Toolkit - authoring and refinement workspace for disciplined analytic instruments,external_owner_track,retrieval or evidence-evaluation platform,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,SAT Studio,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
warrant-chamber,Source & Evidence Review - tracking what supports each claim and what still needs review,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
