project_id,project_name,project_kind,runtime_target,instrument_id,instrument_name,purpose,input_contract,operation,output_contract,acceptance_condition,runtime_status,full_underlying_system_complete
mb-murano-os-glass-station-handoff,Glass Station,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-glass-station-handoff-instrument-01,state model,Turn the `state model` module into a concrete input-operation-output step for Glass Station.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-glass-station-handoff,Glass Station,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-glass-station-handoff-instrument-02,instrument action,Turn the `instrument action` module into a concrete input-operation-output step for Glass Station.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the instrument action step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The instrument action instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-glass-station-handoff,Glass Station,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-glass-station-handoff-instrument-03,before/after trace,Turn the `before/after trace` module into a concrete input-operation-output step for Glass Station.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the before/after trace step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The before/after trace instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-glass-station-handoff,Glass Station,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-glass-station-handoff-instrument-04,export gate,Turn the `export gate` module into a concrete input-operation-output step for Glass Station.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the export gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The export gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-handoff-2026,Doctrine Forge Codex,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-handoff-2026-instrument-01,state model,Turn the `state model` module into a concrete input-operation-output step for Doctrine Forge Codex.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-handoff-2026,Doctrine Forge Codex,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-handoff-2026-instrument-02,instrument action,Turn the `instrument action` module into a concrete input-operation-output step for Doctrine Forge Codex.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the instrument action step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The instrument action instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-handoff-2026,Doctrine Forge Codex,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-handoff-2026-instrument-03,before/after trace,Turn the `before/after trace` module into a concrete input-operation-output step for Doctrine Forge Codex.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the before/after trace step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The before/after trace instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-handoff-2026,Doctrine Forge Codex,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-handoff-2026-instrument-04,export gate,Turn the `export gate` module into a concrete input-operation-output step for Doctrine Forge Codex.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the export gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The export gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-lossless-study-room-handoff,Lossless Study Room,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-lossless-study-room-handoff-instrument-01,state model,Turn the `state model` module into a concrete input-operation-output step for Lossless Study Room.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-lossless-study-room-handoff,Lossless Study Room,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-lossless-study-room-handoff-instrument-02,instrument action,Turn the `instrument action` module into a concrete input-operation-output step for Lossless Study Room.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the instrument action step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The instrument action instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-lossless-study-room-handoff,Lossless Study Room,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-lossless-study-room-handoff-instrument-03,before/after trace,Turn the `before/after trace` module into a concrete input-operation-output step for Lossless Study Room.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the before/after trace step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The before/after trace instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-lossless-study-room-handoff,Lossless Study Room,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-lossless-study-room-handoff-instrument-04,export gate,Turn the `export gate` module into a concrete input-operation-output step for Lossless Study Room.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the export gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The export gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-prism-foundry-handoff,Prism Foundry,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-prism-foundry-handoff-instrument-01,state model,Turn the `state model` module into a concrete input-operation-output step for Prism Foundry.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-prism-foundry-handoff,Prism Foundry,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-prism-foundry-handoff-instrument-02,instrument action,Turn the `instrument action` module into a concrete input-operation-output step for Prism Foundry.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the instrument action step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The instrument action instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-prism-foundry-handoff,Prism Foundry,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-prism-foundry-handoff-instrument-03,before/after trace,Turn the `before/after trace` module into a concrete input-operation-output step for Prism Foundry.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the before/after trace step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The before/after trace instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-prism-foundry-handoff,Prism Foundry,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-prism-foundry-handoff-instrument-04,export gate,Turn the `export gate` module into a concrete input-operation-output step for Prism Foundry.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the export gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The export gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-prism-scriptorium-handoff-v1,Prism Scriptorium,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-prism-scriptorium-handoff-v1-instrument-01,state model,Turn the `state model` module into a concrete input-operation-output step for Prism Scriptorium.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-prism-scriptorium-handoff-v1,Prism Scriptorium,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-prism-scriptorium-handoff-v1-instrument-02,instrument action,Turn the `instrument action` module into a concrete input-operation-output step for Prism Scriptorium.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the instrument action step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The instrument action instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-prism-scriptorium-handoff-v1,Prism Scriptorium,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-prism-scriptorium-handoff-v1-instrument-03,before/after trace,Turn the `before/after trace` module into a concrete input-operation-output step for Prism Scriptorium.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the before/after trace step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The before/after trace instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-prism-scriptorium-handoff-v1,Prism Scriptorium,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-prism-scriptorium-handoff-v1-instrument-04,export gate,Turn the `export gate` module into a concrete input-operation-output step for Prism Scriptorium.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the export gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The export gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-rhetorium-proper-handoff-done-v1,Rhetorium,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-rhetorium-proper-handoff-done-v1-instrument-01,state model,Turn the `state model` module into a concrete input-operation-output step for Rhetorium.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-rhetorium-proper-handoff-done-v1,Rhetorium,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-rhetorium-proper-handoff-done-v1-instrument-02,instrument action,Turn the `instrument action` module into a concrete input-operation-output step for Rhetorium.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the instrument action step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The instrument action instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-rhetorium-proper-handoff-done-v1,Rhetorium,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-rhetorium-proper-handoff-done-v1-instrument-03,before/after trace,Turn the `before/after trace` module into a concrete input-operation-output step for Rhetorium.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the before/after trace step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The before/after trace instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-rhetorium-proper-handoff-done-v1,Rhetorium,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-rhetorium-proper-handoff-done-v1-instrument-04,export gate,Turn the `export gate` module into a concrete input-operation-output step for Rhetorium.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the export gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The export gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-warrant-chamber-handoff-v1,Warrant Chamber,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-warrant-chamber-handoff-v1-instrument-01,state model,Turn the `state model` module into a concrete input-operation-output step for Warrant Chamber.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-warrant-chamber-handoff-v1,Warrant Chamber,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-warrant-chamber-handoff-v1-instrument-02,instrument action,Turn the `instrument action` module into a concrete input-operation-output step for Warrant Chamber.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the instrument action step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The instrument action instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-warrant-chamber-handoff-v1,Warrant Chamber,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-warrant-chamber-handoff-v1-instrument-03,before/after trace,Turn the `before/after trace` module into a concrete input-operation-output step for Warrant Chamber.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the before/after trace step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The before/after trace instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-os-warrant-chamber-handoff-v1,Warrant Chamber,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-os-warrant-chamber-handoff-v1-instrument-04,export gate,Turn the `export gate` module into a concrete input-operation-output step for Warrant Chamber.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the export gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The export gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-prismatic-agora-handoff-v1-0-done,Prismatic Agora,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-prismatic-agora-handoff-v1-0-done-instrument-01,state model,Turn the `state model` module into a concrete input-operation-output step for Prismatic Agora.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-prismatic-agora-handoff-v1-0-done,Prismatic Agora,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-prismatic-agora-handoff-v1-0-done-instrument-02,instrument action,Turn the `instrument action` module into a concrete input-operation-output step for Prismatic Agora.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the instrument action step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The instrument action instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-prismatic-agora-handoff-v1-0-done,Prismatic Agora,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-prismatic-agora-handoff-v1-0-done-instrument-03,before/after trace,Turn the `before/after trace` module into a concrete input-operation-output step for Prismatic Agora.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the before/after trace step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The before/after trace instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-prismatic-agora-handoff-v1-0-done,Prismatic Agora,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-prismatic-agora-handoff-v1-0-done-instrument-04,export gate,Turn the `export gate` module into a concrete input-operation-output step for Prismatic Agora.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the export gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The export gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-reflexive-control-chamber-pass3-instrument-01,state model,Turn the `state model` module into a concrete input-operation-output step for Reflexive Control Chamber.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-reflexive-control-chamber-pass3-instrument-02,instrument action,Turn the `instrument action` module into a concrete input-operation-output step for Reflexive Control Chamber.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the instrument action step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The instrument action instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-reflexive-control-chamber-pass3-instrument-03,before/after trace,Turn the `before/after trace` module into a concrete input-operation-output step for Reflexive Control Chamber.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the before/after trace step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The before/after trace instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-reflexive-control-chamber-pass3-instrument-04,export gate,Turn the `export gate` module into a concrete input-operation-output step for Reflexive Control Chamber.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the export gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The export gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-room-handoff-v1,Room template v1,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-room-handoff-v1-instrument-01,state model,Turn the `state model` module into a concrete input-operation-output step for Room template v1.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-room-handoff-v1,Room template v1,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-room-handoff-v1-instrument-02,instrument action,Turn the `instrument action` module into a concrete input-operation-output step for Room template v1.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the instrument action step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The instrument action instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-room-handoff-v1,Room template v1,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-room-handoff-v1-instrument-03,before/after trace,Turn the `before/after trace` module into a concrete input-operation-output step for Room template v1.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the before/after trace step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The before/after trace instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-room-handoff-v1,Room template v1,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-room-handoff-v1-instrument-04,export gate,Turn the `export gate` module into a concrete input-operation-output step for Room template v1.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the export gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The export gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-speechcraft-studio-handoff,Speechcraft Studio,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-speechcraft-studio-handoff-instrument-01,state model,Turn the `state model` module into a concrete input-operation-output step for Speechcraft Studio.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-speechcraft-studio-handoff,Speechcraft Studio,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-speechcraft-studio-handoff-instrument-02,instrument action,Turn the `instrument action` module into a concrete input-operation-output step for Speechcraft Studio.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the instrument action step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The instrument action instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-speechcraft-studio-handoff,Speechcraft Studio,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-speechcraft-studio-handoff-instrument-03,before/after trace,Turn the `before/after trace` module into a concrete input-operation-output step for Speechcraft Studio.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the before/after trace step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The before/after trace instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-speechcraft-studio-handoff,Speechcraft Studio,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-speechcraft-studio-handoff-instrument-04,export gate,Turn the `export gate` module into a concrete input-operation-output step for Speechcraft Studio.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the export gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The export gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11-instrument-01,state model,Turn the `state model` module into a concrete input-operation-output step for Bias Atlas.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11-instrument-02,instrument action,Turn the `instrument action` module into a concrete input-operation-output step for Bias Atlas.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the instrument action step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The instrument action instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11-instrument-03,before/after trace,Turn the `before/after trace` module into a concrete input-operation-output step for Bias Atlas.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the before/after trace step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The before/after trace instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11-instrument-04,export gate,Turn the `export gate` module into a concrete input-operation-output step for Bias Atlas.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the export gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The export gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14-instrument-01,state model,Turn the `state model` module into a concrete input-operation-output step for Briefing Forge.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14-instrument-02,instrument action,Turn the `instrument action` module into a concrete input-operation-output step for Briefing Forge.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the instrument action step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The instrument action instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14-instrument-03,before/after trace,Turn the `before/after trace` module into a concrete input-operation-output step for Briefing Forge.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the before/after trace step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The before/after trace instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
