task_id,priority,project_id,project_title,source_role,source_title,close_read_question,passage_target_needed,proof_component_to_strengthen,expected_output,claim_unlocked_if_completed
CR-0648,P2,mb-internal-operating-support-020,Internal Operating Support Packet 020,method authority,Documents on the Rape of Nanking Timothy Brook PDOC,"What rule, procedure, or method constraint should this source impose on the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0649,P2,mb-internal-operating-support-021,Internal Operating Support Packet 021,technical mechanism,043 Historical Documents Harvard Classics PDOC,"What mechanism, data flow, or technical constraint should become visible in the proof?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0650,P2,mb-internal-operating-support-021,Internal Operating Support Packet 021,domain grounding,Documents on the Rape of Nanking Timothy Brook,"What domain fact, case pattern, actor logic, or historical constraint should shape the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0651,P2,mb-internal-operating-support-021,Internal Operating Support Packet 021,method authority,Documents on the Rape of Nanking Timothy Brook PDOC,"What rule, procedure, or method constraint should this source impose on the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0652,P2,mb-internal-operating-support-022,Internal Operating Support Packet 022,technical mechanism,043 Historical Documents Harvard Classics PDOC,"What mechanism, data flow, or technical constraint should become visible in the proof?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0653,P2,mb-internal-operating-support-022,Internal Operating Support Packet 022,domain grounding,Documents on the Rape of Nanking Timothy Brook,"What domain fact, case pattern, actor logic, or historical constraint should shape the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0654,P2,mb-internal-operating-support-022,Internal Operating Support Packet 022,method authority,Documents on the Rape of Nanking Timothy Brook PDOC,"What rule, procedure, or method constraint should this source impose on the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0655,P2,mb-internal-operating-support-023,Internal Operating Support Packet 023,technical mechanism,043 Historical Documents Harvard Classics PDOC,"What mechanism, data flow, or technical constraint should become visible in the proof?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0656,P2,mb-internal-operating-support-023,Internal Operating Support Packet 023,domain grounding,Documents on the Rape of Nanking Timothy Brook,"What domain fact, case pattern, actor logic, or historical constraint should shape the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0657,P2,mb-internal-operating-support-023,Internal Operating Support Packet 023,method authority,Documents on the Rape of Nanking Timothy Brook PDOC,"What rule, procedure, or method constraint should this source impose on the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0658,P2,mb-internal-operating-support-024,Internal Operating Support Packet 024,technical mechanism,043 Historical Documents Harvard Classics PDOC,"What mechanism, data flow, or technical constraint should become visible in the proof?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0659,P2,mb-internal-operating-support-024,Internal Operating Support Packet 024,domain grounding,Documents on the Rape of Nanking Timothy Brook,"What domain fact, case pattern, actor logic, or historical constraint should shape the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0660,P2,mb-internal-operating-support-024,Internal Operating Support Packet 024,method authority,Documents on the Rape of Nanking Timothy Brook PDOC,"What rule, procedure, or method constraint should this source impose on the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0661,P2,mb-internal-operating-support-025,Internal Operating Support Packet 025,technical mechanism,043 Historical Documents Harvard Classics PDOC,"What mechanism, data flow, or technical constraint should become visible in the proof?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0662,P2,mb-internal-operating-support-025,Internal Operating Support Packet 025,domain grounding,Documents on the Rape of Nanking Timothy Brook,"What domain fact, case pattern, actor logic, or historical constraint should shape the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0663,P2,mb-internal-operating-support-025,Internal Operating Support Packet 025,method authority,Documents on the Rape of Nanking Timothy Brook PDOC,"What rule, procedure, or method constraint should this source impose on the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0664,P2,mb-internal-operating-support-026,Internal Operating Support Packet 026,technical mechanism,043 Historical Documents Harvard Classics PDOC,"What mechanism, data flow, or technical constraint should become visible in the proof?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0665,P2,mb-internal-operating-support-026,Internal Operating Support Packet 026,domain grounding,Documents on the Rape of Nanking Timothy Brook,"What domain fact, case pattern, actor logic, or historical constraint should shape the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0666,P2,mb-internal-operating-support-026,Internal Operating Support Packet 026,method authority,Documents on the Rape of Nanking Timothy Brook PDOC,"What rule, procedure, or method constraint should this source impose on the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0667,P2,mb-internal-operating-support-027,Internal Operating Support Packet 027,technical mechanism,043 Historical Documents Harvard Classics PDOC,"What mechanism, data flow, or technical constraint should become visible in the proof?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0668,P2,mb-internal-operating-support-027,Internal Operating Support Packet 027,domain grounding,Documents on the Rape of Nanking Timothy Brook,"What domain fact, case pattern, actor logic, or historical constraint should shape the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0669,P2,mb-internal-operating-support-027,Internal Operating Support Packet 027,method authority,Documents on the Rape of Nanking Timothy Brook PDOC,"What rule, procedure, or method constraint should this source impose on the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0670,P2,mb-internal-operating-support-028,Internal Operating Support Packet 028,technical mechanism,043 Historical Documents Harvard Classics PDOC,"What mechanism, data flow, or technical constraint should become visible in the proof?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0671,P2,mb-internal-operating-support-028,Internal Operating Support Packet 028,domain grounding,Documents on the Rape of Nanking Timothy Brook,"What domain fact, case pattern, actor logic, or historical constraint should shape the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0672,P2,mb-internal-operating-support-028,Internal Operating Support Packet 028,method authority,Documents on the Rape of Nanking Timothy Brook PDOC,"What rule, procedure, or method constraint should this source impose on the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0673,P2,mb-internal-operating-support-029,Internal Operating Support Packet 029,technical mechanism,043 Historical Documents Harvard Classics PDOC,"What mechanism, data flow, or technical constraint should become visible in the proof?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0674,P2,mb-internal-operating-support-029,Internal Operating Support Packet 029,domain grounding,Documents on the Rape of Nanking Timothy Brook,"What domain fact, case pattern, actor logic, or historical constraint should shape the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0675,P2,mb-internal-operating-support-029,Internal Operating Support Packet 029,method authority,Documents on the Rape of Nanking Timothy Brook PDOC,"What rule, procedure, or method constraint should this source impose on the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0676,P2,mb-internal-operating-support-030,Internal Operating Support Packet 030,technical mechanism,043 Historical Documents Harvard Classics PDOC,"What mechanism, data flow, or technical constraint should become visible in the proof?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0677,P2,mb-internal-operating-support-030,Internal Operating Support Packet 030,domain grounding,Documents on the Rape of Nanking Timothy Brook,"What domain fact, case pattern, actor logic, or historical constraint should shape the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0678,P2,mb-internal-operating-support-030,Internal Operating Support Packet 030,method authority,Documents on the Rape of Nanking Timothy Brook PDOC,"What rule, procedure, or method constraint should this source impose on the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0679,P2,mb-internal-operating-support-031,Internal Operating Support Packet 031,technical mechanism,043 Historical Documents Harvard Classics PDOC,"What mechanism, data flow, or technical constraint should become visible in the proof?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0680,P2,mb-internal-operating-support-031,Internal Operating Support Packet 031,domain grounding,Documents on the Rape of Nanking Timothy Brook,"What domain fact, case pattern, actor logic, or historical constraint should shape the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0681,P2,mb-internal-operating-support-031,Internal Operating Support Packet 031,method authority,Documents on the Rape of Nanking Timothy Brook PDOC,"What rule, procedure, or method constraint should this source impose on the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0682,P2,mb-internal-operating-support-032,Internal Operating Support Packet 032,technical mechanism,043 Historical Documents Harvard Classics PDOC,"What mechanism, data flow, or technical constraint should become visible in the proof?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0683,P2,mb-internal-operating-support-032,Internal Operating Support Packet 032,domain grounding,Documents on the Rape of Nanking Timothy Brook,"What domain fact, case pattern, actor logic, or historical constraint should shape the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0684,P2,mb-internal-operating-support-032,Internal Operating Support Packet 032,method authority,Documents on the Rape of Nanking Timothy Brook PDOC,"What rule, procedure, or method constraint should this source impose on the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0685,P2,mb-internal-operating-support-033,Internal Operating Support Packet 033,technical mechanism,043 Historical Documents Harvard Classics PDOC,"What mechanism, data flow, or technical constraint should become visible in the proof?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0686,P2,mb-internal-operating-support-033,Internal Operating Support Packet 033,domain grounding,Documents on the Rape of Nanking Timothy Brook,"What domain fact, case pattern, actor logic, or historical constraint should shape the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0687,P2,mb-internal-operating-support-033,Internal Operating Support Packet 033,method authority,Documents on the Rape of Nanking Timothy Brook PDOC,"What rule, procedure, or method constraint should this source impose on the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0688,P2,mb-internal-operating-support-034,Internal Operating Support Packet 034,technical mechanism,043 Historical Documents Harvard Classics PDOC,"What mechanism, data flow, or technical constraint should become visible in the proof?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0689,P2,mb-internal-operating-support-034,Internal Operating Support Packet 034,domain grounding,Documents on the Rape of Nanking Timothy Brook,"What domain fact, case pattern, actor logic, or historical constraint should shape the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0690,P2,mb-internal-operating-support-034,Internal Operating Support Packet 034,method authority,Documents on the Rape of Nanking Timothy Brook PDOC,"What rule, procedure, or method constraint should this source impose on the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0691,P2,mb-internal-operating-support-035,Internal Operating Support Packet 035,technical mechanism,043 Historical Documents Harvard Classics PDOC,"What mechanism, data flow, or technical constraint should become visible in the proof?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0692,P2,mb-internal-operating-support-035,Internal Operating Support Packet 035,domain grounding,Documents on the Rape of Nanking Timothy Brook,"What domain fact, case pattern, actor logic, or historical constraint should shape the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0693,P2,mb-internal-operating-support-035,Internal Operating Support Packet 035,method authority,Documents on the Rape of Nanking Timothy Brook PDOC,"What rule, procedure, or method constraint should this source impose on the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0694,P2,mb-internal-operating-support-036,Internal Operating Support Packet 036,technical mechanism,043 Historical Documents Harvard Classics PDOC,"What mechanism, data flow, or technical constraint should become visible in the proof?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0695,P2,mb-internal-operating-support-036,Internal Operating Support Packet 036,domain grounding,Documents on the Rape of Nanking Timothy Brook,"What domain fact, case pattern, actor logic, or historical constraint should shape the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0696,P2,mb-internal-operating-support-036,Internal Operating Support Packet 036,method authority,Documents on the Rape of Nanking Timothy Brook PDOC,"What rule, procedure, or method constraint should this source impose on the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0697,P0,native-russia-history-room,Russia Historical Context Room,technical mechanism,Russia's Global Reach A Security and Statecraft Assessment 0 PDOC,"What mechanism, data flow, or technical constraint should become visible in the proof?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0698,P0,native-russia-history-room,Russia Historical Context Room,counter-source or limitation,Russia's Global Reach A Security and Statecraft Assessment Graeme P. Herd,"What claim must be narrowed, qualified, or held back unless further evidence appears?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0699,P0,native-russia-history-room,Russia Historical Context Room,domain grounding,Russia's Security Policy under Putin Aglaya Snetkov,"What domain fact, case pattern, actor logic, or historical constraint should shape the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0700,P0,native-russia-security-desk,Russia Security Desk,technical mechanism,Deception Counterdeception and Counterintelligence Robert M. Clark et al,"What mechanism, data flow, or technical constraint should become visible in the proof?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0701,P0,native-russia-security-desk,Russia Security Desk,adversarial model,Deception Counterdeception and Counterintelligence Robert M. Clark et al (2),What adversary behavior or failure mode should the proof test?,"Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0702,P0,native-russia-security-desk,Russia Security Desk,counter-source or limitation,Field Evaluation in the Intelligence and Counterintelligence Context Workshop Summary National Research Council et al,"What claim must be narrowed, qualified, or held back unless further evidence appears?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0703,P2,native-analyst-assurance-desk,Analyst Assurance Desk,method authority,OceanofPDF.com Security Assurances and Nuclear Nonproliferation Jeffrey W Knopf PDOC,"What rule, procedure, or method constraint should this source impose on the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0704,P2,native-analyst-assurance-desk,Analyst Assurance Desk,technical mechanism,Security Assurances and Nuclear Nonproliferation Jeffrey W. Knopf,"What mechanism, data flow, or technical constraint should become visible in the proof?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0705,P2,native-analyst-assurance-desk,Analyst Assurance Desk,counter-source or limitation,Advanced Criminal Investigations and Intelligence Operations Tradecraft Methods Practices Tactics and Techniques ( PDFDrive ) PDOC,"What claim must be narrowed, qualified, or held back unless further evidence appears?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0706,P2,cognitive-firewall-instruments,Cognitive Firewall Instruments - authoring defensive instruments against AI-mediated analytic corruption,method authority,"The Routledge Handbook of Anti Corruption Research and Practice Joseph Pozsgai Alvarez, Roxana Bratu","What rule, procedure, or method constraint should this source impose on the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0707,P2,cognitive-firewall-instruments,Cognitive Firewall Instruments - authoring defensive instruments against AI-mediated analytic corruption,technical mechanism,(Handbooks of Sociology and Social Research) Giuseppe Caforio Handbook of the Sociology of the Military Springer (2006) PDOC,"What mechanism, data flow, or technical constraint should become visible in the proof?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0708,P2,cognitive-firewall-instruments,Cognitive Firewall Instruments - authoring defensive instruments against AI-mediated analytic corruption,adversarial model,A Tradecraft Primer Structured Analytic Techniques,What adversary behavior or failure mode should the proof test?,"Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0709,P0,native-trilogy-showcase-atlas,Book Trilogy Atlas,method authority,Cultural Histories of Democracy Studies in Political Culture Since the 19th Century - Germany and Beyond Thomas Mergel,"What rule, procedure, or method constraint should this source impose on the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0710,P0,native-trilogy-showcase-atlas,Book Trilogy Atlas,technical mechanism,Oxford Handbooks Political Methodologies PDOC,"What mechanism, data flow, or technical constraint should become visible in the proof?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0711,P0,native-trilogy-showcase-atlas,Book Trilogy Atlas,counter-source or limitation,Surging Democracy Notes on Hannah Arendt's Political Thought Adriana Cavarero,"What claim must be narrowed, qualified, or held back unless further evidence appears?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0712,P2,native-portfolio-index,Full Project Catalogue,technical mechanism,043 Historical Documents Harvard Classics PDOC,"What mechanism, data flow, or technical constraint should become visible in the proof?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0713,P2,native-portfolio-index,Full Project Catalogue,domain grounding,Documents on the Rape of Nanking Timothy Brook,"What domain fact, case pattern, actor logic, or historical constraint should shape the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0714,P2,native-portfolio-index,Full Project Catalogue,method authority,Documents on the Rape of Nanking Timothy Brook PDOC,"What rule, procedure, or method constraint should this source impose on the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0715,P2,analytical-methods,"Structured Methods Library - method-composition page across Heuer, structured analytic techniques, and intelligence methodology",method authority,Pherso Counterintelligence Structured Analytic Techniques,"What rule, procedure, or method constraint should this source impose on the component?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
CR-0716,P2,analytical-methods,"Structured Methods Library - method-composition page across Heuer, structured analytic techniques, and intelligence methodology",technical mechanism,A Tradecraft Primer Structured Analytic Techniques,"What mechanism, data flow, or technical constraint should become visible in the proof?","Identify chapter, page, section, or argument passage before citation or quotation.",Highest-value component in the project proof packet.,"One source note with claim supported, claim narrowed, instrument rule, and proof-gate implication.",The page may upgrade from metadata-routed source candidate to passage-level source support for the specific component only.
