crosswalk_id,project_id,project_title,component,component_source_role,assigned_source_candidate,source_use_action,close_read_task,proof_gate_check,claim_ceiling,current_source_status
CW-2869,native-emt,Emergency Triage Simulator,Emergency Triage Simulator / source lineage claim limit. The public package remains text,method authority,Covert Action in the Cold War US Policy Intelligence and CIA Operations (International Library of Twentieth Century History Volume 21) ( PDFDrive ),"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Emergency Triage Simulator / source lineage claim limit. The public package remains text.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Emergency Triage Simulator / source lineage claim limit. The public package remains text.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2870,native-emt,Emergency Triage Simulator,Emergency Triage Simulator / focused and does not claim unverified runtime state. Plan: name the governing case,method authority,Covert Action in the Cold War US Policy Intelligence and CIA Operations (International Library of Twentieth Century History Volume 21) ( PDFDrive ),"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Emergency Triage Simulator / focused and does not claim unverified runtime state. Plan: name the governing case.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Emergency Triage Simulator / focused and does not claim unverified runtime state. Plan: name the governing case.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2871,native-emt,Emergency Triage Simulator,Emergency Triage Simulator / Distinguish Evidence From Analogy,method authority,Covert Action in the Cold War US Policy Intelligence and CIA Operations (International Library of Twentieth Century History Volume 21) ( PDFDrive ),"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Emergency Triage Simulator / Distinguish Evidence From Analogy.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Emergency Triage Simulator / Distinguish Evidence From Analogy.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2872,native-etanalysis,Emerging Technology Analysis,Emerging Technology Analysis Runtime Or Interface Surface,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Emerging Technology Analysis Runtime Or Interface Surface.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Emerging Technology Analysis Runtime Or Interface Surface.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2873,native-etanalysis,Emerging Technology Analysis,Emerging Technology Analysis Data And State Model,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Emerging Technology Analysis Data And State Model.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Emerging Technology Analysis Data And State Model.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2874,native-etanalysis,Emerging Technology Analysis,Emerging Technology Analysis Core Instrument Panel,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Emerging Technology Analysis Core Instrument Panel.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Emerging Technology Analysis Core Instrument Panel.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2875,native-etanalysis,Emerging Technology Analysis,Emerging Technology Analysis Workflow Orchestration,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Emerging Technology Analysis Workflow Orchestration.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Emerging Technology Analysis Workflow Orchestration.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2876,native-etanalysis,Emerging Technology Analysis,Emerging Technology Analysis Review And Governance Gate,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Emerging Technology Analysis Review And Governance Gate.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Emerging Technology Analysis Review And Governance Gate.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2877,native-etanalysis,Emerging Technology Analysis,Emerging Technology Analysis Export Or Integration Surface,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Emerging Technology Analysis Export Or Integration Surface.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Emerging Technology Analysis Export Or Integration Surface.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2878,native-etanalysis,Emerging Technology Analysis,Emerging Technology Analysis Build Verification Queue,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Emerging Technology Analysis Build Verification Queue.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Emerging Technology Analysis Build Verification Queue.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2879,native-etanalysis,Emerging Technology Analysis,Emerging Technology Analysis / Evidence Sections,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Emerging Technology Analysis / Evidence Sections.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Emerging Technology Analysis / Evidence Sections.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2880,native-etanalysis,Emerging Technology Analysis,Emerging Technology Analysis / Review Notes,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Emerging Technology Analysis / Review Notes.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Emerging Technology Analysis / Review Notes.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2881,native-etanalysis,Emerging Technology Analysis,Emerging Technology Analysis / Native Navigation,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Emerging Technology Analysis / Native Navigation.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Emerging Technology Analysis / Native Navigation.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2882,native-etanalysis,Emerging Technology Analysis,Emerging Technology Analysis / APA lineage,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Emerging Technology Analysis / APA lineage.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Emerging Technology Analysis / APA lineage.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2883,native-etanalysis,Emerging Technology Analysis,Emerging Technology Analysis / source lineage claim limit. The public package remains text,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Emerging Technology Analysis / source lineage claim limit. The public package remains text.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Emerging Technology Analysis / source lineage claim limit. The public package remains text.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2884,native-etanalysis,Emerging Technology Analysis,Emerging Technology Analysis / Name The Structured Method,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Emerging Technology Analysis / Name The Structured Method.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Emerging Technology Analysis / Name The Structured Method.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2885,native-etanalysis,Emerging Technology Analysis,Emerging Technology Analysis / Define Use Conditions And Failure Modes,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Emerging Technology Analysis / Define Use Conditions And Failure Modes.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Emerging Technology Analysis / Define Use Conditions And Failure Modes.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2886,native-etanalysis,Emerging Technology Analysis,Emerging Technology Analysis / Specific Claim Limit And Source,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Emerging Technology Analysis / Specific Claim Limit And Source.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Emerging Technology Analysis / Specific Claim Limit And Source.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2887,native-etanalysis,Emerging Technology Analysis,Emerging Technology Analysis / Bias And Intelligence,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Emerging Technology Analysis / Bias And Intelligence.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Emerging Technology Analysis / Bias And Intelligence.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2888,native-etanalysis,Emerging Technology Analysis,Emerging Technology Analysis / Key Assumptions,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Emerging Technology Analysis / Key Assumptions.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Emerging Technology Analysis / Key Assumptions.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2889,native-fwanalysis,Foreign Warning Analysis,Foreign Warning Analysis Runtime Or Interface Surface,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Foreign Warning Analysis Runtime Or Interface Surface.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Foreign Warning Analysis Runtime Or Interface Surface.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2890,native-fwanalysis,Foreign Warning Analysis,Foreign Warning Analysis Data And State Model,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Foreign Warning Analysis Data And State Model.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Foreign Warning Analysis Data And State Model.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2891,native-fwanalysis,Foreign Warning Analysis,Foreign Warning Analysis Core Instrument Panel,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Foreign Warning Analysis Core Instrument Panel.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Foreign Warning Analysis Core Instrument Panel.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2892,native-fwanalysis,Foreign Warning Analysis,Foreign Warning Analysis Workflow Orchestration,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Foreign Warning Analysis Workflow Orchestration.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Foreign Warning Analysis Workflow Orchestration.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2893,native-fwanalysis,Foreign Warning Analysis,Foreign Warning Analysis Review And Governance Gate,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Foreign Warning Analysis Review And Governance Gate.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Foreign Warning Analysis Review And Governance Gate.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2894,native-fwanalysis,Foreign Warning Analysis,Foreign Warning Analysis Export Or Integration Surface,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Foreign Warning Analysis Export Or Integration Surface.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Foreign Warning Analysis Export Or Integration Surface.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2895,native-fwanalysis,Foreign Warning Analysis,Foreign Warning Analysis Build Verification Queue,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Foreign Warning Analysis Build Verification Queue.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Foreign Warning Analysis Build Verification Queue.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2896,native-fwanalysis,Foreign Warning Analysis,Foreign Warning Analysis / Evidence Sections,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Foreign Warning Analysis / Evidence Sections.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Foreign Warning Analysis / Evidence Sections.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2897,native-fwanalysis,Foreign Warning Analysis,Foreign Warning Analysis / Review Notes,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Foreign Warning Analysis / Review Notes.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Foreign Warning Analysis / Review Notes.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2898,native-fwanalysis,Foreign Warning Analysis,Foreign Warning Analysis / Native Navigation,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Foreign Warning Analysis / Native Navigation.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Foreign Warning Analysis / Native Navigation.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2899,native-fwanalysis,Foreign Warning Analysis,Foreign Warning Analysis / APA lineage,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Foreign Warning Analysis / APA lineage.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Foreign Warning Analysis / APA lineage.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2900,native-fwanalysis,Foreign Warning Analysis,Foreign Warning Analysis / source lineage claim limit. The public package remains text,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Foreign Warning Analysis / source lineage claim limit. The public package remains text.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Foreign Warning Analysis / source lineage claim limit. The public package remains text.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2901,native-fwanalysis,Foreign Warning Analysis,Foreign Warning Analysis / Name The Structured Method,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Foreign Warning Analysis / Name The Structured Method.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Foreign Warning Analysis / Name The Structured Method.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2902,native-fwanalysis,Foreign Warning Analysis,Foreign Warning Analysis / Define Use Conditions And Failure Modes,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Foreign Warning Analysis / Define Use Conditions And Failure Modes.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Foreign Warning Analysis / Define Use Conditions And Failure Modes.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2903,native-fwanalysis,Foreign Warning Analysis,Foreign Warning Analysis / Specific Claim Limit And Source,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Foreign Warning Analysis / Specific Claim Limit And Source.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Foreign Warning Analysis / Specific Claim Limit And Source.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2904,native-fwanalysis,Foreign Warning Analysis,Foreign Warning Analysis / Bias And Intelligence,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Foreign Warning Analysis / Bias And Intelligence.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Foreign Warning Analysis / Bias And Intelligence.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2905,native-fwanalysis,Foreign Warning Analysis,Foreign Warning Analysis / Key Assumptions,method authority,Pherso Counterintelligence Structured Analytic Techniques,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Foreign Warning Analysis / Key Assumptions.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Foreign Warning Analysis / Key Assumptions.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2906,native-habitat,Volunteer Build-Day Coordination,Volunteer Build-Day Coordination Runtime Or Interface Surface,method authority,Covert Action in the Cold War US Policy Intelligence and CIA Operations (International Library of Twentieth Century History Volume 21) ( PDFDrive ),"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Volunteer Build-Day Coordination Runtime Or Interface Surface.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Volunteer Build-Day Coordination Runtime Or Interface Surface.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2907,native-habitat,Volunteer Build-Day Coordination,Volunteer Build-Day Coordination Data And State Model,method authority,Covert Action in the Cold War US Policy Intelligence and CIA Operations (International Library of Twentieth Century History Volume 21) ( PDFDrive ),"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Volunteer Build-Day Coordination Data And State Model.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Volunteer Build-Day Coordination Data And State Model.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2908,native-habitat,Volunteer Build-Day Coordination,Volunteer Build-Day Coordination Core Instrument Panel,method authority,Covert Action in the Cold War US Policy Intelligence and CIA Operations (International Library of Twentieth Century History Volume 21) ( PDFDrive ),"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Volunteer Build-Day Coordination Core Instrument Panel.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Volunteer Build-Day Coordination Core Instrument Panel.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2909,native-habitat,Volunteer Build-Day Coordination,Volunteer Build-Day Coordination Workflow Orchestration,method authority,Covert Action in the Cold War US Policy Intelligence and CIA Operations (International Library of Twentieth Century History Volume 21) ( PDFDrive ),"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Volunteer Build-Day Coordination Workflow Orchestration.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Volunteer Build-Day Coordination Workflow Orchestration.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2910,native-habitat,Volunteer Build-Day Coordination,Volunteer Build-Day Coordination Review And Governance Gate,method authority,Covert Action in the Cold War US Policy Intelligence and CIA Operations (International Library of Twentieth Century History Volume 21) ( PDFDrive ),"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Volunteer Build-Day Coordination Review And Governance Gate.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Volunteer Build-Day Coordination Review And Governance Gate.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-2911,native-habitat,Volunteer Build-Day Coordination,Volunteer Build-Day Coordination Export Or Integration Surface,method authority,Covert Action in the Cold War US Policy Intelligence and CIA Operations (International Library of Twentieth Century History Volume 21) ( PDFDrive ),"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Volunteer Build-Day Coordination Export Or Integration Surface.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Volunteer Build-Day Coordination Export Or Integration Surface.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
