project_id,project_title,project_kind,proof_tier,source_priority,source_strategy,component_count,routed_source_count,source_role_coverage,top_source_candidates,source_gap,next_source_actions,claim_rule
mb-muranoos-red-team-continuation-handoff-2026-04-11,Smallest addendum wrapper; 5-surface Core Analytical Workflow,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P1,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.",7,6,4,043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
row11,Retrieval Integrity Evaluation - testing Retrieval-Augmented Generation (RAG) against retrieval poisoning and false-source failure,retrieval / evidence software,specified-proof-plan-needs-demo,P0,"Use sources to define retrieval threat models, poisoning pathways, evidence-chain failure points, and evaluation gates. The proof must show trace movement from source admission through retrieval, answer formation, human review, and release decision.",9,12,5,American Spies Espionage Against the United States From the Cold War to the Present Michael J. Sulick | American Spies Espionage Against the United States From the Cold War to the Present Michael J. Sulick (2) | American Spies Espionage against the United States from the Cold War to the Present ( PDFDrive ) PDOC | American Spies Espionage against the United States from the Cold War to the Present ( PDFDrive ) PDOC,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
native-russia,Russia,research workflow software,source-backed-proof-build,P0,Use sources to strengthen cross-field mechanism transfer and academic-stage dependency. Sources should not merely answer a query; they should help move a mechanism from one field into another while marking downstream stages stale when upstream assumptions change.,17,12,5,(Contemporary Military Strategic and Security Issues) Lawrence J. Morris Military Justice A Guide to the Issues Praeger (2010) | (Contemporary Military Strategic and Security Issues) Lawrence J. Morris Military Justice A Guide to the Issues Praeger (2010) PDOC | (Handbooks of Sociology and Social Research) Giuseppe Caforio Handbook of the Sociology of the Military Springer (2006) PDOC | (Praeger Security International) Richard D. Fisher Jr. China's Military Modernization Building for Regional and Global Reach Praeger (2008) PDOC,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
wargaming,Wargaming - theater-level alliance-crisis wargame workbench,strategic simulation / planning tool,source-backed-proof-build,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",17,6,4,"Strategic Planning for Dummies Erica Olsen | strategic planning for dummies PDOC | America's Strategic Blunders Intelligence Analysis and National Security Policy, 1936-1991 Willard C. Matthias | Basic Methods of Policy Analysis and Planning Carl V. Patton et al","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
row5,Defense Doctrine - defensive retrieval governance laboratory (claim-limit discipline),retrieval / evidence software,source-backed-proof-build,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",17,12,5,Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance Arpad Palfy | Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance Arpad Palfy (2) | Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance PDOC | Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance PDOC,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
decision-advantage-system,Decision Advantage System - operating architecture for intelligence and security organizations,software operating environment,source-backed-proof-build,P2,"Use sources to make the operating environment professionally legible: rooms, instruments, records, agents, review gates, and export limits should map to recognized research, organizational, or human-computer workflow principles.",17,6,5,Deception Counterdeception and Counterintelligence Robert M. Clark et al | Deception Counterdeception and Counterintelligence Robert M. Clark et al (2) | National Security and Counterintelligence in the Era of Cyber Espionage ( PDFDrive ) PDOC | National Security and Counterintelligence in the Era of Cyber Espionage Eugenie de Silva,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
critical-functions-observatory,Critical Functions Observatory - defensive UAS / critical-infrastructure research lab,archive / packet router,source-backed-proof-build,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",17,6,4,(Handbooks of Sociology and Social Research) Giuseppe Caforio Handbook of the Sociology of the Military Springer (2006) PDOC | 043 Historical Documents Harvard Classics PDOC | A Critical Cinema PDOC | A Critical Companion to Beowulf Andy Orchard,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-infragard-handoff,InfraGard preparatory note (minimal),master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to define retrieval threat models, poisoning pathways, evidence-chain failure points, and evaluation gates. The proof must show trace movement from source admission through retrieval, answer formation, human review, and release decision.",7,6,5,043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | 150 Best Minimalist House Ideas,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
red-team-lab,Red Team Lab - consolidated counter-deception lab across five authority roles,archive / packet router,source-backed-proof-build,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",17,6,4,043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | (Intelligence and the Quest for Security) Loch K. Johnson Strategic Intelligence [Five Volumes]. vol 1 5 Praeger (2006),"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
structured-analysis-toolkit,Structured Techniques Toolkit - authoring and refinement workspace for disciplined analytic instruments,retrieval / evidence software,specified-proof-plan-needs-demo,P2,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.",8,6,5,Pherso Counterintelligence Structured Analytic Techniques | A Tradecraft Primer Structured Analytic Techniques | A Tradecraft Primer Structured Analytic Techniques (2) | A Tradecraft Primer Structured Analytic Techniques PDOC,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
genocide-lab,Comparative Genocide Lab - comparative analysis of mass political violence across ten canonical dimensions,structured analysis room,source-backed-proof-build,P2,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.",17,6,4,Pherso Counterintelligence Structured Analytic Techniques | A Tradecraft Primer Structured Analytic Techniques | A Tradecraft Primer Structured Analytic Techniques (2) | A Tradecraft Primer Structured Analytic Techniques PDOC,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
reflexive-control-chamber,Reflexive Control Chamber - Russian reflexive-control & strategic-deception research chamber,domain analysis desk,source-backed-proof-build,P0,"Use sources to convert regional knowledge into bounded analytic variables: actor interests, institutional constraints, strategic culture, deception patterns, force posture, and uncertainty limits.",17,12,5,"Russian Energy Policy and Military Power Putin's quest for greatness Pavel K. Baev | Russian Security and Air Power, 1992 2002 The development of Russian security thinking under Yeltsin and Putin and its consequences for the air forces Marcel de Haas | Soviet High Command a Military political History 1918 1941 A Military Political History 1918 1941 (Soviet Russian) Military Experience Series ( PDFDrive ) PDOC | Soviet High Command a Military political History 1918 1941 A Military Political History 1918 1941 (Soviet Russian) Military Experience Series ( PDFDrive ) PDOC","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-001,Internal Operating Support Packet 001,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-002,Internal Operating Support Packet 002,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-003,Internal Operating Support Packet 003,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-004,Internal Operating Support Packet 004,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-005,Internal Operating Support Packet 005,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-006,Internal Operating Support Packet 006,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-007,Internal Operating Support Packet 007,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-008,Internal Operating Support Packet 008,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-009,Internal Operating Support Packet 009,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-010,Internal Operating Support Packet 010,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-011,Internal Operating Support Packet 011,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-012,Internal Operating Support Packet 012,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-013,Internal Operating Support Packet 013,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-014,Internal Operating Support Packet 014,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-015,Internal Operating Support Packet 015,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-016,Internal Operating Support Packet 016,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-017,Internal Operating Support Packet 017,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-018,Internal Operating Support Packet 018,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-019,Internal Operating Support Packet 019,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-020,Internal Operating Support Packet 020,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-021,Internal Operating Support Packet 021,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-022,Internal Operating Support Packet 022,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-023,Internal Operating Support Packet 023,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-024,Internal Operating Support Packet 024,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-025,Internal Operating Support Packet 025,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-026,Internal Operating Support Packet 026,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-027,Internal Operating Support Packet 027,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
mb-internal-operating-support-028,Internal Operating Support Packet 028,master-bundle artifact / archive router,limited-proof-or-private-abstraction,P2,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",7,6,4,"043 Historical Documents Harvard Classics PDOC | Documents on the Rape of Nanking Timothy Brook | Documents on the Rape of Nanking Timothy Brook PDOC | God, Time, and Knowledge William Hasker","passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",1. close-read the first method/domain/evaluation candidates; 2. bind one passage-level source to the highest-value component; 3. update the proof receipt with source-derived acceptance criteria,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.
