execution_run_id,proof_capsule_id,project_id,product_name,proof_artifact,package_verification_result,next_strengthening_action,claim_allowed_now
PER-C6EADC42CB19,PC-20772002E6FE,mb-ukraine-handoff-packet,Three-lane civilian service plan; clearance-risk matrix SAFE/CAUTION/AVOID,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-ABE2AE52D670,PC-ACFD687BC3EF,mb-ukraine-handoff-packet,Three-lane civilian service plan; clearance-risk matrix SAFE/CAUTION/AVOID,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-4111C9940357,PC-0ABF725AFDC6,mb-ukraine-handoff-packet,Three-lane civilian service plan; clearance-risk matrix SAFE/CAUTION/AVOID,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-534543387EDE,PC-0DCA85BE6149,mb-ukraine-handoff-packet,Three-lane civilian service plan; clearance-risk matrix SAFE/CAUTION/AVOID,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-8B167B80B535,PC-72BE59EE6461,mb-ukraine-handoff-packet,Three-lane civilian service plan; clearance-risk matrix SAFE/CAUTION/AVOID,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-3EDBA714E80F,PC-AB2FF9C9CACE,mb-ukraine-handoff-packet,Three-lane civilian service plan; clearance-risk matrix SAFE/CAUTION/AVOID,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-579C80B2FC39,PC-487FF17B1D31,mb-ukraine-handoff-packet,Three-lane civilian service plan; clearance-risk matrix SAFE/CAUTION/AVOID,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-D2C488BAC2FD,PC-D07A27DD5FAF,mb-visible-chat-handoff-package,Russian-studies bibliography + reflexive meta-analysis session,packet promotion decision record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-8B17C1A5871B,PC-E6EA28D2F1A4,mb-visible-chat-handoff-package,Russian-studies bibliography + reflexive meta-analysis session,packet promotion decision record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-3E0D275A7F49,PC-DEC7E60C8732,mb-visible-chat-handoff-package,Russian-studies bibliography + reflexive meta-analysis session,packet promotion decision record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-EFB2DFA374C7,PC-06D3F6BC7FE5,mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-BE98F06F91E8,PC-E0B7F7141CD9,mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-F4EE39A09D69,PC-897F7266C642,mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-A1E58CD4D747,PC-9E131FBDF5EC,mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-096BF510ACFC,PC-FE9FD437E652,mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-AD5C3E3B1629,PC-AB01093A2EA7,mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-0E7AFA297703,PC-672884CED887,mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-E682FC195A06,PC-11B190C5AB25,mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-043E32CE7ECB,PC-06C94493C2B5,mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-AB605E77F59F,PC-06A252945743,mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-3CEDCC5225EC,PC-D34567BFB96A,mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-42DE201CC4CA,PC-3B8ECFC75E5D,mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-8102A3418D5E,PC-3E39CAD286D2,mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-1BB1687A10AE,PC-5E50152FBB47,mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-C3C7ED056683,PC-5FC9B802FAFD,mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-771D2B8E1F81,PC-26EC32C5D70E,mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-4F3735D302A7,PC-DE24FF3B8B58,mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-65754C3F43B8,PC-EB8B1AEC8971,native-africa,Colonial Encounter in Africa,state transition proof record,package-verifiable proof run,Complete the linked source passage update and revise operation_to_run and source_bound_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-79C991C07A1A,PC-D98346E4FED5,native-africa,Colonial Encounter in Africa,state transition proof record,package-verifiable proof run,Complete the linked source passage update and revise operation_to_run and source_bound_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-C4462648DE9D,PC-EB511FC5F7A9,native-africa,Colonial Encounter in Africa,state transition proof record,package-verifiable proof run,Complete the linked source passage update and revise operation_to_run and source_bound_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-3BFF4E565FD8,PC-EE5E3DD12A03,native-aigov-nav,AI Governance Navigator,source-to-output bridge record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-6F78858B3E06,PC-BA7BF724FD6E,native-aigov-nav,AI Governance Navigator,source-to-output bridge record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-59EFD744F4EE,PC-C40EC887C91A,native-aigov-nav,AI Governance Navigator,source-to-output bridge record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-E30820370697,PC-E2641F90BAE5,native-aiintel-cycle,AI Intelligence Cycle,source-to-output bridge record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-B1F3C94EDB5B,PC-FD28C423AF43,native-aiintel-cycle,AI Intelligence Cycle,source-to-output bridge record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-A547D43B7586,PC-FC675ECE48FF,native-aiintel-cycle,AI Intelligence Cycle,source-to-output bridge record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-2E7990F440ED,PC-CF36696A742E,native-aiknowledge-prod,AI Knowledge Production,source-to-output bridge record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-2FBD7156B861,PC-AD0A0D5CB3C8,native-aiknowledge-prod,AI Knowledge Production,source-to-output bridge record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-77397586BDA4,PC-EF4D10BB05E1,native-aiknowledge-prod,AI Knowledge Production,source-to-output bridge record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-CFBA4B83BFAB,PC-DE3F4FB8B668,native-aiprompt-eng,AI Prompt Engineering,source-to-output bridge record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-63C3BC68DE7B,PC-CD55352D1E5D,native-aiprompt-eng,AI Prompt Engineering,source-to-output bridge record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-5FBE0B9B543B,PC-E2EC818D3017,native-aiprompt-eng,AI Prompt Engineering,source-to-output bridge record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-D1A9EFC56BAD,PC-C1772630C562,native-aishared-instruments,AI Shared Instruments,source-to-output bridge record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-664A39E9346F,PC-D5B216183FA7,native-aishared-instruments,AI Shared Instruments,source-to-output bridge record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-B305CF058BA4,PC-FDBEE9E99166,native-aishared-instruments,AI Shared Instruments,source-to-output bridge record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-56127608B4DE,PC-E18FE2985BE6,native-analyst-assurance-desk,Analyst Assurance Desk,human-AI delta comparison record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-556AC080CFD6,PC-FB4512DCFD3E,native-analyst-assurance-desk,Analyst Assurance Desk,human-AI delta comparison record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-0EFFDCDC39E5,PC-F4E8E7F3A50B,native-analyst-assurance-desk,Analyst Assurance Desk,human-AI delta comparison record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-3C51E57AA45E,PC-0CBE2149B625,native-applied-history-lab,Applied History Lab,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-21146E8DEA6D,PC-73E75078E70D,native-applied-history-lab,Applied History Lab,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-AC73109EBF86,PC-F7533494B027,native-applied-history-lab,Applied History Lab,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-734F4ADF372A,PC-03434BDCBAF1,native-applied-history-lab,Applied History Lab,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-FB8B92C793A2,PC-ADD6DB800ADA,native-applied-history-lab,Applied History Lab,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-3616860AD901,PC-B3BABA8587A5,native-applied-history-lab,Applied History Lab,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-B7017F18BDC0,PC-89916308A187,native-applied-history-lab,Applied History Lab,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-1B7D89D41C7E,PC-0ECEA3737075,native-applied-history-lab,Applied History Lab,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-AF50A82CB38C,PC-343D636CAEBD,native-applied-history-lab,Applied History Lab,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-9580459BFBB7,PC-C12525DE29C2,native-applied-history-lab,Applied History Lab,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-6C360A8A5BC5,PC-0B0DD8159006,native-applied-history-lab,Applied History Lab,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-44C36ABBF588,PC-202D885D2F9C,native-applied-history-lab,Applied History Lab,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-3606008E854B,PC-8315FA2B5A8C,native-applied-history-lab,Applied History Lab,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-23AB24269D99,PC-7BAB30ED0851,native-applied-history-lab,Applied History Lab,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-7D7B54F4CA80,PC-282CEF82A4DD,native-applied-history-lab,Applied History Lab,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-D65022A28948,PC-D68D48A24C41,native-applied-history-lab,Applied History Lab,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-764DFDE98E16,PC-39BB2B44CAE7,native-applied-history-lab,Applied History Lab,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-FEC298786C0B,PC-C9FBFE67C422,native-berlin,Berlin Occupation Zones and Refugee Crisis,retrieval replay evidence chain,package-verifiable proof run,Complete the linked source passage update and revise claim_ceiling and claim_blocked_until_capture.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-B67633F204EB,PC-EB72B9C5EB6F,native-berlin,Berlin Occupation Zones and Refugee Crisis,retrieval replay evidence chain,package-verifiable proof run,Complete the linked source passage update and revise claim_ceiling and claim_blocked_until_capture.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-499350585202,PC-CE7BEC688519,native-berlin,Berlin Occupation Zones and Refugee Crisis,retrieval replay evidence chain,package-verifiable proof run,Complete the linked source passage update and revise claim_ceiling and claim_blocked_until_capture.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-6C1FC2BF289C,PC-EE2959E7EE17,native-cicc,ICC Complementarity Case Room,implementation scenario trace,package-verifiable proof run,Complete the linked source passage update and revise acceptance_test and capture_requirement.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-A156F9AAD913,PC-F3888D9DB17B,native-cicc,ICC Complementarity Case Room,implementation scenario trace,package-verifiable proof run,Complete the linked source passage update and revise acceptance_test and capture_requirement.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-A7B630572CA8,PC-EA4437DC22D9,native-cicc,ICC Complementarity Case Room,implementation scenario trace,package-verifiable proof run,Complete the linked source passage update and revise acceptance_test and capture_requirement.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-A460FEA026A4,PC-F89FB44DBA06,native-crusades,Crusades and Mediterranean Order,implementation scenario trace,package-verifiable proof run,Complete the linked source passage update and revise acceptance_test and capture_requirement.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-A51FEB118A6A,PC-E6004BD01970,native-crusades,Crusades and Mediterranean Order,implementation scenario trace,package-verifiable proof run,Complete the linked source passage update and revise acceptance_test and capture_requirement.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-908D8F4DAFA4,PC-FD59CE098A38,native-crusades,Crusades and Mediterranean Order,implementation scenario trace,package-verifiable proof run,Complete the linked source passage update and revise acceptance_test and capture_requirement.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-9057FDA75407,PC-D6271A25B090,native-east-asia,East Asian War and Strategic Tradition,state transition proof record,package-verifiable proof run,Complete the linked source passage update and revise operation_to_run and source_bound_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-FB6ED6EE60DB,PC-DE276180DA43,native-east-asia,East Asian War and Strategic Tradition,state transition proof record,package-verifiable proof run,Complete the linked source passage update and revise operation_to_run and source_bound_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-45929E63B734,PC-D95162922201,native-east-asia,East Asian War and Strategic Tradition,state transition proof record,package-verifiable proof run,Complete the linked source passage update and revise operation_to_run and source_bound_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-5D8AAFC7C788,PC-59006DCB5D71,native-emt,Emergency Triage Simulator,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-BE38AD9378A2,PC-0D6A29BFE483,native-emt,Emergency Triage Simulator,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-B15C607EF3BA,PC-75C6E8DB4344,native-emt,Emergency Triage Simulator,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-ECC986AADC35,PC-BEEF84BB1522,native-emt,Emergency Triage Simulator,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-990A6B5F6213,PC-33671C2D816F,native-emt,Emergency Triage Simulator,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-F10840851CC2,PC-B08454E86976,native-emt,Emergency Triage Simulator,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-8C50F96EBEBB,PC-076639376A20,native-emt,Emergency Triage Simulator,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-48962FC8F00B,PC-E6A7024F6552,native-emt,Emergency Triage Simulator,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-4C03F5A434EE,PC-63B7D0F66633,native-emt,Emergency Triage Simulator,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-4379B74250C1,PC-FFE3DF3964BD,native-emt,Emergency Triage Simulator,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-F268A85AB34F,PC-6C1EE1F23F6B,native-emt,Emergency Triage Simulator,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-50BFE8B6A1F1,PC-F9FA0F0B9440,native-emt,Emergency Triage Simulator,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-77B63D983DE0,PC-ACD29B7CCBAE,native-emt,Emergency Triage Simulator,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-81D906BFCDDD,PC-BDBCB96D86A0,native-emt,Emergency Triage Simulator,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-E06DB2E6ADDE,PC-CCA5FF78FAB7,native-emt,Emergency Triage Simulator,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-F597A453DBBA,PC-EB777BE5B58D,native-emt,Emergency Triage Simulator,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-7D8A8F19A401,PC-4334F51146C2,native-emt,Emergency Triage Simulator,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-5F82915667B2,PC-9E9321CE8AF5,native-habitat,Volunteer Build-Day Coordination,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-45DD81C00348,PC-214D93F60390,native-habitat,Volunteer Build-Day Coordination,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-B667FC37E19C,PC-29562A1640BC,native-habitat,Volunteer Build-Day Coordination,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-66FEC7CB97C6,PC-B759038D22D8,native-habitat,Volunteer Build-Day Coordination,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-4A8129B4F1F1,PC-222189AA4E5B,native-habitat,Volunteer Build-Day Coordination,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
