project_id,project_title,product_name,project_kind,final_object_type,runtime_target,operational_end_state,build_tranche,priority_score,proof_tier,component_count,core_modules,source_strategy,source_requirement,source_gap,test_suite,current_build_status,proof_to_full_build_gap,first_full_build,next_implementation_steps,claim_boundary
project-hardening,"Quality Review - checking project claims against evidence, scope, and readiness","Quality Review - checking project claims against evidence, scope, and readiness",public project blueprint,source governance or packet-routing system,"packet registry, routing table, and promotion decision board","A reviewer can see source identity, authority, route, output impact, and next build decision.",T3 governed content system,35.3,authored-proof-build-needs-demo,3,source registry | output mapping | claim boundary | close-read queue,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy,proof build required,"Define runtime artifact, capture route, and acceptance tests.",Capture a concrete run trace or exported proof artifact for this project type; the project is currently more specified than demonstrated.,1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
native-trilogy-showcase-atlas,Book Trilogy Atlas,Book Trilogy Atlas,method atlas / taxonomy,analytic method or human-AI evaluation module,structured public page plus project-specific data packet and proof runner,"A user can apply a method, compare baseline and method-supported reasoning, record human judgment, and preserve the claim boundary.",T4 portfolio-backed research surface,31.1,specified-proof-plan-needs-demo,11,chapter registry | argument backbone | visual/title gate | handoff,"Use sources to govern chapter argument, voice register, public title, source burden, and cross-chapter handoff. Each source should either thicken the chapter claim, sharpen a counterclaim, or constrain the public formulation.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | chapter uniqueness test: title, visual, source, and argument are chapter-specific",specified proof plan; needs live or replayable demonstrator,Build the first runnable or inspectable demo rather than leaving the project at protocol level.,"Add one classified example that travels through the taxonomy: observed failure or bias, category assignment, rival category, reviewer decision, and resulting mitigation.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
isc-proposals,Counterintelligence Surveillance Framework - Beyond Surveillance Maximalism: a Smart Surveillance Scaling (S3) proposal,Counterintelligence Surveillance Framework - Beyond Surveillance Maximalism: a Smart Surveillance Scaling (S3) proposal,policy / governance proposal,research project or professional workbench,structured public page plus project-specific data packet and proof runner,"A reviewer can inspect what the project is, what it produces, what is built now, and what must be built next.",T4 portfolio-backed research surface,31.1,specified-proof-plan-needs-demo,11,input fixture | operation trace | output artifact | review gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy,specified proof plan; needs live or replayable demonstrator,Build the first runnable or inspectable demo rather than leaving the project at protocol level.,"Add one implementation scenario: policy problem, decision rule, control point, abuse case, measurable criterion, and revision trigger.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
native-analyst-assurance-desk,Analyst Assurance Desk,Analyst Assurance Desk,analysis method / workstation,analytic method or human-AI evaluation module,structured public page plus project-specific data packet and proof runner,"A user can apply a method, compare baseline and method-supported reasoning, record human judgment, and preserve the claim boundary.",T4 portfolio-backed research surface,30.8,specified-proof-plan-needs-demo,8,baseline answer | structured review | human delta | confidence gate,"Use sources to test human-in-the-loop analytic value: structured technique selection, evidence weighting, confidence change, AI-output correction, residual disagreement, and release recommendation.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | human-AI delta test: structured human review changes, narrows, blocks, or justifies output",specified proof plan; needs live or replayable demonstrator,Build the first runnable or inspectable demo rather than leaving the project at protocol level.,"Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
mb-ic-analytic-technique-compendium-bundle-v0-1-v1-3,13 snapshot workbooks; 11-phase build scaffold - AI-assisted methods,13 snapshot workbooks; 11-phase build scaffold - AI-assisted methods,master-bundle artifact / archive router,analytic method or human-AI evaluation module,structured public page plus project-specific data packet and proof runner,"A user can apply a method, compare baseline and method-supported reasoning, record human judgment, and preserve the claim boundary.",T4 portfolio-backed research surface,21.7,source-backed-proof-build,17,item registry | authority classifier | route selector | promotion decision,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | promotion test: item cannot advance without identity, authority, route, and next action",source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
native-aifailure-tax,AI Failure Taxonomy,AI Failure Taxonomy,method atlas / taxonomy,analytic method or human-AI evaluation module,structured public page plus project-specific data packet and proof runner,"A user can apply a method, compare baseline and method-supported reasoning, record human judgment, and preserve the claim boundary.",T4 portfolio-backed research surface,21.7,source-backed-proof-build,17,source registry | output mapping | claim boundary | close-read queue,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add one classified example that travels through the taxonomy: observed failure or bias, category assignment, rival category, reviewer decision, and resulting mitigation.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
row2,AI Rigor Detection - framework that detects performative rigor in AI-generated analysis; publication status is separated from validation status,AI Rigor Detection - framework that detects performative rigor in AI-generated analysis; publication status is separated from validation status,policy / governance proposal,research project or professional workbench,structured public page plus project-specific data packet and proof runner,"A reviewer can inspect what the project is, what it produces, what is built now, and what must be built next.",T4 portfolio-backed research surface,21.7,source-backed-proof-build,17,input fixture | operation trace | output artifact | review gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add one implementation scenario: policy problem, decision rule, control point, abuse case, measurable criterion, and revision trigger.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
native-wargaming,Alliance Crisis Wargaming,Alliance Crisis Wargaming,strategic simulation / planning tool,research project or professional workbench,structured public page plus project-specific data packet and proof runner,"A reviewer can inspect what the project is, what it produces, what is built now, and what must be built next.",T4 portfolio-backed research surface,21.7,source-backed-proof-build,17,input fixture | operation trace | output artifact | review gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add one replayable scenario: initial condition, decision variable, constraint, model operation, output, and after-action review.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
native-atanalysis,Analysis Tradecraft,Analysis Tradecraft,structured analysis room,analytic method or human-AI evaluation module,structured public page plus project-specific data packet and proof runner,"A user can apply a method, compare baseline and method-supported reasoning, record human judgment, and preserve the claim boundary.",T4 portfolio-backed research surface,21.7,source-backed-proof-build,17,baseline answer | structured review | human delta | confidence gate,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | human-AI delta test: structured human review changes, narrows, blocks, or justifies output",source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
bias-atlas,Bias Atlas - cognitive-bias catalogue grounded in Heuer and Kahneman,Bias Atlas - cognitive-bias catalogue grounded in Heuer and Kahneman,method atlas / taxonomy,analytic method or human-AI evaluation module,structured public page plus project-specific data packet and proof runner,"A user can apply a method, compare baseline and method-supported reasoning, record human judgment, and preserve the claim boundary.",T4 portfolio-backed research surface,21.7,source-backed-proof-build,17,source registry | output mapping | claim boundary | close-read queue,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add one classified example that travels through the taxonomy: observed failure or bias, category assignment, rival category, reviewer decision, and resulting mitigation.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
mb-ci-red-cell-handoff,CI red-cell methods reference architecture (post-integrity-correction rebuild),CI red-cell methods reference architecture (post-integrity-correction rebuild),master-bundle artifact / archive router,analytic method or human-AI evaluation module,structured public page plus project-specific data packet and proof runner,"A user can apply a method, compare baseline and method-supported reasoning, record human judgment, and preserve the claim boundary.",T4 portfolio-backed research surface,21.7,source-backed-proof-build,17,item registry | authority classifier | route selector | promotion decision,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | promotion test: item cannot advance without identity, authority, route, and next action",source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
native-cmanalysis,Collection Management Analysis,Collection Management Analysis,structured analysis room,analytic method or human-AI evaluation module,structured public page plus project-specific data packet and proof runner,"A user can apply a method, compare baseline and method-supported reasoning, record human judgment, and preserve the claim boundary.",T4 portfolio-backed research surface,21.7,source-backed-proof-build,17,baseline answer | structured review | human delta | confidence gate,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | human-AI delta test: structured human review changes, narrows, blocks, or justifies output",source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
genocide-lab,Comparative Genocide Lab - comparative analysis of mass political violence across ten canonical dimensions,Comparative Genocide Lab - comparative analysis of mass political violence across ten canonical dimensions,structured analysis room,analytic method or human-AI evaluation module,structured public page plus project-specific data packet and proof runner,"A user can apply a method, compare baseline and method-supported reasoning, record human judgment, and preserve the claim boundary.",T4 portfolio-backed research surface,21.7,source-backed-proof-build,17,baseline answer | structured review | human delta | confidence gate,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | human-AI delta test: structured human review changes, narrows, blocks, or justifies output",source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
row8,Counter-Terror Analysis - 13-page counter-terror analytical narrative arc,Counter-Terror Analysis - 13-page counter-terror analytical narrative arc,structured analysis room,analytic method or human-AI evaluation module,structured public page plus project-specific data packet and proof runner,"A user can apply a method, compare baseline and method-supported reasoning, record human judgment, and preserve the claim boundary.",T4 portfolio-backed research surface,21.7,source-backed-proof-build,17,baseline answer | structured review | human delta | confidence gate,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | human-AI delta test: structured human review changes, narrows, blocks, or justifies output",source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
native-cianalysis,Counterintelligence Analysis,Counterintelligence Analysis,structured analysis room,analytic method or human-AI evaluation module,structured public page plus project-specific data packet and proof runner,"A user can apply a method, compare baseline and method-supported reasoning, record human judgment, and preserve the claim boundary.",T4 portfolio-backed research surface,21.7,source-backed-proof-build,17,baseline answer | structured review | human delta | confidence gate,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | human-AI delta test: structured human review changes, narrows, blocks, or justifies output",source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
native-coanalysis,Counterintelligence Operations Analysis,Counterintelligence Operations Analysis,structured analysis room,analytic method or human-AI evaluation module,structured public page plus project-specific data packet and proof runner,"A user can apply a method, compare baseline and method-supported reasoning, record human judgment, and preserve the claim boundary.",T4 portfolio-backed research surface,21.7,source-backed-proof-build,17,baseline answer | structured review | human delta | confidence gate,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | human-AI delta test: structured human review changes, narrows, blocks, or justifies output",source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
native-iscproposals,Counterintelligence Surveillance Framework,Counterintelligence Surveillance Framework,policy / governance proposal,research project or professional workbench,structured public page plus project-specific data packet and proof runner,"A reviewer can inspect what the project is, what it produces, what is built now, and what must be built next.",T4 portfolio-backed research surface,21.7,source-backed-proof-build,17,input fixture | operation trace | output artifact | review gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add one implementation scenario: policy problem, decision rule, control point, abuse case, measurable criterion, and revision trigger.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
native-crusades,Crusades and Mediterranean Order,Crusades and Mediterranean Order,historical / policy case room,portfolio room or research surface,structured public page plus project-specific data packet and proof runner,"A reviewer can inspect what the project is, what it produces, what is built now, and what must be built next.",T4 portfolio-backed research surface,21.7,source-backed-proof-build,17,input fixture | operation trace | output artifact | review gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
native-cyanalysis,Cyber Analysis,Cyber Analysis,structured analysis room,analytic method or human-AI evaluation module,structured public page plus project-specific data packet and proof runner,"A user can apply a method, compare baseline and method-supported reasoning, record human judgment, and preserve the claim boundary.",T4 portfolio-backed research surface,21.7,source-backed-proof-build,17,baseline answer | structured review | human delta | confidence gate,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | human-AI delta test: structured human review changes, narrows, blocks, or justifies output",source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
native-ddianalysis,Directorate Analysis Method,Directorate Analysis Method,structured analysis room,analytic method or human-AI evaluation module,structured public page plus project-specific data packet and proof runner,"A user can apply a method, compare baseline and method-supported reasoning, record human judgment, and preserve the claim boundary.",T4 portfolio-backed research surface,21.7,source-backed-proof-build,17,baseline answer | structured review | human delta | confidence gate,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | human-AI delta test: structured human review changes, narrows, blocks, or justifies output",source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
native-emt,Emergency Triage Simulator,Emergency Triage Simulator,operational simulation / planning tool,research project or professional workbench,structured public page plus project-specific data packet and proof runner,"A reviewer can inspect what the project is, what it produces, what is built now, and what must be built next.",T4 portfolio-backed research surface,21.7,source-backed-proof-build,17,input fixture | operation trace | output artifact | review gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add one replayable scenario: initial condition, decision variable, constraint, model operation, output, and after-action review.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
native-etanalysis,Emerging Technology Analysis,Emerging Technology Analysis,structured analysis room,analytic method or human-AI evaluation module,structured public page plus project-specific data packet and proof runner,"A user can apply a method, compare baseline and method-supported reasoning, record human judgment, and preserve the claim boundary.",T4 portfolio-backed research surface,21.7,source-backed-proof-build,17,baseline answer | structured review | human delta | confidence gate,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | human-AI delta test: structured human review changes, narrows, blocks, or justifies output",source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
native-fwanalysis,Foreign Warning Analysis,Foreign Warning Analysis,structured analysis room,analytic method or human-AI evaluation module,structured public page plus project-specific data packet and proof runner,"A user can apply a method, compare baseline and method-supported reasoning, record human judgment, and preserve the claim boundary.",T4 portfolio-backed research surface,21.7,source-backed-proof-build,17,baseline answer | structured review | human delta | confidence gate,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | human-AI delta test: structured human review changes, narrows, blocks, or justifies output",source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
