project_id,product_name,final_object_type,capsule_count,stage_distribution,execution_ready_capsules,instrumented_capsules,source_application_status,source_roles_assigned,distinctive_component_to_capture,what_distinctive_component_must_prove,observable_distinctive_output,next_project_proof_build,claim_boundary
mb-internal-operating-support-026,Internal Operating Support Packet 026,source governance or packet-routing system,7,instrumented proof capsule awaiting live capture: 7,0,7,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,Packet promotion decision proof: Internal Operating Support Packet 026,"Select one artifact from Internal Operating Support Packet 026 and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-internal-operating-support-029,Internal Operating Support Packet 029,source governance or packet-routing system,7,instrumented proof capsule awaiting live capture: 7,0,7,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,Packet promotion decision proof: Internal Operating Support Packet 029,"Select one artifact from Internal Operating Support Packet 029 and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-internal-operating-support-030,Internal Operating Support Packet 030,source governance or packet-routing system,7,instrumented proof capsule awaiting live capture: 7,0,7,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,Packet promotion decision proof: Internal Operating Support Packet 030,"Select one artifact from Internal Operating Support Packet 030 and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-internal-operating-support-033,Internal Operating Support Packet 033,source governance or packet-routing system,7,instrumented proof capsule awaiting live capture: 7,0,7,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,Packet promotion decision proof: Internal Operating Support Packet 033,"Select one artifact from Internal Operating Support Packet 033 and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-internal-operating-support-034,Internal Operating Support Packet 034,source governance or packet-routing system,7,instrumented proof capsule awaiting live capture: 7,0,7,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,Packet promotion decision proof: Internal Operating Support Packet 034,"Select one artifact from Internal Operating Support Packet 034 and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-lab-continuation-handoff-pack-2026-04-14,Introduces Vivarium codename; contradiction-graph table,research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,Packet promotion decision proof: Introduces Vivarium codename; contradiction-graph table,"Select one artifact from Introduces Vivarium codename; contradiction-graph table and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-proper-handoff-pass-02-done,Judgment/status pass; L-01..L-04 non-blocking limitations,research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,Packet promotion decision proof: Judgment/status pass; L-01..L-04 non-blocking limitations,"Select one artifact from Judgment/status pass; L-01..L-04 non-blocking limitations and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,Packet promotion decision proof: Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deter...,"Select one artifact from Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-lab-handoff-package-2026-04-17,"Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore""",research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,"Packet promotion decision proof: Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Work...","Select one artifact from Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore"" and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,Packet promotion decision proof: Leanest blueprint-only; only with named rollback doc,"Select one artifact from Leanest blueprint-only; only with named rollback doc and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-murano-os-lossless-study-room-handoff,Lossless Study Room,research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,Room instrument transition proof: Lossless Study Room,"Select one room or instrument promise from Lossless Study Room and show the transition from intake to action, state update, review gate, and output.","room input, instrument action, state change, review gate, and output artifact","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-master-bundle-pages,Master Bundle Pages,source governance or packet-routing system,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,Packet promotion decision proof: Master Bundle Pages,"Select one artifact from Master Bundle Pages and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,"Packet promotion decision proof: Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new...","Select one artifact from Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-build02-final-proper-handoff-2026-04-11,Only one WITHOUT the 802 KB nested archive; Build 02 scope,research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,Packet promotion decision proof: Only one WITHOUT the 802 KB nested archive; Build 02 scope,"Select one artifact from Only one WITHOUT the 802 KB nested archive; Build 02 scope and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,Packet promotion decision proof: Only one with 07_Derivative_Handoff/; richest SQL DDL,"Select one artifact from Only one with 07_Derivative_Handoff/; richest SQL DDL and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-execution-ready-handoff-archive-2026-04-11,Only one with Build_02-Build_05 sequenced operator guides,research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,Packet promotion decision proof: Only one with Build_02-Build_05 sequenced operator guides,"Select one artifact from Only one with Build_02-Build_05 sequenced operator guides and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-phase-iii-a-handoff-2026-04-11,"Only one with Shadi_SAT_Seed.json + ""Phase III-A"" naming",research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,"Structured-analytic technique replay: Only one with Shadi_SAT_Seed.json + ""Phase III-A"" naming","Select one method or template from Only one with Shadi_SAT_Seed.json + ""Phase III-A"" naming and run it against a concrete analytic question, showing input evidence, technique sequence, analyst intervention, and final claim boundary.","technique sequence, evidence table, analyst delta, confidence boundary, and misuse warning","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-phaseii-handoff-2026-04-14,Posture Compass 5-axis instrument; framing_tensions/rival_framing columns,research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,Packet promotion decision proof: Posture Compass 5-axis instrument; framing_tensions/rival_framing col...,"Select one artifact from Posture Compass 5-axis instrument; framing_tensions/rival_framing columns and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-prism-chamber-murano-ready-package-2026-04-14,Prism Chamber,research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,Packet promotion decision proof: Prism Chamber,"Select one artifact from Prism Chamber and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-murano-os-prism-foundry-handoff,Prism Foundry,research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,Packet promotion decision proof: Prism Foundry,"Select one artifact from Prism Foundry and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-murano-os-prism-scriptorium-handoff-v1,Prism Scriptorium,research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,Packet promotion decision proof: Prism Scriptorium,"Select one artifact from Prism Scriptorium and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-murano-prismatic-agora-handoff-v1-0-done,Prismatic Agora,research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,Packet promotion decision proof: Prismatic Agora,"Select one artifact from Prismatic Agora and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
project-hardening,"Quality Review - checking project claims against evidence, scope, and readiness",source governance or packet-routing system,3,instrumented proof capsule awaiting live capture: 3,0,3,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,"Packet promotion decision proof: Quality Review - checking project claims against evidence, scope, and...","Select one artifact from Quality Review - checking project claims against evidence, scope, and readiness and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action",Capture a concrete run trace or exported proof artifact for this project type; the project is currently more specified than demonstrated.,"This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,Packet promotion decision proof: RC1 wrapper; front-loaded 00_RC_Handoff/,"Select one artifact from RC1 wrapper; front-loaded 00_RC_Handoff/ and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-respite,Recovery Respite Facility Operations,research project or professional workbench,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,Counterintelligence analytic-variable proof: Recovery Respite Facility Operations,"Take one intelligence or counterintelligence artifact from Recovery Respite Facility Operations and assign source family, analytic variable, alternative explanation, confidence level, and next collection/review need.","source family, analytic variable, alternative explanation, confidence boundary, and next intelligence question","Add one replayable scenario: initial condition, decision variable, constraint, model operation, output, and after-action review.","This is a full-build plan, not a claim that the full operational system has already been completed."
red-team-lab,Red Team Lab - consolidated counter-deception lab across five authority roles,source governance or packet-routing system,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,Professional capability evidence-router: Red Team Lab - consolidated counter-deception lab across five authori...,"Translate one capability item from Red Team Lab - consolidated counter-deception lab across five authority roles into skill evidence, proof artifact, readiness gap, and next work product without making unsupported employment claims.","skill claim, evidence artifact, readiness gap, next proof object, and public wording boundary","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,Packet promotion decision proof: Reflexive Control Chamber,"Select one artifact from Reflexive Control Chamber and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-uscri,Refugee Resettlement Resource Allocation,research project or professional workbench,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,Packet promotion decision proof: Refugee Resettlement Resource Allocation,"Select one artifact from Refugee Resettlement Resource Allocation and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add one replayable scenario: initial condition, decision variable, constraint, model operation, output, and after-action review.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-murano-os-rhetorium-proper-handoff-done-v1,Rhetorium,research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,Packet promotion decision proof: Rhetorium,"Select one artifact from Rhetorium and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-murano-room-handoff-v1,Room template v1,research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,Room instrument transition proof: Room template v1,"Select one room or instrument promise from Room template v1 and show the transition from intake to action, state update, review gate, and output.","room input, instrument action, state change, review gate, and output artifact","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-script-atelier-handoff-package-v0-2026-04-17,Script Atelier (v0),research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,Packet promotion decision proof: Script Atelier (v0),"Select one artifact from Script Atelier (v0) and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-continuation-handoff-2026-04-11,Smallest addendum wrapper; 5-surface Core Analytical Workflow,research workflow software module,7,instrumented proof capsule awaiting live capture: 7,0,7,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,Packet promotion decision proof: Smallest addendum wrapper; 5-surface Core Analytical Workflow,"Select one artifact from Smallest addendum wrapper; 5-surface Core Analytical Workflow and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-phase-ii-handoff-2026-04-15,Smallest doc-pack; paired .md + .rs/.ts draft patches,research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,Packet promotion decision proof: Smallest doc-pack; paired .md + .rs/.ts draft patches,"Select one artifact from Smallest doc-pack; paired .md + .rs/.ts draft patches and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-proper-handoff-packet-2026-04-11,"Smallest implementation-sufficient; flat 14-doc root; ""RT_PHASE_II_PLUS_WORKFLOW_A""",research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,"Counterintelligence analytic-variable proof: Smallest implementation-sufficient; flat 14-doc root; ""RT_PHASE_II_PL...","Take one intelligence or counterintelligence artifact from Smallest implementation-sufficient; flat 14-doc root; ""RT_PHASE_II_PLUS_WORKFLOW_A"" and assign source family, analytic variable, alternative explanation, confidence level, and next collection/review need.","source family, analytic variable, alternative explanation, confidence boundary, and next intelligence question","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-handoff-package-gpt-synth-2026-04-18,"Smallest, pure-spec GPT bridge (9 files); 7-stage Ingest-Export workflow (breaks from red_team_* spine)",research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,"Packet promotion decision proof: Smallest, pure-spec GPT bridge (9 files); 7-stage Ingest-Export workf...","Select one artifact from Smallest, pure-spec GPT bridge (9 files); 7-stage Ingest-Export workflow (breaks... and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-murano-speechcraft-studio-handoff,Speechcraft Studio,research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,Packet promotion decision proof: Speechcraft Studio,"Select one artifact from Speechcraft Studio and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-proper-handoff-2026-04-14,"Strictest 4-quadrant authority layer; ""Durable Workspace Core""",research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,"Packet promotion decision proof: Strictest 4-quadrant authority layer; ""Durable Workspace Core""","Select one artifact from Strictest 4-quadrant authority layer; ""Durable Workspace Core"" and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-redteamlab-handoff-package-v1,Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger,research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,Stub quarantine and build/no-build proof: Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger,"Inspect Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger for actual substance, classify stub versus usable packet, and decide archive, rebuild, or block from public promotion.","stub finding, substance status, archive/rebuild/block route, and public-exclusion reason","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,Packet promotion decision proof: Surgical patch package; 12 live source snapshots + 4 patch-plane specs,"Select one artifact from Surgical patch package; 12 live source snapshots + 4 patch-plane specs and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14,Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace,research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,Packet promotion decision proof: Terminal packaging; full Refraction Chamber world design; --rt-* CSS...,"Select one artifact from Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-the-interval-handoff-v0-1,The Interval (remote violence),research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,Packet promotion decision proof: The Interval (remote violence),"Select one artifact from The Interval (remote violence) and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-tradecraft-foundry-handoff-package-2026-04-11,Tradecraft Foundry,research workflow software module,17,instrumented proof capsule awaiting live capture: 17,0,17,application-complete but close-read or bibliographic verification remains,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,Packet promotion decision proof: Tradecraft Foundry,"Select one artifact from Tradecraft Foundry and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
