proof_capsule_id,project_id,product_name,component,capsule_stage,capture_requirement,evidence_to_capture,claim_blocked_until_capture,next_build_step
PC-B010EA75F5BE,critical-functions-observatory,Critical Functions Observatory - defensive UAS / critical-infrastructure research lab,Critical Functions Observatory - defensive UAS / critical-infrastructure research lab Proof Boundary,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-AE2306F0E04F,mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,Actual code patch: 170 KB unified diff + changed files / Red Team,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-1E405A56F393,mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,Actual code patch: 170 KB unified diff + changed files / Tranche Beta,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-C6612C9877DE,mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,Actual code patch: 170 KB unified diff + changed files / KB to,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-D35249D2824E,mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,Actual code patch: 170 KB unified diff + changed files / KB. RedTeamLabRoom.tsx,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-B11BC0C9DAD8,mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,Actual code patch: 170 KB unified diff + changed files / KB. The,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-E0BF412D96FB,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands","Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands Handoff Identity",instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-2F7C6F777DB2,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands","Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands Room Task Model",instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-4018754E44A9,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands","Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands Data Schema And Persistence Plan",instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-FE63BCD8835D,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands","Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands Interface And Instrument Plane",instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-D6A36F1FFB66,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands","Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands Integration Path",instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-E3656595342C,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands","Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands Proof Boundary",instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-63C776A05518,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands","Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands Next Build Test",instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-2C06D2D939EE,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands","Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands / README.md",instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-3B09618D9F2F,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands","Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands / FILE_CHANGE_PLAN_2026-04-15.md",instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-FCF670112D00,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands","Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands / RedTeamLabRoom.tsx",instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-76CB9C8B2F8E,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands","Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands / redTeamRuntime.ts",instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-3595B38AF9F8,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands","Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands / governedShellRoutes.json",instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-307CAED9EFBC,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands","Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands / domainSidebarConfig.ts",instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-9642FEE6DEFE,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands","Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands / roomContracts.ts",instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-53FD20AE3901,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands","Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands / Analytical Memory and Provenance Spine",instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-41146CB70163,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands","Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands / Memory Before Theater",instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-FE835DB75F9B,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands","Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands / Workspace Depth",instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-B6D3D87EC0CC,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,Leanest blueprint-only; only with named rollback doc Handoff Identity,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-87698AC0AC75,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,Leanest blueprint-only; only with named rollback doc Room Task Model,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-C5A272BC9A22,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,Leanest blueprint-only; only with named rollback doc Data Schema And Persistence Plan,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-6EE8ED057D5A,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,Leanest blueprint-only; only with named rollback doc Interface And Instrument Plane,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-350DDEBDF303,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,Leanest blueprint-only; only with named rollback doc Integration Path,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-5C796047A889,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,Leanest blueprint-only; only with named rollback doc Proof Boundary,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-3FD58FBA0E53,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,Leanest blueprint-only; only with named rollback doc Next Build Test,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-49A4A10C89D3,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,Leanest blueprint-only; only with named rollback doc / components/tabs,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-14240C5194F5,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,Leanest blueprint-only; only with named rollback doc / MuranoOS_Red_Team_Tranche1_Implementation_Blueprint.md,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-8DB22411BB2E,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,Leanest blueprint-only; only with named rollback doc / 00_FILE_CHANGE_MANIFEST.md,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-B83DB2EB4265,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,Leanest blueprint-only; only with named rollback doc / Reopen-Fidelity Analytical Core,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-2A4A22AB03D4,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,Leanest blueprint-only; only with named rollback doc / KB Lossless Replacement Archive,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-9CE42F3E84D9,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,Leanest blueprint-only; only with named rollback doc / Upload to,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-B4B844D989E5,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,Leanest blueprint-only; only with named rollback doc / Explain Nexus and Personal OS,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-3223975AC35C,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,Leanest blueprint-only; only with named rollback doc / Creativity Research,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-8C38A5031998,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,Leanest blueprint-only; only with named rollback doc / The Heritage,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-A5EC53D24E35,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,Leanest blueprint-only; only with named rollback doc / Creativity and Innovation Nexus. Intelligence,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-C919CD28B884,mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,Surgical patch package; 12 live source snapshots + 4 patch-plane specs Handoff Identity,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-53D4030FD97D,mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,Surgical patch package; 12 live source snapshots + 4 patch-plane specs Room Task Model,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-FE429F272985,mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,Surgical patch package; 12 live source snapshots + 4 patch-plane specs Data Schema And Persistence Plan,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-324EC0DC0388,mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,Surgical patch package; 12 live source snapshots + 4 patch-plane specs Interface And Instrument Plane,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-4984DDC2EFBF,mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,Surgical patch package; 12 live source snapshots + 4 patch-plane specs Integration Path,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-D5D7FE4DEDA4,mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,Surgical patch package; 12 live source snapshots + 4 patch-plane specs Proof Boundary,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-FB13085EBB9E,mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,Surgical patch package; 12 live source snapshots + 4 patch-plane specs Next Build Test,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-DF8E56DA708D,mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,Surgical patch package; 12 live source snapshots + 4 patch-plane specs / governedShellRoutes.json,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-643056349D6E,mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,Surgical patch package; 12 live source snapshots + 4 patch-plane specs / RedTeamLabRoom.tsx,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-907C1A383105,mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,Surgical patch package; 12 live source snapshots + 4 patch-plane specs / redTeamRuntime.ts,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
