passage_contract_id,project_id,product_name,source_candidate,priority,locator_status,public_file_label,extension,collection_hint,match_score,matched_tokens,source_role,project_specific_application,output_it_must_change,test_or_check_it_must_govern,proof_capsules_to_update,proof_artifacts_to_update,field_to_update,passage_note_required,claim_unlocked_after_close_read,blocked_claim_type,required_close_read_output,next_project_update,public_claim_allowed_now
PCU-2AB13F192CCF,cognitive-warfare,"Cognitive Warfare - counter-intelligence doctrine, operationalized into analytical instruments",(Handbooks of Sociology and Social Research) Giuseppe Caforio Handbook of the Sociology of the Military Springer (2006) PDOC,normal,candidate_file_found,(Handbooks of Sociology and Social Research) Giuseppe Caforio - Handbook of the Sociology of the Military - Springer (2006) PDOC.pdf,.pdf,Kindle/PDF source library candidate,186.0,"caforio, giuseppe, military, pdoc, social, sociology, springer",method authority,"Use (Handbooks of Sociology and Social Research) Giuseppe Caforio Handbook of the Sociology of the Military Springer (2006) PDOC as method authority for Cognitive Warfare - counter-intelligence doctrine, operationalized into analytical instruments: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is state model.","method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,PC-E2BA9EF991FA | PC-C459DFF03739 | PC-BD6DF94827B1,state transition proof record | state transition proof record | state transition proof record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Cognitive Warfare - counter-intelligence doctrine, operationalized into analytical instruments and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-60802344695B,native-russia-history-room,Russia Historical Context Room,Russia's Global Reach A Security and Statecraft Assessment 0 PDOC,normal,candidate_file_found,Russia's Global Reach A Security and Statecraft Assessment 0 PDOC.pdf,.pdf,Kindle/PDF source library candidate,186.0,"assessment, global, pdoc, reach, russia, security, statecraft",technical mechanism,"Use Russia's Global Reach A Security and Statecraft Assessment 0 PDOC as technical mechanism for Russia Historical Context Room: Extract the data flow, system behavior, software constraint, retrieval path, scoring logic, or failure mode that must become visible. The immediate application target is state model.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule",state-transition test: visible input changes recorded state and output,PC-D0E11041B125 | PC-A7319926890A | PC-989B67815D14,state transition proof record | state transition proof record | state transition proof record,operation_to_run and source_bound_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update operation_to_run and source_bound_test for Russia Historical Context Room and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-7DEB1C61D5E0,native-russia-security-desk,Russia Security Desk,Deception Counterdeception and Counterintelligence Robert M. Clark et al,normal,candidate_file_found,Deception Counterdeception and Counterintelligence - Robert M. Clark et al.pdf,.pdf,Kindle/PDF source library candidate,166.0,"clark, counterdeception, counterintelligence, deception, robert",technical mechanism,"Use Deception Counterdeception and Counterintelligence Robert M. Clark et al as technical mechanism for Russia Security Desk: Extract the data flow, system behavior, software constraint, retrieval path, scoring logic, or failure mode that must become visible. The immediate application target is state model.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule",state-transition test: visible input changes recorded state and output,PC-F043B491E632 | PC-D5956167B971 | PC-C14D947D476F,state transition proof record | state transition proof record | state transition proof record,operation_to_run and source_bound_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update operation_to_run and source_bound_test for Russia Security Desk and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-7843021EB29D,native-russia-security-desk,Russia Security Desk,National Security and Counterintelligence in the Era of Cyber Espionage ( PDFDrive ) PDOC,normal,candidate_file_found,National Security and Counterintelligence in the Era of Cyber Espionage ( PDFDrive ) PDOC.pdf,.pdf,Kindle/PDF source library candidate,186.0,"counterintelligence, cyber, espionage, national, pdfdrive, pdoc, security",method authority,"Use Russian Grand Strategy: Rhetoric and Reality as method authority for Russia Security Desk: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Counterintelligence analytic-variable proof: Russia Security Desk.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-F043B491E632 | PC-D5956167B971 | PC-C14D947D476F,state transition proof record | state transition proof record | state transition proof record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Russia Security Desk and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-8A6481694721,mb-muranoos-handoff-pack-v3-1,* META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff,043 Historical Documents Harvard Classics PDOC,normal,candidate_file_found,043 Historical Documents Harvard Classics PDOC.pdf,.pdf,Kindle/PDF source library candidate,156.0,"classics, harvard, historical, pdoc",method authority,"Use Intelligence and Information Policy for National Security: Key Terms and Concepts as method authority for * META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Room instrument transition proof: * META: the Protocol v3.1 itself - consumed by every MuranoOS room ha....","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-FEAF04CA28B4 | PC-EBB844B5CE00 | PC-E1CB6B542024,state transition proof record | state transition proof record | state transition proof record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for * META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-A9F441A4AEEC,mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,Documents on the Rape of Nanking Timothy Brook PDOC,normal,candidate_file_found,Documents on the Rape of Nanking - Timothy Brook PDOC.pdf,.pdf,Kindle/PDF source library candidate,166.0,"brook, nanking, pdoc, rape, timothy",method authority,"Use Intelligence and Information Policy for National Security: Key Terms and Concepts as method authority for Actual code patch: 170 KB unified diff + changed files: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: Actual code patch: 170 KB unified diff + changed files.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-FF09EF1D2955 | PC-F0EFB32704C2 | PC-E8F9F6644F80,state transition proof record | state transition proof record | state transition proof record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Actual code patch: 170 KB unified diff + changed files and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-7800068BA9D7,mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,043 Historical Documents Harvard Classics PDOC,normal,candidate_file_found,043 Historical Documents Harvard Classics PDOC.pdf,.pdf,Kindle/PDF source library candidate,156.0,"classics, harvard, historical, pdoc",method authority,"Use Intelligence and Information Policy for National Security: Key Terms and Concepts as method authority for Actual code patch: 170 KB unified diff + changed files: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: Actual code patch: 170 KB unified diff + changed files.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-FF09EF1D2955 | PC-F0EFB32704C2 | PC-E8F9F6644F80,state transition proof record | state transition proof record | state transition proof record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Actual code patch: 170 KB unified diff + changed files and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-364579367B75,mb-muranoos-red-team-handoff-execution-archive-2026-04-15,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker,043 Historical Documents Harvard Classics PDOC,normal,candidate_file_found,043 Historical Documents Harvard Classics PDOC.pdf,.pdf,Kindle/PDF source library candidate,156.0,"classics, harvard, historical, pdoc",method authority,"Use Peace Education From the Grassroots as method authority for Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-E082F9EAB5A9 | PC-CAC2C83DD833 | PC-C671F3B0D00E,state transition proof record | state transition proof record | state transition proof record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-2C8A684880B6,mb-muranoos-red-team-handoff-execution-archive-2026-04-15,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker,Documents on the Rape of Nanking Timothy Brook PDOC,normal,candidate_file_found,Documents on the Rape of Nanking - Timothy Brook PDOC.pdf,.pdf,Kindle/PDF source library candidate,166.0,"brook, nanking, pdoc, rape, timothy",method authority,"Use Peace Education From the Grassroots as method authority for Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-E082F9EAB5A9 | PC-CAC2C83DD833 | PC-C671F3B0D00E,state transition proof record | state transition proof record | state transition proof record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-1B31E601EBAE,mb-muranoos-red-team-handoff-hardened-2026-04-15,"Adds Signature Room Architecture (7 zones) + UI/UX Spec (9 objects, 7 engines)",043 Historical Documents Harvard Classics PDOC,normal,candidate_file_found,043 Historical Documents Harvard Classics PDOC.pdf,.pdf,Kindle/PDF source library candidate,156.0,"classics, harvard, historical, pdoc",method authority,"Use Atlas of World Architecture Markus Sebastian Braun (2) as method authority for Adds Signature Room Architecture (7 zones) + UI/UX Spec (9 objects, 7 engines): Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is state model.","method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,PC-D851DD5DD98E | PC-D0ABF0D8BC29 | PC-CB945EF0BA1D,state transition proof record | state transition proof record | state transition proof record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Adds Signature Room Architecture (7 zones) + UI/UX Spec (9 objects, 7 engines) and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-6FFC18441809,mb-muranoos-red-team-handoff-hardened-2026-04-15,"Adds Signature Room Architecture (7 zones) + UI/UX Spec (9 objects, 7 engines)",Atlas of World Architecture Markus Sebastian Braun (2),normal,candidate_file_found,Atlas of World Architecture - Markus Sebastian Braun (2).pdf,.pdf,Kindle/PDF source library candidate,176.0,"architecture, atlas, braun, markus, sebastian, world",method authority,"Use Atlas of World Architecture Markus Sebastian Braun (2) as method authority for Adds Signature Room Architecture (7 zones) + UI/UX Spec (9 objects, 7 engines): Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is state model.","method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,PC-D851DD5DD98E | PC-D0ABF0D8BC29 | PC-CB945EF0BA1D,state transition proof record | state transition proof record | state transition proof record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Adds Signature Room Architecture (7 zones) + UI/UX Spec (9 objects, 7 engines) and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
