project_id,product_name,final_object_type,build_tranche,component_count,average_maturity_score,minimum_maturity_score,level_distribution,execution_ready_components,instrumented_or_better_components,proof_status,distinctive_component_to_build,distinctive_component_operation,distinctive_component_output,weakest_components,next_full_build_step,claim_boundary,engine_page
mb-internal-operating-support-009,Internal Operating Support Packet 009,source governance or packet-routing system,T3 governed content system,7,4.0,4,L4 instrumented proof path: 7,0,7,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Internal Operating Support Packet 009 Public Abstraction Boundary | Internal Operating Support Packet 009 Continuity Function | Internal Operating Support Packet 009 Project Linkage | Internal Operating Support Packet 009 Privacy And Appropriateness Gate | Internal Operating Support Packet 009 Evidence Surface,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-internal-operating-support-010,Internal Operating Support Packet 010,source governance or packet-routing system,T3 governed content system,7,4.0,4,L4 instrumented proof path: 7,0,7,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Internal Operating Support Packet 010 Public Abstraction Boundary | Internal Operating Support Packet 010 Continuity Function | Internal Operating Support Packet 010 Project Linkage | Internal Operating Support Packet 010 Privacy And Appropriateness Gate | Internal Operating Support Packet 010 Evidence Surface,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-internal-operating-support-013,Internal Operating Support Packet 013,source governance or packet-routing system,T3 governed content system,7,4.0,4,L4 instrumented proof path: 7,0,7,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Internal Operating Support Packet 013 Public Abstraction Boundary | Internal Operating Support Packet 013 Continuity Function | Internal Operating Support Packet 013 Project Linkage | Internal Operating Support Packet 013 Privacy And Appropriateness Gate | Internal Operating Support Packet 013 Evidence Surface,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-internal-operating-support-014,Internal Operating Support Packet 014,source governance or packet-routing system,T3 governed content system,7,4.0,4,L4 instrumented proof path: 7,0,7,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Internal Operating Support Packet 014 Public Abstraction Boundary | Internal Operating Support Packet 014 Continuity Function | Internal Operating Support Packet 014 Project Linkage | Internal Operating Support Packet 014 Privacy And Appropriateness Gate | Internal Operating Support Packet 014 Evidence Surface,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-internal-operating-support-017,Internal Operating Support Packet 017,source governance or packet-routing system,T3 governed content system,7,4.0,4,L4 instrumented proof path: 7,0,7,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Internal Operating Support Packet 017 Public Abstraction Boundary | Internal Operating Support Packet 017 Continuity Function | Internal Operating Support Packet 017 Project Linkage | Internal Operating Support Packet 017 Privacy And Appropriateness Gate | Internal Operating Support Packet 017 Evidence Surface,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-internal-operating-support-018,Internal Operating Support Packet 018,source governance or packet-routing system,T3 governed content system,7,4.0,4,L4 instrumented proof path: 7,0,7,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Internal Operating Support Packet 018 Public Abstraction Boundary | Internal Operating Support Packet 018 Continuity Function | Internal Operating Support Packet 018 Project Linkage | Internal Operating Support Packet 018 Privacy And Appropriateness Gate | Internal Operating Support Packet 018 Evidence Surface,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-internal-operating-support-021,Internal Operating Support Packet 021,source governance or packet-routing system,T3 governed content system,7,4.0,4,L4 instrumented proof path: 7,0,7,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Internal Operating Support Packet 021 Public Abstraction Boundary | Internal Operating Support Packet 021 Continuity Function | Internal Operating Support Packet 021 Project Linkage | Internal Operating Support Packet 021 Privacy And Appropriateness Gate | Internal Operating Support Packet 021 Evidence Surface,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-internal-operating-support-022,Internal Operating Support Packet 022,source governance or packet-routing system,T3 governed content system,7,4.0,4,L4 instrumented proof path: 7,0,7,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Internal Operating Support Packet 022 Public Abstraction Boundary | Internal Operating Support Packet 022 Continuity Function | Internal Operating Support Packet 022 Project Linkage | Internal Operating Support Packet 022 Privacy And Appropriateness Gate | Internal Operating Support Packet 022 Evidence Surface,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-internal-operating-support-025,Internal Operating Support Packet 025,source governance or packet-routing system,T3 governed content system,7,4.0,4,L4 instrumented proof path: 7,0,7,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Internal Operating Support Packet 025 Public Abstraction Boundary | Internal Operating Support Packet 025 Continuity Function | Internal Operating Support Packet 025 Project Linkage | Internal Operating Support Packet 025 Privacy And Appropriateness Gate | Internal Operating Support Packet 025 Evidence Surface,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-internal-operating-support-026,Internal Operating Support Packet 026,source governance or packet-routing system,T3 governed content system,7,4.0,4,L4 instrumented proof path: 7,0,7,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Internal Operating Support Packet 026 Public Abstraction Boundary | Internal Operating Support Packet 026 Continuity Function | Internal Operating Support Packet 026 Project Linkage | Internal Operating Support Packet 026 Privacy And Appropriateness Gate | Internal Operating Support Packet 026 Evidence Surface,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-internal-operating-support-029,Internal Operating Support Packet 029,source governance or packet-routing system,T3 governed content system,7,4.0,4,L4 instrumented proof path: 7,0,7,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Internal Operating Support Packet 029 Public Abstraction Boundary | Internal Operating Support Packet 029 Continuity Function | Internal Operating Support Packet 029 Project Linkage | Internal Operating Support Packet 029 Privacy And Appropriateness Gate | Internal Operating Support Packet 029 Evidence Surface,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-internal-operating-support-030,Internal Operating Support Packet 030,source governance or packet-routing system,T3 governed content system,7,4.0,4,L4 instrumented proof path: 7,0,7,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Internal Operating Support Packet 030 Public Abstraction Boundary | Internal Operating Support Packet 030 Continuity Function | Internal Operating Support Packet 030 Project Linkage | Internal Operating Support Packet 030 Privacy And Appropriateness Gate | Internal Operating Support Packet 030 Evidence Surface,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-internal-operating-support-033,Internal Operating Support Packet 033,source governance or packet-routing system,T3 governed content system,7,4.0,4,L4 instrumented proof path: 7,0,7,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Internal Operating Support Packet 033 Public Abstraction Boundary | Internal Operating Support Packet 033 Continuity Function | Internal Operating Support Packet 033 Project Linkage | Internal Operating Support Packet 033 Privacy And Appropriateness Gate | Internal Operating Support Packet 033 Evidence Surface,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-internal-operating-support-034,Internal Operating Support Packet 034,source governance or packet-routing system,T3 governed content system,7,4.0,4,L4 instrumented proof path: 7,0,7,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Internal Operating Support Packet 034 Public Abstraction Boundary | Internal Operating Support Packet 034 Continuity Function | Internal Operating Support Packet 034 Project Linkage | Internal Operating Support Packet 034 Privacy And Appropriateness Gate | Internal Operating Support Packet 034 Evidence Surface,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-muranoos-red-team-lab-continuation-handoff-pack-2026-04-14,Introduces Vivarium codename; contradiction-graph table,research workflow software module,T2 platform module,17,4.0,4,L4 instrumented proof path: 17,0,17,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Introduces Vivarium codename; contradiction-graph table Handoff Identity | Introduces Vivarium codename; contradiction-graph table Room Task Model | Introduces Vivarium codename; contradiction-graph table Data Schema And Persistence Plan | Introduces Vivarium codename; contradiction-graph table Interface And Instrument Plane | Introduces Vivarium codename; contradiction-graph table Integration Path,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-muranoos-red-team-proper-handoff-pass-02-done,Judgment/status pass; L-01..L-04 non-blocking limitations,research workflow software module,T2 platform module,17,4.0,4,L4 instrumented proof path: 17,0,17,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Judgment/status pass; L-01..L-04 non-blocking limitations Handoff Identity | Judgment/status pass; L-01..L-04 non-blocking limitations Room Task Model | Judgment/status pass; L-01..L-04 non-blocking limitations Data Schema And Persistence Plan | Judgment/status pass; L-01..L-04 non-blocking limitations Interface And Instrument Plane | Judgment/status pass; L-01..L-04 non-blocking limitations Integration Path,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,research workflow software module,T2 platform module,17,4.0,4,L4 instrumented proof path: 17,0,17,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd... deterministic replay Handoff Identity | Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd... deterministic replay Room Task Model | Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd... deterministic replay Data Schema And Persistence Plan | Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd... deterministic replay Interface And Instrument Plane | Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd... deterministic replay Integration Path,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-muranoos-red-team-lab-handoff-package-2026-04-17,"Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore""",research workflow software module,T2 platform module,17,4.0,4,L4 instrumented proof path: 17,0,17,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action","Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore"" Handoff Identity | Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore"" Room Task Model | Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore"" Data Schema And Persistence Plan | Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore"" Interface And Instrument Plane | Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore"" Integration Path","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,research workflow software module,T2 platform module,17,4.0,4,L4 instrumented proof path: 17,0,17,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Leanest blueprint-only; only with named rollback doc Handoff Identity | Leanest blueprint-only; only with named rollback doc Room Task Model | Leanest blueprint-only; only with named rollback doc Data Schema And Persistence Plan | Leanest blueprint-only; only with named rollback doc Interface And Instrument Plane | Leanest blueprint-only; only with named rollback doc Integration Path,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-murano-os-lossless-study-room-handoff,Lossless Study Room,research workflow software module,T2 platform module,17,4.0,4,L4 instrumented proof path: 17,0,17,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Lossless Study Room Handoff Identity | Lossless Study Room Room Task Model | Lossless Study Room Data Schema And Persistence Plan | Lossless Study Room Interface And Instrument Plane | Lossless Study Room Integration Path,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
native-master-bundle-pages,Master Bundle Pages,source governance or packet-routing system,T3 governed content system,17,4.0,4,L4 instrumented proof path: 17,0,17,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Master Bundle Pages Artifact Identity Register | Master Bundle Pages Extraction And Manifest Layer | Master Bundle Pages Mechanism Or Claim Distillation | Master Bundle Pages Proof Boundary | Master Bundle Pages Promotion Route,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",research workflow software module,T2 platform module,17,4.0,4,L4 instrumented proof path: 17,0,17,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action","Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands Handoff Identity | Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands Room Task Model | Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands Data Schema And Persistence Plan | Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands Interface And Instrument Plane | Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands Integration Path","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-muranoos-red-team-build02-final-proper-handoff-2026-04-11,Only one WITHOUT the 802 KB nested archive; Build 02 scope,research workflow software module,T2 platform module,17,4.0,4,L4 instrumented proof path: 17,0,17,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Only one WITHOUT the 802 KB nested archive; Build 02 scope Handoff Identity | Only one WITHOUT the 802 KB nested archive; Build 02 scope Room Task Model | Only one WITHOUT the 802 KB nested archive; Build 02 scope Data Schema And Persistence Plan | Only one WITHOUT the 802 KB nested archive; Build 02 scope Interface And Instrument Plane | Only one WITHOUT the 802 KB nested archive; Build 02 scope Integration Path,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,research workflow software module,T2 platform module,17,4.0,4,L4 instrumented proof path: 17,0,17,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Only one with 07_Derivative_Handoff/; richest SQL DDL Handoff Identity | Only one with 07_Derivative_Handoff/; richest SQL DDL Room Task Model | Only one with 07_Derivative_Handoff/; richest SQL DDL Data Schema And Persistence Plan | Only one with 07_Derivative_Handoff/; richest SQL DDL Interface And Instrument Plane | Only one with 07_Derivative_Handoff/; richest SQL DDL Integration Path,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-muranoos-red-team-execution-ready-handoff-archive-2026-04-11,Only one with Build_02-Build_05 sequenced operator guides,research workflow software module,T2 platform module,17,4.0,4,L4 instrumented proof path: 17,0,17,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Only one with Build_02-Build_05 sequenced operator guides Handoff Identity | Only one with Build_02-Build_05 sequenced operator guides Room Task Model | Only one with Build_02-Build_05 sequenced operator guides Data Schema And Persistence Plan | Only one with Build_02-Build_05 sequenced operator guides Interface And Instrument Plane | Only one with Build_02-Build_05 sequenced operator guides Integration Path,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-muranoos-red-team-phase-iii-a-handoff-2026-04-11,"Only one with Shadi_SAT_Seed.json + ""Phase III-A"" naming",research workflow software module,T2 platform module,17,4.0,4,L4 instrumented proof path: 17,0,17,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action","Only one with Shadi_SAT_Seed.json + ""Phase III-A"" naming Handoff Identity | Only one with Shadi_SAT_Seed.json + ""Phase III-A"" naming Room Task Model | Only one with Shadi_SAT_Seed.json + ""Phase III-A"" naming Data Schema And Persistence Plan | Only one with Shadi_SAT_Seed.json + ""Phase III-A"" naming Interface And Instrument Plane | Only one with Shadi_SAT_Seed.json + ""Phase III-A"" naming Integration Path","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-muranoos-red-team-phaseii-handoff-2026-04-14,Posture Compass 5-axis instrument; framing_tensions/rival_framing columns,research workflow software module,T2 platform module,17,4.0,4,L4 instrumented proof path: 17,0,17,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Posture Compass 5-axis instrument; framing_tensions/rival_framing columns Handoff Identity | Posture Compass 5-axis instrument; framing_tensions/rival_framing columns Room Task Model | Posture Compass 5-axis instrument; framing_tensions/rival_framing columns Data Schema And Persistence Plan | Posture Compass 5-axis instrument; framing_tensions/rival_framing columns Interface And Instrument Plane | Posture Compass 5-axis instrument; framing_tensions/rival_framing columns Integration Path,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-muranoos-prism-chamber-murano-ready-package-2026-04-14,Prism Chamber,research workflow software module,T2 platform module,17,4.0,4,L4 instrumented proof path: 17,0,17,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Prism Chamber Handoff Identity | Prism Chamber Room Task Model | Prism Chamber Data Schema And Persistence Plan | Prism Chamber Interface And Instrument Plane | Prism Chamber Integration Path,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-murano-os-prism-foundry-handoff,Prism Foundry,research workflow software module,T2 platform module,17,4.0,4,L4 instrumented proof path: 17,0,17,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Prism Foundry Handoff Identity | Prism Foundry Room Task Model | Prism Foundry Data Schema And Persistence Plan | Prism Foundry Interface And Instrument Plane | Prism Foundry Integration Path,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-murano-os-prism-scriptorium-handoff-v1,Prism Scriptorium,research workflow software module,T2 platform module,17,4.0,4,L4 instrumented proof path: 17,0,17,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Prism Scriptorium Handoff Identity | Prism Scriptorium Room Task Model | Prism Scriptorium Data Schema And Persistence Plan | Prism Scriptorium Interface And Instrument Plane | Prism Scriptorium Integration Path,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-murano-prismatic-agora-handoff-v1-0-done,Prismatic Agora,research workflow software module,T2 platform module,17,4.0,4,L4 instrumented proof path: 17,0,17,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Prismatic Agora Handoff Identity | Prismatic Agora Room Task Model | Prismatic Agora Data Schema And Persistence Plan | Prismatic Agora Interface And Instrument Plane | Prismatic Agora Integration Path,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
project-hardening,"Quality Review - checking project claims against evidence, scope, and readiness",source governance or packet-routing system,T3 governed content system,3,4.0,4,L4 instrumented proof path: 3,0,3,instrumented proof set,Source-to-output distinctiveness demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"input, operation, output, rival interpretation, and claim boundary",Claim Intake | Warrant Inspection | Certification Or Revision,Capture a concrete run trace or exported proof artifact for this project type; the project is currently more specified than demonstrated.,"This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,research workflow software module,T2 platform module,17,4.0,4,L4 instrumented proof path: 17,0,17,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",RC1 wrapper; front-loaded 00_RC_Handoff/ Handoff Identity | RC1 wrapper; front-loaded 00_RC_Handoff/ Room Task Model | RC1 wrapper; front-loaded 00_RC_Handoff/ Data Schema And Persistence Plan | RC1 wrapper; front-loaded 00_RC_Handoff/ Interface And Instrument Plane | RC1 wrapper; front-loaded 00_RC_Handoff/ Integration Path,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
native-respite,Recovery Respite Facility Operations,research project or professional workbench,T4 portfolio-backed research surface,17,4.0,4,L4 instrumented proof path: 17,0,17,instrumented proof set,Source-to-output distinctiveness demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"input, operation, output, rival interpretation, and claim boundary",Recovery Respite Facility Operations Runtime Or Interface Surface | Recovery Respite Facility Operations Data And State Model | Recovery Respite Facility Operations Core Instrument Panel | Recovery Respite Facility Operations Workflow Orchestration | Recovery Respite Facility Operations Review And Governance Gate,"Add one replayable scenario: initial condition, decision variable, constraint, model operation, output, and after-action review.","This is a full-build plan, not a claim that the full operational system has already been completed.",
red-team-lab,Red Team Lab - consolidated counter-deception lab across five authority roles,source governance or packet-routing system,T3 governed content system,17,4.0,4,L4 instrumented proof path: 17,0,17,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Red Team Lab - consolidated counter-deception lab across five authority roles Artifact Identity Register | Red Team Lab - consolidated counter-deception lab across five authority roles Extraction And Manifest Layer | Red Team Lab - consolidated counter-deception lab across five authority roles Mechanism Or Claim Distillation | Red Team Lab - consolidated counter-deception lab across five authority roles Proof Boundary | Red Team Lab - consolidated counter-deception lab across five authority roles Promotion Route,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,research workflow software module,T2 platform module,17,4.0,4,L4 instrumented proof path: 17,0,17,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Reflexive Control Chamber Handoff Identity | Reflexive Control Chamber Room Task Model | Reflexive Control Chamber Data Schema And Persistence Plan | Reflexive Control Chamber Interface And Instrument Plane | Reflexive Control Chamber Integration Path,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
native-uscri,Refugee Resettlement Resource Allocation,research project or professional workbench,T4 portfolio-backed research surface,17,4.0,4,L4 instrumented proof path: 17,0,17,instrumented proof set,Source-to-output distinctiveness demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"input, operation, output, rival interpretation, and claim boundary",Refugee Resettlement Resource Allocation Runtime Or Interface Surface | Refugee Resettlement Resource Allocation Data And State Model | Refugee Resettlement Resource Allocation Core Instrument Panel | Refugee Resettlement Resource Allocation Workflow Orchestration | Refugee Resettlement Resource Allocation Review And Governance Gate,"Add one replayable scenario: initial condition, decision variable, constraint, model operation, output, and after-action review.","This is a full-build plan, not a claim that the full operational system has already been completed.",
mb-murano-os-rhetorium-proper-handoff-done-v1,Rhetorium,research workflow software module,T2 platform module,17,4.0,4,L4 instrumented proof path: 17,0,17,instrumented proof set,Artifact promotion-router demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"identity, authority, route, claim ceiling, and next action",Rhetorium Handoff Identity | Rhetorium Room Task Model | Rhetorium Data Schema And Persistence Plan | Rhetorium Interface And Instrument Plane | Rhetorium Integration Path,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed.",
