project_id,product_name,proof_status,average_maturity_score,distinctive_component_to_build,what_it_must_prove,observable_output_required,next_full_build_step,claim_boundary
row2,AI Rigor Detection - framework that detects performative rigor in AI-generated analysis; publication status is separated from validation status,instrumented proof set,5.0,Packet promotion decision proof: AI Rigor Detection - framework that detects performative rigor in AI-...,"Select one artifact from AI Rigor Detection - framework that detects performative rigor in AI-generated an... and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add one implementation scenario: policy problem, decision rule, control point, abuse case, measurable criterion, and revision trigger.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-aishared-instruments,AI Shared Instruments,instrumented proof set,5.0,Packet promotion decision proof: AI Shared Instruments,"Select one artifact from AI Shared Instruments and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-aisatvis,AI Structured Analysis Visualization,instrumented proof set,5.0,Packet promotion decision proof: AI Structured Analysis Visualization,"Select one artifact from AI Structured Analysis Visualization and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-wargaming,Alliance Crisis Wargaming,instrumented proof set,5.0,Packet promotion decision proof: Alliance Crisis Wargaming,"Select one artifact from Alliance Crisis Wargaming and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add one replayable scenario: initial condition, decision variable, constraint, model operation, output, and after-action review.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-atanalysis,Analysis Tradecraft,instrumented proof set,5.0,Packet promotion decision proof: Analysis Tradecraft,"Select one artifact from Analysis Tradecraft and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-analyst-assurance-desk,Analyst Assurance Desk,instrumented proof set,5.0,Packet promotion decision proof: Analyst Assurance Desk,"Select one artifact from Analyst Assurance Desk and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","This is a full-build plan, not a claim that the full operational system has already been completed."
analytical-methodology,"Analytical Methodology - eleven discipline pages from a Georgetown Applied Intelligence curriculum, treating each analytical method as its own working surface",instrumented proof set,5.0,Structured-analytic technique replay: Analytical Methodology - eleven discipline pages from a Georgetown Ap...,"Select one method or template from Analytical Methodology - eleven discipline pages from a Georgetown Applied Intell... and run it against a concrete analytic question, showing input evidence, technique sequence, analyst intervention, and final claim boundary.","technique sequence, evidence table, analyst delta, confidence boundary, and misuse warning","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","This is a full-build plan, not a claim that the full operational system has already been completed."
applied-history,Applied History - lab for using historical case study to inform contemporary policy,instrumented proof set,5.0,Room instrument transition proof: Applied History - lab for using historical case study to inform conte...,"Select one room or instrument promise from Applied History - lab for using historical case study to inform contemporary policy and show the transition from intake to action, state update, review gate, and output.","room input, instrument action, state change, review gate, and output artifact","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-berlin,Berlin Occupation Zones and Refugee Crisis,instrumented proof set,5.0,Adversarial retrieval replay demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,replayable clean/contaminated trace with gate decision,"Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","This is a full-build plan, not a claim that the full operational system has already been completed."
bias-atlas,Bias Atlas - cognitive-bias catalogue grounded in Heuer and Kahneman,instrumented proof set,5.0,Packet promotion decision proof: Bias Atlas - cognitive-bias catalogue grounded in Heuer and Kahneman,"Select one artifact from Bias Atlas - cognitive-bias catalogue grounded in Heuer and Kahneman and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add one classified example that travels through the taxonomy: observed failure or bias, category assignment, rival category, reviewer decision, and resulting mitigation.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-trilogy-showcase-atlas,Book Trilogy Atlas,instrumented proof set,5.0,Packet promotion decision proof: Book Trilogy Atlas,"Select one artifact from Book Trilogy Atlas and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add one classified example that travels through the taxonomy: observed failure or bias, category assignment, rival category, reviewer decision, and resulting mitigation.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-trilogy-showcase,Book Trilogy Showcase,instrumented proof set,5.0,Chapter dossier demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,"chapter-specific title, visual, source, argument, rewrite decision","Add chapter-level dossiers showing title logic, argument skeleton, source role, rewrite decision, and visual specificity for representative chapters.","This is a full-build plan, not a claim that the full operational system has already been completed."
cognitive-firewall-instruments,Cognitive Firewall Instruments - authoring defensive instruments against AI-mediated analytic corruption,instrumented proof set,5.0,Cognitive-firewall instrument proof: Cognitive Firewall Instruments - authoring defensive instruments agai...,"Convert one defensive instrument from Cognitive Firewall Instruments - authoring defensive instruments against AI-media... into an input-output test that shows corruption pressure, detection surface, analyst check, and allowed claim.","corruption fixture, detection cue, analyst validation step, decision gate, and claim ceiling","Add method-result boundary, validity threats, what the study can and cannot generalize, and a practitioner-facing implication.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-capstone-defense,Cognitive Firewalls Capstone Defense,instrumented proof set,5.0,Cognitive-firewall instrument proof: Cognitive Firewalls Capstone Defense,"Convert one defensive instrument from Cognitive Firewalls Capstone Defense into an input-output test that shows corruption pressure, detection surface, analyst check, and allowed claim.","corruption fixture, detection cue, analyst validation step, decision gate, and claim ceiling",Capture a concrete run trace or exported proof artifact for this project type; the project is currently more specified than demonstrated.,"This is a full-build plan, not a claim that the full operational system has already been completed."
native-capstone-defense-noland,Cognitive Firewalls Defense Room,instrumented proof set,5.0,Cognitive-firewall instrument proof: Cognitive Firewalls Defense Room,"Convert one defensive instrument from Cognitive Firewalls Defense Room into an input-output test that shows corruption pressure, detection surface, analyst check, and allowed claim.","corruption fixture, detection cue, analyst validation step, decision gate, and claim ceiling","Add method-result boundary, validity threats, what the study can and cannot generalize, and a practitioner-facing implication.","This is a full-build plan, not a claim that the full operational system has already been completed."
cognitive-warfare,"Cognitive Warfare - counter-intelligence doctrine, operationalized into analytical instruments",instrumented proof set,5.0,"Counterintelligence analytic-variable proof: Cognitive Warfare - counter-intelligence doctrine, operationalized in...","Take one intelligence or counterintelligence artifact from Cognitive Warfare - counter-intelligence doctrine, operationalized into analytica... and assign source family, analytic variable, alternative explanation, confidence level, and next collection/review need.","source family, analytic variable, alternative explanation, confidence boundary, and next intelligence question","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-cmanalysis,Collection Management Analysis,instrumented proof set,5.0,Packet promotion decision proof: Collection Management Analysis,"Select one artifact from Collection Management Analysis and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-africa,Colonial Encounter in Africa,instrumented proof set,5.0,Packet promotion decision proof: Colonial Encounter in Africa,"Select one artifact from Colonial Encounter in Africa and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","This is a full-build plan, not a claim that the full operational system has already been completed."
genocide-lab,Comparative Genocide Lab - comparative analysis of mass political violence across ten canonical dimensions,instrumented proof set,5.0,Comparative atrocity-analysis matrix: Comparative Genocide Lab - comparative analysis of mass political vio...,"Route one case or variable from Comparative Genocide Lab - comparative analysis of mass political violence across... through comparison dimensions, rival interpretation, evidence sufficiency, and public-claim restraint.","case variable, comparison dimension, rival explanation, evidence boundary, and approved judgment","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-ci-career-conversation-handoff-done,Conversation capture with structured JSON handoff,instrumented proof set,5.0,Structured-analytic technique replay: Conversation capture with structured JSON handoff,"Select one method or template from Conversation capture with structured JSON handoff and run it against a concrete analytic question, showing input evidence, technique sequence, analyst intervention, and final claim boundary.","technique sequence, evidence table, analyst delta, confidence boundary, and misuse warning","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
row8,Counter-Terror Analysis - 13-page counter-terror analytical narrative arc,instrumented proof set,5.0,Packet promotion decision proof: Counter-Terror Analysis - 13-page counter-terror analytical narrative...,"Select one artifact from Counter-Terror Analysis - 13-page counter-terror analytical narrative arc and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-cianalysis,Counterintelligence Analysis,instrumented proof set,5.0,Counterintelligence analytic-variable proof: Counterintelligence Analysis,"Take one intelligence or counterintelligence artifact from Counterintelligence Analysis and assign source family, analytic variable, alternative explanation, confidence level, and next collection/review need.","source family, analytic variable, alternative explanation, confidence boundary, and next intelligence question","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-coanalysis,Counterintelligence Operations Analysis,instrumented proof set,5.0,Counterintelligence analytic-variable proof: Counterintelligence Operations Analysis,"Take one intelligence or counterintelligence artifact from Counterintelligence Operations Analysis and assign source family, analytic variable, alternative explanation, confidence level, and next collection/review need.","source family, analytic variable, alternative explanation, confidence boundary, and next intelligence question","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-cia-russian-ci-handoff-packet,Credential stack + 90-day plan + Competency Tracker CSV,instrumented proof set,5.0,Professional capability evidence-router: Credential stack + 90-day plan + Competency Tracker CSV,"Translate one capability item from Credential stack + 90-day plan + Competency Tracker CSV into skill evidence, proof artifact, readiness gap, and next work product without making unsupported employment claims.","skill claim, evidence artifact, readiness gap, next proof object, and public wording boundary","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-crusades,Crusades and Mediterranean Order,instrumented proof set,5.0,Packet promotion decision proof: Crusades and Mediterranean Order,"Select one artifact from Crusades and Mediterranean Order and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,instrumented proof set,5.0,Packet promotion decision proof: Culinary Atelier,"Select one artifact from Culinary Atelier and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-cyanalysis,Cyber Analysis,instrumented proof set,5.0,Packet promotion decision proof: Cyber Analysis,"Select one artifact from Cyber Analysis and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","This is a full-build plan, not a claim that the full operational system has already been completed."
row5,Defense Doctrine - defensive retrieval governance laboratory (claim-limit discipline),instrumented proof set,5.0,Adversarial retrieval replay demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,replayable clean/contaminated trace with gate decision,"Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","This is a full-build plan, not a claim that the full operational system has already been completed."
planning,"Development Process - how projects move from idea to built, reviewed work",instrumented proof set,5.0,"Packet promotion decision proof: Development Process - how projects move from idea to built, reviewed...","Select one artifact from Development Process - how projects move from idea to built, reviewed work and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action",Capture a concrete run trace or exported proof artifact for this project type; the project is currently more specified than demonstrated.,"This is a full-build plan, not a claim that the full operational system has already been completed."
native-ddianalysis,Directorate Analysis Method,instrumented proof set,5.0,Packet promotion decision proof: Directorate Analysis Method,"Select one artifact from Directorate Analysis Method and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-east-asia,East Asian War and Strategic Tradition,instrumented proof set,5.0,Packet promotion decision proof: East Asian War and Strategic Tradition,"Select one artifact from East Asian War and Strategic Tradition and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-etanalysis,Emerging Technology Analysis,instrumented proof set,5.0,Packet promotion decision proof: Emerging Technology Analysis,"Select one artifact from Emerging Technology Analysis and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-fwanalysis,Foreign Warning Analysis,instrumented proof set,5.0,Packet promotion decision proof: Foreign Warning Analysis,"Select one artifact from Foreign Warning Analysis and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","This is a full-build plan, not a claim that the full operational system has already been completed."
historical-studies,"Historical Studies - eleven historical and operational case studies, including the manuscript Trilogy",instrumented proof set,5.0,"Packet promotion decision proof: Historical Studies - eleven historical and operational case studies,...","Select one artifact from Historical Studies - eleven historical and operational case studies, including th... and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-hsanalysis,Homeland Security Analysis,instrumented proof set,5.0,Packet promotion decision proof: Homeland Security Analysis,"Select one artifact from Homeland Security Analysis and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-cicc,ICC Complementarity Case Room,instrumented proof set,5.0,Room instrument transition proof: ICC Complementarity Case Room,"Select one room or instrument promise from ICC Complementarity Case Room and show the transition from intake to action, state update, review gate, and output.","room input, instrument action, state change, review gate, and output artifact","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","This is a full-build plan, not a claim that the full operational system has already been completed."
ir-lexicon,IR Lexicon - coined-term lexicon for modern foreign-affairs discourse,instrumented proof set,5.0,Concept-to-theory lexicon proof: IR Lexicon - coined-term lexicon for modern foreign-affairs discourse,"Promote one term from IR Lexicon - coined-term lexicon for modern foreign-affairs discourse into definition, misuse boundary, source warrant, analytic example, and mini-theory candidate.","term record, definition, source warrant, example, misuse warning, and theory-promotion decision","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-icanalysis,Intelligence Community Analysis,instrumented proof set,5.0,Counterintelligence analytic-variable proof: Intelligence Community Analysis,"Take one intelligence or counterintelligence artifact from Intelligence Community Analysis and assign source family, analytic variable, alternative explanation, confidence level, and next collection/review need.","source family, analytic variable, alternative explanation, confidence boundary, and next intelligence question","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-murano-mashup-room-handoff-v1,Mashup Intelligence Room,instrumented proof set,5.0,Counterintelligence analytic-variable proof: Mashup Intelligence Room,"Take one intelligence or counterintelligence artifact from Mashup Intelligence Room and assign source family, analytic variable, alternative explanation, confidence level, and next collection/review need.","source family, analytic variable, alternative explanation, confidence boundary, and next intelligence question","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-mongol,Mongol Empire Military Systems,instrumented proof set,5.0,Packet promotion decision proof: Mongol Empire Military Systems,"Select one artifact from Mongol Empire Military Systems and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-mideast,Ottoman Palestine and Early Zionism,instrumented proof set,5.0,Packet promotion decision proof: Ottoman Palestine and Early Zionism,"Select one artifact from Ottoman Palestine and Early Zionism and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","This is a full-build plan, not a claim that the full operational system has already been completed."
personal-os,"Personal OS - MuranoOS, a personal operating system, local workbench, and project foundation",instrumented proof set,5.0,"Packet promotion decision proof: Personal OS - MuranoOS, a personal operating system, local workbench,...","Select one artifact from Personal OS - MuranoOS, a personal operating system, local workbench, and project... and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-psanalysis,Political Strategy Analysis,instrumented proof set,5.0,Packet promotion decision proof: Political Strategy Analysis,"Select one artifact from Political Strategy Analysis and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","This is a full-build plan, not a claim that the full operational system has already been completed."
capstone-orig,Qualitative Capstone - qualitative analysis of analyst response to AI-introduced corruption,instrumented proof set,5.0,Cognitive-firewall instrument proof: Qualitative Capstone - qualitative analysis of analyst response to AI...,"Convert one defensive instrument from Qualitative Capstone - qualitative analysis of analyst response to AI-introduced... into an input-output test that shows corruption pressure, detection surface, analyst check, and allowed claim.","corruption fixture, detection cue, analyst validation step, decision gate, and claim ceiling","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","This is a full-build plan, not a claim that the full operational system has already been completed."
row1,Quantitative Capstone - quantitative arm of the AI-corruption capstone study,instrumented proof set,5.0,Cognitive-firewall instrument proof: Quantitative Capstone - quantitative arm of the AI-corruption capston...,"Convert one defensive instrument from Quantitative Capstone - quantitative arm of the AI-corruption capstone study into an input-output test that shows corruption pressure, detection surface, analyst check, and allowed claim.","corruption fixture, detection cue, analyst validation step, decision gate, and claim ceiling","Add method-result boundary, validity threats, what the study can and cannot generalize, and a practitioner-facing implication.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-capstone-handoff-package,Red Cell CI analysis of Russian cognitive deception; 12 COA dossiers,instrumented proof set,5.0,Red-cell scenario evaluation: Red Cell CI analysis of Russian cognitive deception; 12 COA dossiers,"Turn one scenario or course-of-action item from Red Cell CI analysis of Russian cognitive deception; 12 COA dossiers into a replayable adversarial test with objective, move, expected effect, reviewer burden, and decision gate.","scenario fixture, adversary move, analytic effect, reviewer burden, and block/narrow/release decision","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
reflexive-control-chamber,Reflexive Control Chamber - Russian reflexive-control & strategic-deception research chamber,instrumented proof set,5.0,Counterintelligence analytic-variable proof: Reflexive Control Chamber - Russian reflexive-control & strategic-dec...,"Take one intelligence or counterintelligence artifact from Reflexive Control Chamber - Russian reflexive-control & strategic-deception resea... and assign source family, analytic variable, alternative explanation, confidence level, and next collection/review need.","source family, analytic variable, alternative explanation, confidence boundary, and next intelligence question","Add one source-to-judgment chain: source family, analytic variable, competing interpretation, confidence boundary, and policy implication.","This is a full-build plan, not a claim that the full operational system has already been completed."
regional-studies,"Regional Studies - eight place-based analytical pages (Africa, Berlin, East Asia, London, Mideast, Mongol, Russia, Western)",instrumented proof set,5.0,"Counterintelligence analytic-variable proof: Regional Studies - eight place-based analytical pages (Africa, Berlin...","Take one intelligence or counterintelligence artifact from Regional Studies - eight place-based analytical pages (Africa, Berlin, East Asia,... and assign source family, analytic variable, alternative explanation, confidence level, and next collection/review need.","source family, analytic variable, alternative explanation, confidence boundary, and next intelligence question","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-russia,Russia,instrumented proof set,5.0,Counterintelligence analytic-variable proof: Russia,"Take one intelligence or counterintelligence artifact from Russia and assign source family, analytic variable, alternative explanation, confidence level, and next collection/review need.","source family, analytic variable, alternative explanation, confidence boundary, and next intelligence question","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-russia-history-room,Russia Historical Context Room,instrumented proof set,5.0,Counterintelligence analytic-variable proof: Russia Historical Context Room,"Take one intelligence or counterintelligence artifact from Russia Historical Context Room and assign source family, analytic variable, alternative explanation, confidence level, and next collection/review need.","source family, analytic variable, alternative explanation, confidence boundary, and next intelligence question","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","This is a full-build plan, not a claim that the full operational system has already been completed."
mb-visible-chat-handoff-package,Russian-studies bibliography + reflexive meta-analysis session,instrumented proof set,5.0,Counterintelligence analytic-variable proof: Russian-studies bibliography + reflexive meta-analysis session,"Take one intelligence or counterintelligence artifact from Russian-studies bibliography + reflexive meta-analysis session and assign source family, analytic variable, alternative explanation, confidence level, and next collection/review need.","source family, analytic variable, alternative explanation, confidence boundary, and next intelligence question","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","This is a full-build plan, not a claim that the full operational system has already been completed."
row6,Scholarly Retrieval System - cross-disciplinary research library with a twelve-stage analytical-governance plane,instrumented proof set,5.0,Adversarial retrieval replay demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,replayable clean/contaminated trace with gate decision,"Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","This is a full-build plan, not a claim that the full operational system has already been completed."
warrant-chamber,Source & Evidence Review - tracking what supports each claim and what still needs review,instrumented proof set,5.0,Structured-analytic technique replay: Source & Evidence Review - tracking what supports each claim and what...,"Select one method or template from Source & Evidence Review - tracking what supports each claim and what still needs... and run it against a concrete analytic question, showing input evidence, technique sequence, analyst intervention, and final claim boundary.","technique sequence, evidence table, analyst delta, confidence boundary, and misuse warning","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","This is a full-build plan, not a claim that the full operational system has already been completed."
analytical-methods,Structured Analytic Technique Studio,instrumented proof set,5.0,Structured-analytic technique replay: Structured Analytic Technique Studio,"Select one method or template from Structured Analytic Technique Studio and run it against a concrete analytic question, showing input evidence, technique sequence, analyst intervention, and final claim boundary.","technique sequence, evidence table, analyst delta, confidence boundary, and misuse warning",Build a two-technique comparison on one analytic task and record where each technique changed the output.,"This is a full-build plan, not a claim that the full operational system has already been completed."
structured-analysis-toolkit,Structured Techniques Toolkit - authoring and refinement workspace for disciplined analytic instruments,instrumented proof set,5.0,Adversarial retrieval replay demonstrator,run the task through the project's distinctive mechanism rather than summarizing the project in prose,replayable clean/contaminated trace with gate decision,"Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-peace,Track II Diplomacy and Peacebuilding,instrumented proof set,5.0,Packet promotion decision proof: Track II Diplomacy and Peacebuilding,"Select one artifact from Track II Diplomacy and Peacebuilding and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-war-theory,War Theory and Strategic Culture,instrumented proof set,5.0,Packet promotion decision proof: War Theory and Strategic Culture,"Select one artifact from War Theory and Strategic Culture and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","This is a full-build plan, not a claim that the full operational system has already been completed."
wargaming,Wargaming - theater-level alliance-crisis wargame workbench,instrumented proof set,5.0,Packet promotion decision proof: Wargaming - theater-level alliance-crisis wargame workbench,"Select one artifact from Wargaming - theater-level alliance-crisis wargame workbench and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add one replayable scenario: initial condition, decision variable, constraint, model operation, output, and after-action review.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-amfp,Washington-Jefferson Era Foreign Policy,instrumented proof set,5.0,Packet promotion decision proof: Washington-Jefferson Era Foreign Policy,"Select one artifact from Washington-Jefferson Era Foreign Policy and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","This is a full-build plan, not a claim that the full operational system has already been completed."
native-western,Western Political Thought and the Ideal State,instrumented proof set,5.0,Packet promotion decision proof: Western Political Thought and the Ideal State,"Select one artifact from Western Political Thought and the Ideal State and prove whether it should become a software room, research paper, source reservoir, archive item, or blocked record.","artifact identity, authority state, promotion route, claim ceiling, and next action","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","This is a full-build plan, not a claim that the full operational system has already been completed."
