project_id,product_name,source_applications,concept_or_better_rows,quote_candidate_or_better_rows,human_verified_integrated_rows,maximum_depth_observed,average_depth_score,source_roles,concept_families,maxed_out_status,reason_not_maxed_out,next_depth_action
mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-muranoos-dialectic-lab-handoff-pack-pass-2-2026-04-15,Dialectic Lab,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | interpretive, narrative, or democratic-formation frame",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11,Failure Doctrine Lab,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13,Fifth Dimension,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-muranoos-glass-scriptorium-proper-handoff-archive-2026-04-11,Glass Scriptorium,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-muranoos-glassworksofcorrespondence-handoff-v0-1,Glassworks of Correspondence,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-muranoos-handoff-pack-v3-1,* META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-muranoos-handoff-pass3-done,CI Tradecraft Chamber,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-muranoos-human-terrain-statecraft-proper-handoff-archive-v1-0,Human Terrain & Statecraft,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-muranoos-lossless-room-master-handoff-v1,Room Master (constitution),5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-muranoos-prism-chamber-murano-ready-package-2026-04-14,Prism Chamber,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-muranoos-script-atelier-handoff-package-v0-2026-04-17,Script Atelier (v0),5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-muranoos-the-interval-handoff-v0-1,The Interval (remote violence),5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-muranoos-tradecraft-foundry-handoff-package-2026-04-11,Tradecraft Foundry,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-muranoos-western-myth-codex-phase-i-stub-pack,Western Myth Codex,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-africa,Colonial Encounter in Africa,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,method/evaluation standard | security strategy and institutional constraint,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-atanalysis,Analysis Tradecraft,5,5,5,0,5,5.0,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,general source strengthening | intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-cianalysis,Counterintelligence Analysis,5,5,5,0,5,5.0,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,Russia/security-domain grounding | intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-cmanalysis,Collection Management Analysis,5,5,5,0,5,5.0,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-coanalysis,Counterintelligence Operations Analysis,5,5,5,0,5,5.0,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-cyanalysis,Cyber Analysis,5,5,5,0,5,5.0,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-ddianalysis,Directorate Analysis Method,5,5,5,0,5,5.0,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,Russia/security-domain grounding | intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-etanalysis,Emerging Technology Analysis,5,5,5,0,5,5.0,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-fwanalysis,Foreign Warning Analysis,5,5,5,0,5,5.0,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-icanalysis,Intelligence Community Analysis,5,5,5,0,5,5.0,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-mideast,Ottoman Palestine and Early Zionism,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | security strategy and institutional constraint,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-mongol,Mongol Empire Military Systems,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | security strategy and institutional constraint,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-murano,MuranoOS Research Operating Environment,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning | security strategy and institutional constraint,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-psanalysis,Political Strategy Analysis,5,5,5,0,5,5.0,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-western,Western Political Thought and the Ideal State,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
personal-os,"Personal OS - MuranoOS, a personal operating system, local workbench, and project foundation",5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,Russia/security-domain grounding | technical/adversarial system mechanism,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
row7,Nexus Research Pipeline,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
row8,Counter-Terror Analysis - 13-page counter-terror analytical narrative arc,5,5,5,0,5,5.0,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
ir-lexicon,IR Lexicon - coined-term lexicon for modern foreign-affairs discourse,5,4,4,0,5,4.6,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | method/evaluation standard,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-east-asia,East Asian War and Strategic Tradition,5,4,4,0,5,4.6,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,method/evaluation standard | security strategy and institutional constraint,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
bias-atlas,Bias Atlas - cognitive-bias catalogue grounded in Heuer and Kahneman,6,2,2,0,5,3.67,adversarial model | close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,intelligence-analysis method and warning | security strategy and institutional constraint,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-aifailure-tax,AI Failure Taxonomy,6,2,2,0,5,3.67,adversarial model | close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,intelligence-analysis method and warning | security strategy and institutional constraint,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
