close_read_task_id,project_id,product_name,source_role,source_candidate,quote_candidate_id,current_depth_level,required_action,output_to_update,test_to_update,completion_evidence_required
CRT-EEDBEC406A98,red-team-lab,Red Team Lab - consolidated counter-deception lab across five authority roles,source-to-output bridge,Libraries of the Mind,QCN-542E99D0A9BF,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-998249406A36,red-team-lab,Red Team Lab - consolidated counter-deception lab across five authority roles,close-read requirement,On the History of Film Style,QCN-7673360BE4C6,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","close-read note, citation record, passage ledger, or blocked-claim release condition",No strong citation claim is released until passage-level evidence exists.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-2E5EB089F47D,reflexive-control-chamber,Reflexive Control Chamber - Russian reflexive-control & strategic-deception research chamber,method authority,Russian Energy Policy and Military Power Putin's quest for greatness Pavel K. Baev,QCN-1204D55B5F3B,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-CC9C81D6FCB8,reflexive-control-chamber,Reflexive Control Chamber - Russian reflexive-control & strategic-deception research chamber,domain grounding,Encyclopedia of GIS,QCN-1E5B7114AEFE,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","domain variables, case framing, project examples, terminology, or scenario fixtures",The project would be visibly wrong or thinner if the domain source were removed.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-7F888EC1C52D,reflexive-control-chamber,Reflexive Control Chamber - Russian reflexive-control & strategic-deception research chamber,technical mechanism,Hybrid Intelligence for Image Analysis and Understanding,QCN-0BE6B0EE8873,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-FDBA2B3D1212,reflexive-control-chamber,Reflexive Control Chamber - Russian reflexive-control & strategic-deception research chamber,adversarial model,Intelligence and Information Policy for National Security: Key Terms and Concepts,QCN-77C4E2894A31,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-AFF9AC05A014,reflexive-control-chamber,Reflexive Control Chamber - Russian reflexive-control & strategic-deception research chamber,evaluation standard,Russian Energy Policy and Military Power Putin's quest for greatness Pavel K. Baev,QCN-1204D55B5F3B,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-04FED40E65DC,reflexive-control-chamber,Reflexive Control Chamber - Russian reflexive-control & strategic-deception research chamber,counter-source or limitation,Russian Energy Policy and Military Power Putin's quest for greatness Pavel K. Baev,QCN-1204D55B5F3B,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-D86C8DCC015E,reflexive-control-chamber,Reflexive Control Chamber - Russian reflexive-control & strategic-deception research chamber,source-to-output bridge,Russian Energy Policy and Military Power Putin's quest for greatness Pavel K. Baev,QCN-1204D55B5F3B,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-7C92A6178B11,reflexive-control-chamber,Reflexive Control Chamber - Russian reflexive-control & strategic-deception research chamber,close-read requirement,Building Imaginary Worlds,QCN-D810043A0881,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","close-read note, citation record, passage ledger, or blocked-claim release condition",No strong citation claim is released until passage-level evidence exists.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-D22A2B47909F,regional-studies,"Regional Studies - eight place-based analytical pages (Africa, Berlin, East Asia, London, Mideast, Mongol, Russia, Western)",method authority,War changes everything Russia after Ukraine NATO Defense College Research Division Edited by Marc Ozawa,QCN-AA05DEE4D96D,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-D4AEEFFEFD7D,regional-studies,"Regional Studies - eight place-based analytical pages (Africa, Berlin, East Asia, London, Mideast, Mongol, Russia, Western)",domain grounding,Putin and the Oligarch,QCN-6423F85ECDEC,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","domain variables, case framing, project examples, terminology, or scenario fixtures",The project would be visibly wrong or thinner if the domain source were removed.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-A88DA2440B1F,regional-studies,"Regional Studies - eight place-based analytical pages (Africa, Berlin, East Asia, London, Mideast, Mongol, Russia, Western)",technical mechanism,The Cossacks and Religion in Early Modern Ukraine,QCN-FAE3BCA7DFB9,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-D3342B5713F3,regional-studies,"Regional Studies - eight place-based analytical pages (Africa, Berlin, East Asia, London, Mideast, Mongol, Russia, Western)",evaluation standard,War changes everything Russia after Ukraine NATO Defense College Research Division Edited by Marc Ozawa,QCN-AA05DEE4D96D,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-7FB01F1CD448,regional-studies,"Regional Studies - eight place-based analytical pages (Africa, Berlin, East Asia, London, Mideast, Mongol, Russia, Western)",counter-source or limitation,War changes everything Russia after Ukraine NATO Defense College Research Division Edited by Marc Ozawa,QCN-AA05DEE4D96D,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-0C6461244AEF,regional-studies,"Regional Studies - eight place-based analytical pages (Africa, Berlin, East Asia, London, Mideast, Mongol, Russia, Western)",source-to-output bridge,War changes everything Russia after Ukraine NATO Defense College Research Division Edited by Marc Ozawa,QCN-AA05DEE4D96D,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-FC4B8E6E9268,row1,Quantitative Capstone - quantitative arm of the AI-corruption capstone study,method authority,(Handbooks of Sociology and Social Research) Giuseppe Caforio Handbook of the Sociology of the Military Springer (2006) PDOC,QCN-B24D46420432,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-C2BA34583952,row1,Quantitative Capstone - quantitative arm of the AI-corruption capstone study,technical mechanism,Hybrid Intelligence for Image Analysis and Understanding,QCN-0BE6B0EE8873,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-362DD90E2853,row1,Quantitative Capstone - quantitative arm of the AI-corruption capstone study,evaluation standard,(Handbooks of Sociology and Social Research) Giuseppe Caforio Handbook of the Sociology of the Military Springer (2006) PDOC,QCN-B24D46420432,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-EAB38526D996,row1,Quantitative Capstone - quantitative arm of the AI-corruption capstone study,counter-source or limitation,(Handbooks of Sociology and Social Research) Giuseppe Caforio Handbook of the Sociology of the Military Springer (2006) PDOC,QCN-B24D46420432,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-3929750DD4FB,row1,Quantitative Capstone - quantitative arm of the AI-corruption capstone study,source-to-output bridge,(Handbooks of Sociology and Social Research) Giuseppe Caforio Handbook of the Sociology of the Military Springer (2006) PDOC,QCN-B24D46420432,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-3AD25E53B287,row1,Quantitative Capstone - quantitative arm of the AI-corruption capstone study,close-read requirement,Libraries of the Mind,QCN-542E99D0A9BF,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","close-read note, citation record, passage ledger, or blocked-claim release condition",No strong citation claim is released until passage-level evidence exists.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-78A7FAB12431,row10,Structured Human-AI Analyst Workstation,method authority,Article - Zulauf - SafeguardingObjectivityInIntelligenceAnalysis,QCN-87F1F384520E,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-64A704E585E0,row10,Structured Human-AI Analyst Workstation,technical mechanism,Civilization and Its Discontents,QCN-C9CF078562AC,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-5CD0E2E331A3,row10,Structured Human-AI Analyst Workstation,adversarial model,Bridging the Gap between Collection and Analysis: Intelligence Information Processing and Data Governance,QCN-B5CB6240FF13,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-2F5A645D3F33,row10,Structured Human-AI Analyst Workstation,evaluation standard,A Tradecraft Primer Structured Analytic Techniques,QCN-7E0AC3CDB83C,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-E1A238550DFF,row10,Structured Human-AI Analyst Workstation,counter-source or limitation,Deception: Counterdeception and Counterintelligence,QCN-CABF10A5FAF2,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-6A2D2C533224,row10,Structured Human-AI Analyst Workstation,source-to-output bridge,A Tradecraft Primer Structured Analytic Techniques,QCN-7E0AC3CDB83C,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-332ADF620732,row11,Retrieval Integrity Evaluation - testing Retrieval-Augmented Generation (RAG) against retrieval poisoning and false-source failure,method authority,Artificial Intelligence for Business Creativity,QCN-2426A027689A,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-BD6F9A1F31F0,row11,Retrieval Integrity Evaluation - testing Retrieval-Augmented Generation (RAG) against retrieval poisoning and false-source failure,technical mechanism,American Spies Espionage Against the United States From the Cold War to the Present Michael J. Sulick,QCN-1396D405AA6B,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule",retrieval replay test: clean and contaminated fixtures produce inspectable traces,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-EA308666BA31,row11,Retrieval Integrity Evaluation - testing Retrieval-Augmented Generation (RAG) against retrieval poisoning and false-source failure,adversarial model,American Spies Espionage Against the United States From the Cold War to the Present Michael J. Sulick (2),QCN-1396D405AA6B,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario",retrieval replay test: clean and contaminated fixtures produce inspectable traces,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-9D0F33B26A30,row11,Retrieval Integrity Evaluation - testing Retrieval-Augmented Generation (RAG) against retrieval poisoning and false-source failure,evaluation standard,American Spies Espionage Against the United States From the Cold War to the Present Michael J. Sulick (2),QCN-1396D405AA6B,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-5DCA5076D618,row11,Retrieval Integrity Evaluation - testing Retrieval-Augmented Generation (RAG) against retrieval poisoning and false-source failure,counter-source or limitation,American Spies Espionage Against the United States From the Cold War to the Present Michael J. Sulick (2),QCN-1396D405AA6B,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-C47876E5C0CD,row11,Retrieval Integrity Evaluation - testing Retrieval-Augmented Generation (RAG) against retrieval poisoning and false-source failure,source-to-output bridge,American Spies Espionage Against the United States From the Cold War to the Present Michael J. Sulick (2),QCN-1396D405AA6B,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-2DE03AB2A887,row11,Retrieval Integrity Evaluation - testing Retrieval-Augmented Generation (RAG) against retrieval poisoning and false-source failure,close-read requirement,Handbook of Artificial Intelligence and Wearables: Applications and Case Studies,QCN-D74DDFF670E1,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","close-read note, citation record, passage ledger, or blocked-claim release condition",No strong citation claim is released until passage-level evidence exists.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-E12C8BFE898D,row14,Defensive Retrieval Research - future study on retrieval-augmented-generation poisoning,method authority,Artificial Intelligence for Business Creativity,QCN-2426A027689A,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-B441E95E0678,row14,Defensive Retrieval Research - future study on retrieval-augmented-generation poisoning,technical mechanism,(Handbooks of Sociology and Social Research) Giuseppe Caforio Handbook of the Sociology of the Military Springer (2006) PDOC,QCN-B24D46420432,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule",retrieval replay test: clean and contaminated fixtures produce inspectable traces,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-E6063EF33A51,row14,Defensive Retrieval Research - future study on retrieval-augmented-generation poisoning,adversarial model,By Way of Deception,QCN-6C5F7E42EAB8,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-5C8EBFB6DD73,row14,Defensive Retrieval Research - future study on retrieval-augmented-generation poisoning,evaluation standard,Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance Arpad Palfy (2),QCN-4DA2A157587F,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",claim ceiling test: public claims cannot exceed built evidence,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-FC12085557C6,row14,Defensive Retrieval Research - future study on retrieval-augmented-generation poisoning,counter-source or limitation,(Handbooks of Sociology and Social Research) Giuseppe Caforio Handbook of the Sociology of the Military Springer (2006) PDOC,QCN-B24D46420432,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-7118CFD7181F,row14,Defensive Retrieval Research - future study on retrieval-augmented-generation poisoning,source-to-output bridge,Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance Arpad Palfy (2),QCN-4DA2A157587F,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-BED5880F140C,row14,Defensive Retrieval Research - future study on retrieval-augmented-generation poisoning,close-read requirement,Artificial Intelligence for Business Creativity,QCN-2426A027689A,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","close-read note, citation record, passage ledger, or blocked-claim release condition",No strong citation claim is released until passage-level evidence exists.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-19F1C2B432DD,row2,AI Rigor Detection - framework that detects performative rigor in AI-generated analysis; publication status is separated from validation status,method authority,"No Place for Russia European Security Institutions Since 1989 Hill, William H",QCN-94CF71A25C6E,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-BDBD85A7019B,row2,AI Rigor Detection - framework that detects performative rigor in AI-generated analysis; publication status is separated from validation status,domain grounding,Civilization and Its Discontents,QCN-C9CF078562AC,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","domain variables, case framing, project examples, terminology, or scenario fixtures",The project would be visibly wrong or thinner if the domain source were removed.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-D2A78D9EE690,row2,AI Rigor Detection - framework that detects performative rigor in AI-generated analysis; publication status is separated from validation status,adversarial model,"Artificial Intelligence, Management and Trust",QCN-C43602873769,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-DAE27BA6B009,row2,AI Rigor Detection - framework that detects performative rigor in AI-generated analysis; publication status is separated from validation status,evaluation standard,"No Place for Russia European Security Institutions Since 1989 Hill, William H",QCN-94CF71A25C6E,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-E0806932E232,row2,AI Rigor Detection - framework that detects performative rigor in AI-generated analysis; publication status is separated from validation status,counter-source or limitation,"No Place for Russia European Security Institutions Since 1989 Hill, William H",QCN-94CF71A25C6E,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-C67FF1B2C5D6,row2,AI Rigor Detection - framework that detects performative rigor in AI-generated analysis; publication status is separated from validation status,source-to-output bridge,"No Place for Russia European Security Institutions Since 1989 Hill, William H",QCN-94CF71A25C6E,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-0866D40424C3,row2,AI Rigor Detection - framework that detects performative rigor in AI-generated analysis; publication status is separated from validation status,close-read requirement,A Tradecraft Primer Structured Analytic Techniques,QCN-7E0AC3CDB83C,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","close-read note, citation record, passage ledger, or blocked-claim release condition",No strong citation claim is released until passage-level evidence exists.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-29EE3A2B2125,row3,"AI Extraction Defense - five-layer architecture protecting proprietary AI models from being extracted, copied, or distilled by adversaries",method authority,Atlas of World Architecture Markus Sebastian Braun,QCN-DBF9F5E801CB,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-27BE18038BB7,row3,"AI Extraction Defense - five-layer architecture protecting proprietary AI models from being extracted, copied, or distilled by adversaries",technical mechanism,Art and Fear,QCN-CEEF3457F411,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-B316571C8EB5,row3,"AI Extraction Defense - five-layer architecture protecting proprietary AI models from being extracted, copied, or distilled by adversaries",evaluation standard,Atlas of World Architecture Markus Sebastian Braun,QCN-DBF9F5E801CB,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-873045665EB3,row3,"AI Extraction Defense - five-layer architecture protecting proprietary AI models from being extracted, copied, or distilled by adversaries",counter-source or limitation,Atlas of World Architecture Markus Sebastian Braun,QCN-DBF9F5E801CB,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-DF1C9A4F98E4,row3,"AI Extraction Defense - five-layer architecture protecting proprietary AI models from being extracted, copied, or distilled by adversaries",source-to-output bridge,Atlas of World Architecture Markus Sebastian Braun,QCN-DBF9F5E801CB,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-2D43E911FE6C,row3,"AI Extraction Defense - five-layer architecture protecting proprietary AI models from being extracted, copied, or distilled by adversaries",close-read requirement,Art and Fear,QCN-CEEF3457F411,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","close-read note, citation record, passage ledger, or blocked-claim release condition",No strong citation claim is released until passage-level evidence exists.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-CCB717CDCCF1,row5,Defense Doctrine - defensive retrieval governance laboratory (claim-limit discipline),method authority,The Oxford Handbook of Ethics of AI,QCN-3D751D268BFB,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
